#ID	transcript_length	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
ENST00000599840.6	1614	502	0.41406	5.2453523635864245	1	1	coding
ENST00000601877.1	379	89	0.40867999999999993	8.476125907897952	1	0.211153	noncoding
ENST00000394128.7	3480	990	0.4448	6.51348705291748	1	1	coding
ENST00000491466.5	957	102	0.39576	5.64356632232666	1	0.476031	noncoding
ENST00000492176.2	776	170	0.46775	9.079421043395996	-1	0.217783	noncoding
ENST00000579364.1	823	165	0.31399	11.102245521545406	1	0.400647	noncoding
ENST00000008440.9	1667	208	0.43373000000000006	5.996081733703612	1	0.999212	coding
ENST00000295050.12	3223	490	0.39327	8.37652225494385	1	1	coding
ENST00000469904.1	662	183	0.44826000000000005	9.071040153503418	-1	0.226919	noncoding
ENST00000361735.4	3368	700	0.45726	6.289427757263184	1	1	coding
ENST00000466643.1	841	172	0.49114	5.065854835510252	1	0.99479	coding
ENST00000009041.12	1703	235	0.38753000000000004	4.750455284118652	1	0.999869	coding
ENST00000396013.5	1365	235	0.43999	4.750455284118652	1	0.999958	coding
ENST00000434197.5	1341	217	0.38856	4.625580024719238	1	0.999641	coding
ENST00000315579.10	4825	1402	0.45329	6.187231254577637	1	1	coding
ENST00000536538.1	765	55	0.36895999999999995	9.518902015686034	1	0.0326895	noncoding
ENST00000590918.6	3310	467	0.38582	9.086577033996583	1	1	coding
ENST00000591224.1	782	154	0.40904	11.283917427062985	1	0.82231	coding
ENST00000591322.1	557	25	0.37969	4.556577491760254	1	0.00993511	noncoding
ENST00000414144.7	3008	396	0.40547999999999995	8.636071968078614	1	1	coding
ENST00000575948.1	1350	395	0.47004999999999997	8.636071968078614	1	1	coding
ENST00000308731.8	2575	660	0.42315	7.829959297180177	1	1	coding
ENST00000488970.2	4568	486	0.33877	6.845142555236817	1	1	coding
ENST00000621635.4	2767	694	0.41462	7.227612113952637	1	1	coding
ENST00000695624.1	1638	383	0.42611	6.611591148376465	1	1	coding
ENST00000229471.8	2009	483	0.44961000000000007	5.855234718322753	1	1	coding
ENST00000368678.8	2573	535	0.39283	5.872002220153808	1	1	coding
ENST00000368682.8	3619	535	0.33699	5.872002220153808	1	1	coding
ENST00000467921.6	799	247	0.46427999999999997	5.89587459564209	-1	0.440488	noncoding
ENST00000524310.5	541	145	0.40418999999999994	5.073130226135253	-1	0.0909815	noncoding
ENST00000374502.7	1072	181	0.40411	6.206840705871582	1	0.990779	coding
ENST00000374514.8	1635	232	0.41748	6.744537544250489	1	0.999599	coding
ENST00000421070.1	429	102	0.43696999999999997	5.6747709274292	-1	0.0516137	noncoding
ENST00000316757.4	2176	576	0.43524	4.83105297088623	1	1	coding
ENST00000589934.1	725	217	0.4481	4.0500284194946286	-1	0.456803	noncoding
ENST00000590238.1	830	191	0.4402	4.0500284194946286	1	0.999564	coding
ENST00000397410.10	2078	647	0.41485000000000005	4.944389915466308	1	1	coding
ENST00000600065.6	2980	466	0.30807	5.180953788757324	1	1	coding
ENST00000681744.1	3544	387	0.35951	4.944446754455566	1	1	coding
ENST00000389900.8	3104	489	0.32802000000000003	7.418875312805175	1	1	coding
ENST00000389902.8	5777	924	0.38976999999999995	4.921597480773924	1	1	coding
ENST00000425013.6	5639	867	0.38976999999999995	4.825880622863769	1	1	coding
ENST00000261647.10	3050	381	0.40684	5.569050407409667	1	1	coding
ENST00000465567.1	2801	99	0.30596	9.555520057678223	1	0.0973092	noncoding
ENST00000475723.5	2591	274	0.37564	5.323108100891113	1	0.99997	coding
ENST00000349038.8	3155	532	0.44245000000000007	9.21944637298584	1	1	coding
ENST00000356948.11	3206	558	0.4776100000000001	9.209324836730957	1	1	coding
ENST00000585856.2	1217	191	0.44429	9.79830799102783	1	0.993097	coding
ENST00000585932.5	1030	152	0.37161999999999995	9.43457736968994	1	0.750003	coding
ENST00000586944.5	4661	313	0.44517999999999996	8.77596836090088	1	0.999995	coding
ENST00000587136.1	583	113	0.34153	11.848467063903808	-1	0.156743	noncoding
ENST00000589883.1	683	113	0.34912	11.456048011779785	1	0.190773	noncoding
ENST00000590887.5	642	129	0.4234	10.032457160949708	1	0.751618	coding
ENST00000592113.5	1548	366	0.44342	9.645904731750488	1	1	coding
ENST00000621737.4	1125	182	0.42253	7.724669075012207	1	0.987849	coding
ENST00000627714.2	2201	198	0.4480799999999999	9.550555992126462	1	0.996032	coding
ENST00000677717.1	723	35	0.3015	5.2650754928588865	1	0.0121629	noncoding
ENST00000645846.2	4781	904	0.37328	8.46381244659424	1	1	coding
ENST00000650792.2	10049	904	0.28455	8.46381244659424	1	1	coding
ENST00000265970.11	8227	1687	0.44830000000000003	8.248681449890139	1	1	coding
ENST00000503729.2	226	22	0.44492999999999994	4.529692649841309	1	0.013296	noncoding
ENST00000691414.1	8428	1687	0.44830000000000003	8.248681449890139	1	1	coding
ENST00000012443.9	2139	500	0.46089	5.884336280822754	1	1	coding
ENST00000391919.1	1929	372	0.46911	5.924862480163574	1	1	coding
ENST00000467902.2	399	103	0.43171	8.538015556335449	1	0.462898	noncoding
ENST00000491003.5	878	222	0.44601	6.378664970397949	-1	0.285535	noncoding
ENST00000493347.5	431	64	0.44795	6.811152839660645	1	0.0872278	noncoding
ENST00000461574.2	7082	1863	0.45325	5.294063377380371	1	1	coding
ENST00000478531.6	3765	760	0.42399	4.994408226013182	1	1	coding
ENST00000497488.2	6335	1568	0.4579	5.210282707214354	1	1	coding
ENST00000591534.5	1282	355	0.44362	5.015040779113768	1	1	coding
ENST00000618469.2	7613	1864	0.46153	5.294063377380371	1	1	coding
ENST00000013807.9	1278	324	0.47246	8.999867057800294	1	0.999999	coding
ENST00000300853.8	3379	298	0.3977	5.895817756652832	1	0.999994	coding
ENST00000340192.11	949	274	0.45100999999999997	5.884847831726074	1	0.999993	coding
ENST00000589165.5	1453	298	0.46156	5.895817756652832	1	0.999999	coding
ENST00000591636.5	836	214	0.4724	7.586038780212404	1	0.999363	coding
ENST00000592083.5	938	258	0.47841	5.719389533996583	-1	0.525638	coding
ENST00000085219.10	3274	848	0.44270999999999994	6.205760765075683	1	1	coding
ENST00000341773.10	2755	671	0.43028999999999995	6.585502052307128	1	1	coding
ENST00000536635.6	3004	760	0.42905	6.394864082336426	1	1	coding
ENST00000544992.6	2698	752	0.42395	7.93910427093506	1	1	coding
ENST00000594125.1	954	137	0.40590000000000004	9.609480094909667	-1	0.157333	noncoding
ENST00000594954.5	605	156	0.33449	8.558645439147952	1	0.644985	coding
ENST00000596492.5	1061	55	0.36311000000000004	11.62443943023682	1	0.0360204	noncoding
ENST00000597433.1	579	67	0.40588	6.0562742233276365	-1	0.0286576	noncoding
ENST00000598815.5	589	169	0.39962	7.598543357849122	-1	0.133214	noncoding
ENST00000600424.5	542	158	0.43890000000000007	6.0586046218872065	-1	0.120792	noncoding
ENST00000602224.5	582	55	0.32726999999999995	11.62443943023682	1	0.0312841	noncoding
ENST00000613136.1	609	115	0.46452	9.804948234558104	1	0.791124	coding
ENST00000304434.11	2765	300	0.40759999999999996	9.487054634094239	1	0.999927	coding
ENST00000370913.5	580	89	0.3953	6.569871330261231	1	0.213327	noncoding
ENST00000317961.9	6825	1540	0.43045	5.588659858703613	1	1	coding
ENST00000382806.6	5134	1483	0.46688999999999997	5.485781288146971	1	1	coding
ENST00000447300.1	1336	425	0.46551	5.39154224395752	-1	0.95953	coding
ENST00000469599.6	5501	543	0.399	5.4694116592407225	1	1	coding
ENST00000478891.1	856	123	0.37483	6.72839527130127	1	0.579583	coding
ENST00000485154.1	792	67	0.39395	4.9959428787231435	-1	0.025761	noncoding
ENST00000541639.5	5579	1571	0.44993	5.658230781555175	1	1	coding
ENST00000546443.5	1523	217	0.40588	4.171834373474121	1	0.999855	coding
ENST00000548263.5	3888	634	0.42328999999999994	4.827642631530761	1	1	coding
ENST00000557390.6	3277	725	0.45587	8.164872550964354	1	1	coding
ENST00000682126.1	4270	847	0.43308	7.782381629943847	1	1	coding
ENST00000157812.7	1754	419	0.44605	5.0896703720092775	1	1	coding
ENST00000455878.2	1333	388	0.433	5.131560707092285	1	1	coding
ENST00000593455.5	1532	319	0.4792699999999999	4.934556770324705	1	1	coding
ENST00000285599.8	5129	1010	0.47841	6.7395925521850595	1	1	coding
ENST00000505907.1	7719	919	0.43224999999999997	6.406004524230957	1	1	coding
ENST00000225308.12	1607	352	0.39374	9.678654670715332	1	0.999987	coding
ENST00000377095.10	1581	360	0.43596999999999997	9.678654670715332	1	0.999999	coding
ENST00000588315.5	1409	189	0.32416999999999996	8.593264961242678	1	0.850525	coding
ENST00000590194.5	1542	352	0.45582999999999996	9.678654670715332	1	0.999999	coding
ENST00000591006.5	2217	196	0.32111	8.808395957946779	1	0.862679	coding
ENST00000591151.1	636	175	0.34794	8.780932426452637	-1	0.172051	noncoding
ENST00000592372.5	867	91	0.39913	8.42255268096924	-1	0.0754202	noncoding
ENST00000357402.10	2798	894	0.43426000000000003	5.335044288635253	1	1	coding
ENST00000395353.5	2925	894	0.43366	5.335044288635253	1	1	coding
ENST00000566554.1	811	49	0.44362	6.709808921813964	-1	0.0234638	noncoding
ENST00000570061.1	674	53	0.43615	10.118457984924316	1	0.0720965	noncoding
ENST00000413040.7	3107	626	0.46491	6.24145565032959	1	1	coding
ENST00000468404.5	1703	268	0.45688	9.203973960876464	1	0.999947	coding
ENST00000480714.1	586	84	0.44507	6.233213996887207	1	0.278606	noncoding
ENST00000480907.5	977	235	0.47162	6.4701757431030265	-1	0.365804	noncoding
ENST00000483358.5	767	254	0.42411	9.345675468444824	-1	0.354648	noncoding
ENST00000497987.1	861	285	0.45582	7.064143180847168	-1	0.519414	coding
ENST00000321356.9	1847	485	0.48480999999999996	9.048218345642091	1	1	coding
ENST00000409769.6	1192	308	0.46825	8.107302284240724	1	0.999998	coding
ENST00000432425.5	1682	259	0.40271	7.294852638244628	1	0.999823	coding
ENST00000434813.3	2026	527	0.42796999999999996	9.115716743469239	1	1	coding
ENST00000461981.5	3173	135	0.34804999999999997	6.1421010971069325	1	0.687183	coding
ENST00000472679.1	461	46	0.35517	6.712594032287597	1	0.0141475	noncoding
ENST00000473565.5	3208	334	0.30733	6.573906898498536	1	0.999912	coding
ENST00000481641.1	690	174	0.44465	10.014792823791506	1	0.982157	coding
ENST00000482590.1	626	55	0.41656000000000004	9.957029151916505	1	0.0584468	noncoding
ENST00000492793.1	596	73	0.45115	6.048828315734863	1	0.169949	noncoding
ENST00000496205.1	480	87	0.39480999999999994	9.717077827453611	-1	0.119135	noncoding
ENST00000350437.8	3724	857	0.46731	7.5211286544799805	1	1	coding
ENST00000538740.1	750	44	0.36171000000000003	8.711564445495604	1	0.0156482	noncoding
ENST00000542129.5	1561	305	0.32320000000000004	6.395148277282716	1	0.999859	coding
ENST00000542661.1	562	120	0.43446999999999997	9.019143104553223	1	0.709205	coding
ENST00000542777.1	489	59	0.33638999999999997	9.057243919372556	1	0.0279802	noncoding
ENST00000542838.6	3920	907	0.47918	8.094215202331544	1	1	coding
ENST00000544652.1	400	46	0.4577399999999999	10.922249794006348	1	0.0861288	noncoding
ENST00000313288.9	2799	839	0.4634	4.972184181213378	1	1	coding
ENST00000404054.3	2771	98	0.31890999999999997	5.862623786926269	1	0.191303	noncoding
ENST00000458173.4	1093	272	0.47463	4.795187568664551	-1	0.682645	coding
ENST00000484264.1	551	53	0.46826	6.701055717468263	1	0.0491844	noncoding
ENST00000484651.5	2715	743	0.45905	4.848673057556151	1	1	coding
