"ENSEMBL","SYMBOL","gene_type","strand","chrom","dBGLF5_Latent_c2-1","dBGLF5_Late_c2-1","dBGLF5_Latent_c2-2","dBGLF5_Late_c2-2","dBGLF5_Latent_c2-3","dBGLF5_Late_c2-3","log2FoldChange","pvalue","padj","dBGLF5_Latent_groupMean","dBGLF5_Late_groupMean","baseMean"
"ENSG00000060237","WNK1","protein_coding","+","chr12",193.335274034153,39.8959075035342,191.098897248432,34.0671037846239,332.9083947102,62.1469710579994,-2.29294211392948,2.77794608587312e-09,1.06957043130093e-08,239.114188664262,45.3699941153858,142.242091389824
"ENSG00000062716","VMP1","protein_coding","+","chr17",46.7118782901308,12.4265941404451,37.3576791613476,9.29102830489741,43.5581077190916,24.0113297269543,-1.35402363985593,0.000463692900541716,0.000725635801384887,42.5425550568567,15.2429840574323,28.8927695571445
"ENSG00000064115","TM7SF3","protein_coding","-","chr12",25.9510434945171,10.4645003287959,10.0578366972859,14.7107948160876,31.1129340850655,17.6553895051135,-0.554645155512877,0.147566956112343,0.17499799137339,22.3739380922895,14.2768948833323,18.3254164878109
"ENSG00000064995","TAF11","protein_coding","-","chr6",92.1262044055358,204.057756411519,68.9680230671032,207.499632142709,122.896089636009,406.07395861761,1.40875942755032,0.000235679470823485,0.00038071663041672,94.6634390362158,272.543782390613,183.603610713414
"ENSG00000065135","GNAI3","protein_coding","+","chr1",1256.03050513463,107.915159640707,1001.47316828689,185.820566097948,1574.31446470431,389.831000272905,-2.33774272856391,3.0889814706784e-07,7.7136280153512e-07,1277.27271270861,227.855575337187,752.564144022899
"ENSG00000065183","WDR3","protein_coding","+","chr1",0,11.1185315993456,1.43683381389798,13.9365424573461,0,21.8926829863407,4.30969681192397,5.93154298547276e-05,0.000103476418548966,0.478944604632661,15.6492523476775,8.06409847615507
"ENSG00000065427","KARS1","protein_coding","-","chr16",33.7363565428723,4.57821889384819,27.2998424640617,3.0970094349658,37.3355209020785,7.06215580204539,-2.59220132400225,1.43763048451879e-08,4.64267016250961e-08,32.7905733030042,4.91246137695313,18.8515173399786
"ENSG00000065600","PACC1","protein_coding","-","chr1",83.0433391824548,119.033691240053,61.7838539976133,133.17140570353,107.339622593476,192.090637815635,0.738514295124424,0.0314833194135303,0.0401699579086503,84.055605257848,148.098578253072,116.07709175546
"ENSG00000066084","DIP2B","protein_coding","+","chr12",31.1412521934205,16.3507817637435,45.9786820447355,24.7760754797264,51.336341240358,26.8361920477725,-0.822198821407991,0.0202933974906087,0.0266713224162285,42.818758492838,22.6543497637475,32.7365541282927
"ENSG00000066294","CD84","protein_coding","-","chr1",40.2241174165015,10.4645003287959,37.3576791613476,10.0652806636389,52.8919879446113,24.0113297269543,-1.41747547947031,0.000315372902225107,0.000499793139700352,43.4912615074868,14.847036906463,29.1691492069749
"ENSG00000066827","ZFAT","protein_coding","-","chr8",96.0188609297133,11.7725628698953,94.8310317172669,21.6790660447606,112.006562706236,45.904012713295,-1.79938444132514,1.28029393805221e-05,2.42202792609877e-05,100.952151784405,26.4518805426503,63.7020161635278
"ENSG00000066933","MYO9A","protein_coding","-","chr15",20.7608347956137,37.933813691885,12.9315043250818,49.5521509594529,3.11129340850655,49.4350906143177,1.71360846376095,6.95994375994302e-05,0.000120217210399016,12.267877509734,45.6403517552185,28.9541146324763
"ENSG00000067066","SP100","protein_coding","+","chr2",9.08286522308099,91.5643778769638,14.3683381389798,96.7815448426814,3.11129340850655,161.017152286635,3.58115479032172,2.60769174564227e-13,2.71881967444752e-12,8.85416559018912,116.454358335427,62.6542619628079
"ENSG00000067365","METTL22","protein_coding","+","chr16",96.0188609297133,27.4693133630891,71.8416906948992,35.6156085021068,102.672682480716,39.5480724914542,-1.30890910613305,0.000106401226095903,0.000178321517944044,90.1777447017762,34.2109981188834,62.1943714103298
"ENSG00000068079","IFI35","protein_coding","+","chr17",46.7118782901308,32.0475322569373,40.2313467891435,60.3916839818332,74.6710418041571,84.0396540443401,0.11128580796628,0.761050587409251,0.79516821685079,53.8714222944771,58.8262900943702,56.3488561944237
"ENSG00000068784","SRBD1","protein_coding","-","chr2",29.8437000186947,37.933813691885,40.2313467891435,30.1958419909166,23.3347005637991,46.6102282934996,0.259548425251538,0.450026666182668,0.495369403329536,31.1365824572124,38.2466279921004,34.6916052246564
"ENSG00000069248","NUP133","protein_coding","-","chr1",20.7608347956137,41.2039700446337,22.9893410223677,34.8413561433653,37.3355209020785,88.9831631057719,0.908606853486596,0.0216747364666373,0.0283953059934977,27.0285655733533,55.009496431257,41.0190310023051
"ENSG00000069329","VPS35","protein_coding","-","chr16",53.1996391637601,18.3128755753928,34.4840115335516,16.2592995335705,46.6694011275982,31.0734855289997,-0.930728655366365,0.0101565435873659,0.0137838805828538,44.7843506083033,21.881886879321,33.3331187438121
"ENSG00000069493","CLEC2D","protein_coding","+","chr12",179.062200112168,12.4265941404451,222.709241154187,24.001823120985,275.349466652829,40.2542880716587,-3.04027806070884,6.57667823827382e-13,6.14761152968056e-12,225.706969306395,25.5609017776963,125.633935542046
"ENSG00000070061","ELP1","protein_coding","-","chr9",3.89265652417757,49.7063765617803,2.87366762779597,48.00364624197,4.66694011275982,100.988827969249,3.94759296104595,1.20311988556765e-10,6.37288957567349e-10,3.81108808824445,66.2329502576665,35.0220191729555
"ENSG00000070610","GBA2","protein_coding","-","chr9",1349.45426171489,122.957878863351,1698.33756802742,246.986502438523,2137.458571644,519.068451450336,-2.39569600974019,1.2301480067558e-07,3.33379645861881e-07,1728.4168004621,296.337610917403,1012.37720568975
"ENSG00000072121","ZFYVE26","protein_coding","-","chr14",1.29755217472586,47.0902514795814,15.8051719528778,48.00364624197,15.5564670425327,108.757199351499,2.17489697683188,0.00220234765715719,0.00321076205563867,10.8863970567121,67.9503656910168,39.4183813738645
"ENSG00000072756","TRNT1","protein_coding","+","chr3",23.3559391450654,40.549938774084,20.1156733945718,51.1006556769358,31.1129340850655,69.2091268600448,1.00862797782685,0.00569505394529254,0.00790703280093039,24.8615155415675,53.6199071036882,39.2407113226279
"ENSG00000073536","NLE1","protein_coding","-","chr17",18.165730446162,15.6967504931938,27.2998424640617,20.9048136860192,32.6685807893187,22.5988985665452,-0.340054152544177,0.33649309251736,0.378500595701638,26.0447178998475,19.7334875819194,22.8891027408834
"ENSG00000074266","EED","protein_coding","+","chr11",42.8192217659532,1.30806254109948,34.4840115335516,3.87126179370726,59.1145747616244,5.64972464163631,-3.53441880086538,4.11881081706683e-12,3.1716657745519e-11,45.4726026870431,3.60968299214768,24.5411428395954
"ENSG00000074966","TXK","protein_coding","-","chr4",72.6629217846479,56.2466892672778,64.6575216254092,55.7461698293845,115.117856114742,95.3391033276128,-0.24482548371689,0.47120741427177,0.516084310869082,84.1460998415998,69.110654141425,76.6283769915124
"ENSG00000075131","TIPIN","protein_coding","-","chr15",229.666734926477,20.9290006575917,241.388080734861,26.3245801972093,222.457478708218,46.6102282934996,-2.79732081114439,2.41357467415043e-13,2.54152321109335e-12,231.170764789852,31.2879363827669,131.229350586309
"ENSG00000075142","SRI","protein_coding","-","chr7",41.5216695912274,18.9669068459425,31.6103439057556,17.0335518923119,28.0016406765589,32.4859166894088,-0.495249924582462,0.164505665883861,0.193379895067242,33.7112180578473,22.8287918092211,28.2700049335342
"ENSG00000075151","EIF4G3","protein_coding","-","chr1",12.9755217472586,64.7490957844244,11.4946705111839,92.1360306902327,9.33388022551964,110.169630511908,2.85800468118626,7.76065673326918e-11,4.33406644401103e-10,11.2680241613207,89.0182523288551,50.1431382450879
"ENSG00000075239","ACAT1","protein_coding","+","chr11",25.9510434945171,26.1612508219897,33.0471777196536,35.6156085021068,45.1137544233449,60.7345398975904,0.20714283655357,0.567779450567612,0.613398318660189,34.7039918791719,40.8371330738956,37.7705624765337
"ENSG00000075413","MARK3","protein_coding","+","chr14",25.9510434945171,14.3886879520943,31.6103439057556,27.8730849146922,93.3388022551964,57.9096775767722,-0.468830923205815,0.268402351777893,0.307247747811236,50.3000632184897,33.3904834811863,41.845273349838
"ENSG00000075420","FNDC3B","protein_coding","+","chr3",23.3559391450654,117.725628698953,51.7260173003274,154.076219389549,62.2258681701309,258.474902354861,1.82271320245362,1.2151677612869e-05,2.30631188569978e-05,45.7692748718412,176.758916814454,111.264095843148
"ENSG00000075651","PLD1","protein_coding","-","chr3",38.9265652417757,34.0096260685865,37.3576791613476,54.1976651119016,60.6702214658776,47.3164438737041,-0.0101369038626442,0.973887290561852,0.978364933277079,45.6514886230003,45.1745783513974,45.4130334871989
"ENSG00000075826","SEC31B","protein_coding","-","chr10",12.9755217472586,13.7346566815446,22.9893410223677,10.8395330223803,34.224227493572,18.361605085318,-0.592612958297898,0.118702764445549,0.142118104281384,23.3963634210661,14.3119315964143,18.8541475087402
"ENSG00000075856","SART3","protein_coding","-","chr12",53.1996391637601,51.0144391028798,31.6103439057556,83.6192547440767,38.8911676063318,115.819355153544,0.907953478562499,0.0138372433990302,0.0185486974398043,41.2337168919492,83.4843496668337,62.3590332793914
"ENSG00000076258","FMO4","protein_coding","+","chr1",10.3804173978068,28.1233446336389,28.7366762779597,34.8413561433653,24.8903472680524,37.4294257508406,0.577084297167306,0.117847823578238,0.14119122386207,21.3358136479396,33.4647088426149,27.4002612452773
"ENSG00000076685","NT5C2","protein_coding","-","chr10",18.165730446162,22.2370631986912,11.4946705111839,27.0988325559508,38.8911676063318,43.7853659726814,0.383779059745263,0.320854439453067,0.362074603075508,22.8505228545592,31.0404205757745,26.9454717151668
"ENSG00000077150","NFKB2","protein_coding","+","chr10",202.418139257234,20.274969387042,204.030401573514,35.6156085021068,238.013945750751,113.700708412931,-1.74561708497903,0.000171672394879739,0.000282033220159571,214.820828860499,56.5304287673598,135.67562881393
"ENSG00000077232","DNAJC10","protein_coding","+","chr2",5.19020869890342,51.6684703734296,0,44.9066368070042,1.55564670425327,43.7853659726814,4.09278193007435,3.75732180595465e-09,1.40337575145486e-08,2.2486184677189,46.7868243843717,24.5177214260453
"ENSG00000077238","IL4R","protein_coding","+","chr16",51.9020869890342,14.3886879520943,48.8523496725314,33.2928514258824,74.6710418041571,22.5988985665452,-1.21044728048909,0.00111609272172593,0.00169058065647914,58.4751594885743,23.426812648174,40.9509860683741
"ENSG00000077458","FAM76B","protein_coding","-","chr11",23.3559391450654,47.0902514795814,0,40.2611226545555,1.55564670425327,40.9605036518633,0.96135650077967,0.10233874590785,0.124227866560362,8.30386194977289,42.7706259286667,25.5372439392198
"ENSG00000078177","N4BP2","protein_coding","+","chr4",157.003813141829,136.038504274346,143.683381389798,126.977386833598,202.234071552925,246.469237491384,0.0182834791802436,0.959684045275718,0.967990600774353,167.640422028184,169.828376199776,168.73439911398
"ENSG00000079134","THOC1","protein_coding","-","chr18",12.9755217472586,22.2370631986912,18.6788395806738,24.7760754797264,12.4451736340262,17.6553895051135,0.474871735359803,0.202433067374823,0.236059374096858,14.6998449873195,21.556176061177,18.1280105242483
"ENSG00000079246","XRCC5","protein_coding","+","chr2",934.237565802616,113.801441075655,1126.47771009602,204.402622707743,1364.30215963012,398.30558723536,-2.10595953329925,2.47415279809574e-06,5.25494421758366e-06,1141.67247850959,238.836550339586,690.254514424586
"ENSG00000079263","SP140","protein_coding","+","chr2",202.418139257234,13.7346566815446,159.488553342676,11.6137853811218,238.013945750751,17.6553895051135,-3.72521647351503,7.67606346648906e-22,1.03507545500854e-19,199.973546116887,14.3346105225933,107.15407831974
"ENSG00000079387","SENP1","protein_coding","-","chr12",29.8437000186947,47.0902514795814,37.3576791613476,87.490516537784,24.8903472680524,158.192289965817,1.52113814454656,0.000292721176803036,0.000466432650001555,30.6972421493649,97.5910193277274,64.1441307385461
"ENSG00000079999","KEAP1","protein_coding","-","chr19",15.5706260967103,84.3700339009166,15.8051719528778,114.589349093735,35.7798741978253,149.717703003362,2.2730587826538,3.78389205626899e-08,1.12296151347338e-07,22.3852240824711,116.225695332671,69.3054597075712
"ENSG00000080815","PSEN1","protein_coding","+","chr14",31.1412521934205,28.7773759041886,15.8051719528778,41.8096273720384,15.5564670425327,56.4972464163631,0.89251584450912,0.0203854395633309,0.0267721625519927,20.8342970629437,42.3614165641967,31.5978568135702
"ENSG00000080839","RBL1","protein_coding","-","chr20",59.6874000373894,58.8628143494767,45.9786820447355,91.3617783314912,74.6710418041571,131.356097918044,0.568920444103187,0.107822018000425,0.130250786084826,60.1123746287606,93.8602301996707,76.9863024142157
"ENSG00000081189","MEF2C","protein_coding","-","chr5",63.5800565615669,5.88628143494767,41.6681806030415,2.32275707622435,52.8919879446113,5.64972464163631,-3.37660029446834,5.93845820184317e-13,5.58087362194724e-12,52.7134083697399,4.61958771760278,28.6664980436713
"ENSG00000081307","UBA5","protein_coding","+","chr3",14.2730739219844,37.933813691885,15.8051719528778,34.0671037846239,21.7790538595458,108.757199351499,1.63837877393932,0.000300952121702165,0.000478675440159585,17.285766578136,60.2527056093359,38.769236093736
