"ENSEMBL","SYMBOL","gene_type","strand","chrom","dBGLF5_Latent_c2-1","dBGLF5_Early_c2-1","dBGLF5_Latent_c2-2","dBGLF5_Early_c2-2","dBGLF5_Latent_c2-3","dBGLF5_Early_c2-3","log2FoldChange","pvalue","padj","dBGLF5_Latent_groupMean","dBGLF5_Early_groupMean","baseMean"
NA,"BGLF2",NA,"-","chrEBV",403.836743200466,56250.5057963032,208.733731132195,47837.0414346455,207.465104809526,51581.9698634562,7.53643980892115,2.09378185841454e-113,1.37631260826449e-110,273.345193047396,51889.8390314683,26081.5921122578
NA,"BGLF3",NA,"-","chrEBV",147.448149286436,21849.2368973664,69.1591498013832,14920.6090865629,116.108093653217,19213.6139609798,7.37077121944812,1.3275343572173e-102,5.6097808980697e-100,110.905130913679,18661.1533149697,9386.0292229417
NA,"BGLF3.5",NA,"-","chrEBV",101.192721477852,28700.6976358236,98.4747817040946,19561.0654202594,0,25637.1235043557,7.98188074986626,1.97881701263085e-08,4.21179400853539e-08,66.5558343939823,24632.9621868129,12349.7590106034
NA,"BGLF4",NA,"-","chrEBV",345.022182375385,62163.9682211057,280.194517021977,49197.178211732,270.427687634816,51436.8536468371,7.48367705939737,1.24755599236988e-152,7.38054125086022e-149,298.548129010726,54266.0000265583,27282.2740777845
NA,"BGLF5",NA,"-","chrEBV",949.514491651148,82510.3063722825,505.755228369538,70592.2075293509,491.78528203669,67739.0781488884,6.79370956882569,6.39550922289452e-94,2.0451801385213e-91,649.018334019125,73613.8640168406,37131.4411754298
NA,"BGRF1/BDRF1",NA,"+","chrEBV",33.7313535268047,7184.68411044586,29.3095157827722,5765.78848786847,43.1367649333216,7163.73871549378,7.55318678096476,3.65101777392706e-116,2.87992282007366e-113,35.3925447476328,6704.73710460271,3370.06482467517
NA,"BHLF1",NA,"-","chrEBV",8982.92898315293,1104447.62990382,9449.67052012918,621019.79493436,9017.58931839828,835400.598719938,6.51818694910687,1.0194693094192e-103,4.82494434761921e-101,9150.06294056013,853622.674519373,431386.368729966
NA,"BHRF1",NA,"+","chrEBV",3337.72385630213,46188.1341119908,3117.10884164448,48807.26963866,3598.58690883422,53472.2188829301,3.8547420039758,4.08125944282947e-48,7.66499392500925e-46,3351.13986892695,49489.207544527,26420.173706727
NA,"BILF1",NA,"-","chrEBV",47.2279388942833,4477.1999771992,26.9739650728553,2828.99855190648,13.2798626937647,5008.45779478387,7.04884031058012,1.77215372188553e-66,3.8123859704272e-64,29.1605888869678,4104.88544129652,2067.02301509174
NA,"BILF2-tPT2A-mScarlet-I",NA,"-","chrEBV",126.256155171325,28345.4521862829,72.697967132996,19728.3396550672,121.141477315169,22848.658390231,7.76942357599553,9.31976048632623e-126,1.00246732794738e-122,106.698533206496,23640.8167438603,11873.7576385334
NA,"BKRF2",NA,"+","chrEBV",347.921134291108,49410.2330731559,130.143665664028,36157.3462059279,230.641582378619,38890.5592167137,7.42513358467637,2.1066412500529e-93,6.39122545400665e-91,236.235460777918,41486.0461652658,20861.1408130219
NA,"BKRF3",NA,"+","chrEBV",837.533376073599,78301.9193435151,503.028029602334,70999.1018165737,481.254360618818,79080.9542570662,6.94202934805028,2.08262276142345e-110,1.23207962565812e-107,607.27192209825,76127.3251390517,38367.298530575
NA,"BKRF4",NA,"+","chrEBV",716.207935629909,78520.5295472311,388.357068878556,67429.0217357708,393.676545298447,70729.1966287026,7.14648474629364,2.26337199358816e-108,1.21728261036978e-105,499.413849935637,72226.2493039015,36362.8315769186
NA,"BLLF1",NA,"-","chrEBV",186.004368694142,51598.2721080582,38.6886004609174,32237.3834676444,121.114954892235,37188.3454581643,8.40502683910669,5.99086303803597e-83,1.44661002991922e-80,115.269308015765,40341.3336779556,20228.3014929857
NA,"BLLF2",NA,"-","chrEBV",96.4133927829869,14345.9451083614,79.8452000294944,13342.7381655329,66.5215710587386,13733.3478819996,7.38434915389788,3.52782638860415e-135,8.34824836599285e-132,80.9267212904067,13807.3437186313,6944.13521996087
NA,"BLLF3",NA,"-","chrEBV",161.940863053822,19259.7076526771,110.285536000597,16766.2634950442,119.592607966476,19129.765573447,7.11163133704773,2.20379966502875e-126,2.60753576366201e-123,130.606335673632,18385.2455737228,9257.92595469822
NA,"BLRF1",NA,"+","chrEBV",85.7903887907871,20895.2646827528,49.2771755809077,16126.3902609482,94.6794407372716,16417.8414207299,7.84069534114051,3.58809027897222e-124,3.53785701506661e-121,76.5823350363221,17813.1654548103,8944.87389492331
NA,"BLRF2",NA,"+","chrEBV",123.426011939451,20051.9577803138,44.6435154743701,17192.3310010201,53.2603528558908,14709.6326283101,7.82401871595852,4.38971737975381e-93,1.29847840093118e-90,73.7766267565705,17317.9738032147,8695.87521498563
NA,"BMRF1",NA,"+","chrEBV",3609.22791521086,166254.549701425,2601.43534180889,138430.745673549,3110.68151836442,199276.956032775,5.73510094021692,3.28085513388403e-86,8.62646176535909e-84,3107.11492512806,167987.417135916,85547.2660305222
NA,"BMRF2",NA,"+","chrEBV",1142.12378171227,58631.4134290568,832.612677377576,56465.4699106833,1191.73064454454,68860.4062490607,5.83086977153524,3.75487488441194e-92,1.08360194225273e-89,1055.48903454479,61319.0965296002,31187.2927820725
NA,"BNLF2a/b",NA,"-","chrEBV",1003.73109824365,26048.1705070767,732.902491204404,30483.9002720709,715.383153322486,27967.1333322975,5.0858674181074,3.37516760630341e-71,7.53490247505321e-69,817.338914256848,28166.4013704817,14491.8701423693
NA,"BNRF1",NA,"+","chrEBV",200.450480051362,33091.4530722107,111.353739178619,17955.7823497323,252.105683965201,25077.5598267909,7.0454812626777,5.3200156117926e-84,1.33928563231341e-81,187.969967731727,25374.931749578,12781.4508586548
NA,"BOLF1",NA,"-","chrEBV",23.1280900167663,5255.99697755827,7.03188619889019,2709.93256965781,63.0128252492494,7764.34870489245,7.36630578298008,4.27379755341249e-45,7.54739890328009e-43,31.057600488302,5243.42608403618,2637.24184226224
NA,"BORF1",NA,"+","chrEBV",505.94674855587,78813.6871217476,277.802705503436,44227.2937616467,839.267240972356,107826.48466422,7.10873208501852,1.03207275402106e-65,2.18062229028164e-63,541.005565010554,76955.8218492046,38748.4137071076
NA,"BORF2",NA,"+","chrEBV",734.363913903592,131770.795200087,521.664559359264,101623.658477232,1033.48595939375,168760.829216781,7.42922945980118,4.85420574609498e-107,2.39312343282483e-104,763.171477552202,134051.7609647,67407.466221126
NA,"BPLF1",NA,"-","chrEBV",61.6752033007805,11207.2197148037,16.4080482209031,5781.80136455693,11.6079687729992,11748.8740886858,8.22840033075309,2.12634488308771e-65,4.41384432573574e-63,29.8970734315609,9579.29838934881,4804.59773139018
NA,"BRLF1",NA,"-","chrEBV",432.713157722343,15345.3359020821,259.067692738987,10973.3222047428,213.988414824264,15342.0921001001,5.48107327608423,1.6991535194808e-59,3.29580072827816e-57,301.923088428531,13886.9167356417,7094.41991203511
NA,"BRRF1",NA,"+","chrEBV",240.967965286141,29887.300270357,120.814661287913,28849.6675978516,146.112554357876,31937.3762898942,7.45442639622999,7.00246579113746e-116,5.17832345254615e-113,169.298393643977,30224.7813860343,15197.0398898391
NA,"BRRF2",NA,"+","chrEBV",247.693210694613,32062.895864078,181.744442584146,26493.5088321443,233.98464698371,29914.2988868524,7.03732041302988,8.56934552031027e-133,1.68987493660519e-129,221.140766754156,29490.2345276916,14855.6876472229
NA,"BSLF1",NA,"-","chrEBV",778.671574429943,61889.6958258618,437.206717420541,45167.4176340685,539.035608456783,60354.5080134146,6.5454075132048,6.20871768238696e-95,2.09890136051436e-92,584.971300102422,55803.8738244483,28194.4225622754
NA,"BSRF1",NA,"+","chrEBV",30.8497184795051,4594.72693693562,19.9549491885103,3561.54252615357,48.2036790400959,4624.99244942056,7.00592024761686,9.85582288774679e-84,2.42946034182958e-81,33.0027822360371,4260.42063750325,2146.71170986964
NA,"BTRF1",NA,"+","chrEBV",26.022855719023,7064.55735535186,7.03592850672268,5563.88881681866,4.97911878158303,6275.12071391922,8.82288466388745,1.98807220222666e-87,5.34610688562407e-85,12.6793010024429,6301.18896202991,3156.93413151618
NA,"BVLF1",NA,"-","chrEBV",14.4575630818882,3315.58859705603,1.17279105461216,2202.72041275169,1.66000465273695,3325.72157331365,8.7814852871064,7.46026152152572e-62,1.49609854784224e-59,5.76345292974576,2948.01019437379,1476.88682365177
NA,"BVRF1",NA,"+","chrEBV",0,1500.00490949574,3.51741356538346,1007.64831883808,11.6151315232448,1394.76906254209,8.17207232820883,8.30844774910218e-46,1.53602427761527e-43,5.04418169620943,1300.80743029197,652.92580599409
NA,"BVRF2",NA,"+","chrEBV",13.492676003272,2417.26889282735,10.5518450971095,2003.32832107412,16.5920831549414,2343.33978112172,7.3615738060947,8.83897407708147e-80,2.09165482560056e-77,13.5455347517743,2254.64566500773,1134.09559987975
NA,"BXLF2",NA,"-","chrEBV",77.0994224243757,36761.6934466892,14.0679757188072,26328.2622630666,46.4519559858445,30752.868501853,9.36551243197015,2.36896810677909e-103,1.0381344681263e-100,45.8731180430091,31280.9414038696,15663.4072609563
NA,"BXRF1",NA,"+","chrEBV",12.5286961358887,1628.23331863291,0,1000.54482270007,13.2722483424015,1358.03149874233,7.01144604810695,3.56169343239715e-13,1.77215965904639e-12,8.60031482609671,1328.93654669177,668.768430758934
NA,"BZLF1",NA,"-","chrEBV",1284.94959538003,11795.5704970967,960.961980099693,11262.7903834357,1066.48592269339,11673.0305738813,3.35293546952106,1.04426309648346e-34,1.71607235522115e-32,1104.13249939104,11577.1304848046,6340.63149209781
NA,"BZLF2",NA,"-","chrEBV",21.2108110031231,5896.57207914806,16.4388938096985,2982.28984056855,9.97805221345568,4699.03520235148,8.07261781357044,5.50920373085345e-85,1.41706301181431e-82,15.8759190087591,4525.96570735603,2270.92081318239
NA,"EBER1",NA,"+","chrEBV",13.5993052073352,7.19864244525529,1.1411654990508,8.55314178647062,0,0.834561559584036,0.0413259069500098,0.934531861207031,0.939534453377653,4.91349023546199,5.52878193043665,5.22113608294932
NA,"EBER2",NA,"+","chrEBV",20.4019915445628,5.58872655222626,1.14539657103993,4.67928102301675,1.73318194238518,3.33091837163371,-0.318063007687253,0.532063395766343,0.551403529710727,7.7601900193293,4.53297531562557,6.14658266747744
NA,"EBNA1",NA,"+","chrEBV",359.890815148091,9542.04627092987,195.366135128461,5611.15954588569,447.831555377277,10162.0892324591,4.60897358224925,1.40093375901361e-36,2.36797831952129e-34,334.362835217943,8438.43168309156,4386.39725915475
NA,"EBNA2",NA,"+","chrEBV",1721.19727060529,2679.90512759997,1088.97652913457,1575.05471754062,3095.16701420592,3162.57831830389,0.287411012901699,0.412382172627326,0.431911646147342,1968.44693798193,2472.51272114816,2220.47982956504
NA,"EBNA3A",NA,"+","chrEBV",216.831890548006,16128.166161361,151.202323695821,11236.4450439631,351.605511348957,15031.8172284883,5.84667067665848,5.44673939764373e-63,1.11113483711932e-60,239.879908530928,14132.1428112708,7186.01135990086
NA,"EBNA3B",NA,"+","chrEBV",316.086902013281,2211.244069965,192.212156317061,1218.1243395253,580.415200647782,1998.66714627134,2.22145119084732,1.06831590423649e-08,2.3565089073315e-08,362.904752992708,1809.34518525388,1086.12496912329
NA,"EBNA3C",NA,"+","chrEBV",518.467476140581,1009.23163357556,310.605452202761,735.324408999066,550.616613644465,913.650287592828,0.880282434476416,0.00437642526280084,0.00536710859343487,459.896513995936,886.068776722485,672.982645359211
"ENSG00000000419","DPM1","protein_coding","-","chr20",1542.23268466032,193.749075343225,1686.35172926616,284.264298147743,1560.7646127203,350.160774989466,-2.47034836613291,1.50496863962064e-15,1.38358888453701e-14,1596.44967554893,276.058049493478,936.253862521203
"ENSG00000000457","SCYL3","protein_coding","-","chr1",512.606205502399,92.8002531464923,668.407003845308,88.0308528075133,785.450083799407,160.17549217996,-2.44891178797707,2.10947960265443e-12,8.94600812136461e-12,655.487764382371,113.668866044655,384.578315213513
"ENSG00000000460","FIRRM","protein_coding","+","chr1",659.084180998036,116.432277446669,722.128460534522,201.818514120133,793.828695195992,254.040501738296,-1.84251484764241,5.07437832998852e-08,1.02597478469624e-07,725.013778909517,190.763764435033,457.888771672275
"ENSG00000000938","FGR","protein_coding","-","chr1",790.633916112687,104.88930013883,757.453533273537,128.916249292686,1308.2714522084,258.618260025847,-2.43863733661164,1.88372868684329e-10,5.5125879528401e-10,952.119633864874,164.141269819121,558.130451841998
"ENSG00000001036","FUCA2","protein_coding","-","chr6",502.494792616281,71.1282360796518,432.414832524434,77.2503790955923,429.116996742471,123.049651417296,-2.25298871597336,2.75932666613458e-11,9.39520952912354e-11,454.675540627728,90.47608886418,272.575814745954
"ENSG00000001084","GCLC","protein_coding","-","chr6",499.658085109835,77.1089073139203,535.817570510685,94.7989214216204,618.689626230182,108.337886045002,-2.49329171068519,3.40539042392145e-15,2.82358650986956e-14,551.388427283567,93.415238260181,322.401832771874
"ENSG00000001167","NFYA","protein_coding","+","chr6",709.797136831288,426.004934852153,741.855556270343,480.947555121309,859.273619128561,611.034795861141,-0.561731403866142,0.0456056707062452,0.0514645966424696,770.308770743397,505.995761944868,638.152266344132
"ENSG00000001460","STPG1","protein_coding","-","chr1",31.104787139674,43.8078191780338,24.7238246247458,51.0259813653528,19.1152028517159,55.3799341747535,0.827423156126755,0.0606595454883478,0.06784419531318,24.9812715387119,50.0712449060467,37.5262582223793
"ENSG00000001461","NIPAL3","protein_coding","+","chr1",508.543647616129,68.8644598936095,569.335863281652,65.3941135306293,804.003755281336,138.542394393572,-2.69863478192324,5.3757783906049e-13,2.56787282671123e-12,627.294422059705,90.9336559392703,359.114038999488
"ENSG00000001497","LAS1L","protein_coding","-","chrX",1154.72004085088,454.504637979035,1293.35264585944,419.755663988228,1774.72701108547,576.134923469185,-1.47189100317729,8.44607117002524e-07,1.46702751150527e-06,1407.59989926526,483.465075145482,945.532487205373
"ENSG00000001561","ENPP4","protein_coding","+","chr6",536.780251343354,40.1493656710326,532.141803105276,72.4043776452811,504.194003851937,87.6527529506094,-2.90095999233563,3.30106406556525e-16,3.71628829912161e-15,524.372019433522,66.735498755641,295.553759094582
"ENSG00000001626","CFTR","protein_coding","+","chr7",0,345.408835414388,1.07342469066303,39.6188057145722,1.40049399944325,61.103513114826,7.12554934266516,6.51250246600595e-12,2.49332210296876e-11,0.824639563368757,148.710384747929,74.7675121556488
"ENSG00000001629","ANKIB1","protein_coding","+","chr7",1841.72179396828,438.320446306773,2016.92176499376,461.194189150521,3451.02079154542,690.958342702364,-2.11894691885038,2.53045156670884e-10,7.25473780889242e-10,2436.55478350249,530.157659386553,1483.35622144452
"ENSG00000001630","CYP51A1","protein_coding","-","chr7",4331.80860456832,186.434480474719,3502.62998485746,371.500763167089,3147.69151157204,363.93781911474,-3.5165457339955,6.92495637879532e-26,9.00396526086882e-24,3660.71003366594,307.291020918849,1984.0005272924
"ENSG00000001631","KRIT1","protein_coding","-","chr7",1273.35120122708,290.861572969191,1381.89816873156,379.883567951021,1946.40989912651,529.709817112261,-1.86066927763894,8.8578151101087e-09,1.97336976808146e-08,1533.88642302838,400.151652677491,967.019037852937
"ENSG00000002016","RAD52","protein_coding","-","chr12",200.532820067709,41.5969920043255,234.780947646988,28.4731034336493,305.196268172195,73.4036442851502,-2.25486742825146,2.98597399984871e-08,6.22007823348766e-08,246.836678628964,47.8245799077083,147.330629268336
"ENSG00000002330","BAD","protein_coding","-","chr11",256.472082594071,99.0056189356456,200.971761260954,104.2449385533,286.741023636014,134.723982232649,-1.05406074929602,0.00128709123181918,0.00164494096509878,248.061622497013,112.658179907198,180.359901202106
"ENSG00000002549","LAP3","protein_coding","+","chr4",5435.31932691442,494.100295672716,5668.50135623333,706.401300371199,6112.68002378541,1024.03958694655,-2.89120630462641,1.50740303811272e-19,4.9681316843871e-18,5738.83356897772,741.513727663488,3240.17364832061
"ENSG00000002586","CD99","protein_coding","+","chrX",1016.81129209003,137.882404626271,1095.39971934383,182.879025691224,1234.23282272566,284.308838155836,-2.39452748656996,5.66828767242521e-13,2.69167485976576e-12,1115.48127805317,201.69008949111,658.585683772142
"ENSG00000002726","AOC1","protein_coding","+","chr7",392.548184127828,10.6448150030558,482.646442631267,74.2621409392265,803.385755591098,117.977791130949,-2.86865508374468,5.24289906027813e-08,1.05841975228136e-07,559.526794116731,67.6282490244103,313.577521570571
"ENSG00000002822","MAD1L1","protein_coding","-","chr7",197.049030531871,52.8274778270832,208.846345252914,83.8736644311718,274.692691622755,97.0421046674431,-1.43411099442263,7.12216369813861e-05,0.000101676448933851,226.862689135847,77.9144156418994,152.388552388873
"ENSG00000002834","LASP1","protein_coding","+","chr17",4499.46931074513,479.181201736866,5029.1032183614,645.852006155091,7071.45466689028,1082.57227049335,-2.8373912967229,4.04879208526566e-16,4.43978757672505e-15,5533.34239866561,735.868492795104,3134.60544573036
"ENSG00000002919","SNX11","protein_coding","+","chr17",988.539014632326,188.372279357706,1272.83086484335,262.362224107565,1573.32042011968,397.378942260743,-2.09338228499613,9.86604702804170e-10,2.54808049407352e-09,1278.23009986512,282.704481908672,780.467290886896
"ENSG00000002933","TMEM176A","protein_coding","+","chr7",255.795416675133,7.41216377177102,482.510896869665,48.1951609087512,648.570400837765,74.1175625098778,-3.24765649519948,9.9690908163089e-10,2.57205151632287e-09,462.292238127521,43.2416290634667,252.766933595494
"ENSG00000003056","M6PR","protein_coding","-","chr12",3618.74468843069,370.745423560194,3757.22948240488,633.971732424778,4305.78756964069,862.720905441709,-2.57433753270198,1.38721058793487e-14,9.84611618263072e-14,3893.92058015876,622.479353808894,2258.19996698383
"ENSG00000003147","ICA1","protein_coding","-","chr7",46.7832966902987,8.69424069540064,55.7916520010599,36.8280553603062,89.1140399984259,13.7825734403326,-1.46049503155251,0.00493779113976267,0.00603428473101341,63.8963295632615,19.7682898320131,41.8323096976373
"ENSG00000003249","DBNDD1","protein_coding","-","chr16",63.4545013558245,15.2383968530078,60.4927230832167,11.588023946721,94.1841427549015,20.0953816665173,-2.02973502344757,2.83521802212568e-05,4.18022425393035e-05,72.7104557313142,15.640600822082,44.1755282766981
"ENSG00000003393","ALS2","protein_coding","-","chr2",608.208327296102,1194.30869462759,712.341431574062,1215.60680199776,870.049003650801,1504.77028052915,0.787076451750301,0.00500121199286971,0.00610800374686564,730.199587506988,1304.8952590515,1017.54742327924
"ENSG00000003400","CASP10","protein_coding","+","chr2",846.03495198749,79.8179681373439,1166.30466038259,111.342918422949,1423.10921255033,225.757579229163,-2.95449590508723,3.62477094733189e-14,2.30955836026708e-13,1145.1496083068,138.972821929819,642.061215118311
"ENSG00000003402","CFLAR","protein_coding","+","chr2",6676.03435541159,844.105710455278,9315.31551309454,1312.95199502027,12736.2064520056,2256.37125787731,-2.61023439103558,2.91045939847345e-12,1.19322784486271e-11,9575.85210683724,1471.14298778429,5523.49754731076
"ENSG00000003436","TFPI","protein_coding","-","chr2",37.4158525041924,7.05687046860272,58.6742990423982,12.6786466232048,85.1069847116515,15.8154432012167,-2.10772769386355,9.65227900349327e-05,0.000136121293408024,60.399045419414,11.8503200976747,36.1246827585444
"ENSG00000003509","NDUFAF7","protein_coding","+","chr2",530.046557393992,238.393880758961,555.215649864455,197.260864622075,568.348132304505,313.25646026635,-1.07382284792992,0.000340564547236816,0.000456659080111742,551.203446520984,249.637068549129,400.420257535056
"ENSG00000003756","RBM5","protein_coding","+","chr3",3017.33667913867,746.56004129444,3194.46751261512,884.756011825048,5107.42058668551,1335.25296633828,-1.85088068600027,1.78962661133143e-08,3.83533093013466e-08,3773.07492614643,988.856339819257,2380.96563298285
"ENSG00000004059","ARF5","protein_coding","+","chr7",1100.1871769591,62.3472079163169,1188.24005766152,141.350991629752,1572.47125728862,241.97258899708,-3.01710417889078,1.71154303456165e-13,9.2049896295152e-13,1286.96616396975,148.556929514383,717.761546742065
"ENSG00000004139","SARM1","protein_coding","+","chr17",674.614613039052,284.953474347073,654.221645713723,273.413097417752,1048.9795953038,532.901833129057,-1.03190325398555,0.00230957782068319,0.00289510803838579,792.605284685526,363.756134964627,578.180709825076
"ENSG00000004142","POLDIP2","protein_coding","-","chr17",1988.47189407295,514.067894725204,2076.82970564646,490.737283726343,2389.90792156902,714.67609494046,-1.84771927046351,1.4431323107355e-10,4.34040200829242e-10,2151.73650709615,573.160424464002,1362.44846578007
"ENSG00000004455","AK2","protein_coding","-","chr1",5880.76354887465,954.45613992781,6367.57972863413,1214.90777034167,6307.46294345128,1604.70880444076,-2.23986844062253,1.7547050239974e-14,1.20777602349838e-13,6185.26874032002,1258.02423823675,3721.64648927838
"ENSG00000004468","CD38","protein_coding","+","chr4",747.165605121293,19.9456929653084,2512.00287887767,92.3476983828637,2992.38486184623,201.855796049267,-3.8734855191992,9.53948511160978e-06,1.47544036392898e-05,2083.85111528173,104.716395799146,1094.28375554044
