"ENSEMBL","SYMBOL","gene_type","strand","chrom","WT_Latent_c3-1","WT_Latent_c3-2","WT_Latent_c3-3","WT_Latent_c4-1","WT_Latent_c4-2","dBGLF5_Latent_c2-1","dBGLF5_Latent_c2-2","dBGLF5_Latent_c2-3","log2FoldChange","pvalue","padj","dBGLF5_Latent_groupMean","WT_Latent_groupMean","baseMean"
NA,"BHLF1",NA,"-","chrEBV",286.576429148794,249.670378373606,862.081865299768,1372.19154442009,701.294909730534,7570.75843373714,8035.16098298588,7635.89980798763,-3.34569210149324,0.999999929320569,1,7747.27307490355,694.363025394558,3339.20429396043
NA,"BHRF1",NA,"+","chrEBV",2617.03433519203,3371.36400934641,4305.81293805985,4713.02464222267,5537.58860455863,2810.64436203291,2648.28032491854,3044.63920560169,0.364675105362202,0.0285805689265934,0.0430676689951898,2834.52129751772,4108.96490587592,3631.04855274159
NA,"BILF1",NA,"-","chrEBV",5.48664929238974,22.5496249147227,12.3653502902347,2.23927603085863,0,39.7659438296885,22.9146688806837,11.2345125223351,-0.0684244869309856,0.671785974575648,0.726585092094383,24.6383750775691,8.52818010564115,14.5695032201141
NA,"BILF2-tPT2A-mScarlet-I",NA,"-","chrEBV",15.0858575080729,19.8371571741649,35.3303279947841,34.338559248863,43.1747583887685,106.353477421976,61.7842664310134,102.527494897564,-1.24544373038109,0.888524434221996,0.930241061655957,90.2217462501844,29.5533320629307,52.3039873831508
NA,"BKRF2",NA,"+","chrEBV",52.111818619054,48.6855611217006,75.0775129930115,94.0606869671987,234.193823217387,293.120327150266,110.622801915693,195.232034937788,-0.192473453358331,0.490903382680302,0.550057992059562,199.658388001249,100.82588058367,137.888070865262
NA,"BKRF3",NA,"+","chrEBV",111.087661868092,270.511123091698,194.316596657537,187.368279490954,17.27020832953,705.49172619054,427.502324466226,407.298513908311,-1.08668580577055,0.874417890672024,0.917770328680059,513.430854855026,156.110773887562,290.105804250361
NA,"BKRF4",NA,"+","chrEBV",96.0497180273759,240.097676693286,246.409190863782,144.033367513092,153.441394320695,602.490562037724,329.608822022806,332.735398396578,-0.998033925454557,0.74940617557791,0.799826611130512,421.611594152369,176.006269483646,268.108266234417
NA,"BLLF1",NA,"-","chrEBV",42.5098216042186,31.5517462555805,176.654321582185,137.362750769824,138.124482727084,156.731118797103,32.890585292003,102.536433346924,0.0134904671603611,0.0971625951859798,0.130131850113519,97.3860458120102,105.240624587779,102.295157546865
NA,"BLLF2",NA,"-","chrEBV",20.5934317587134,33.4362218140833,36.2084571588127,29.0965941136757,27.0492265996142,80.9751939786533,67.658121791229,56.1339333344108,-0.902258965294217,0.702871852525174,0.756576018528155,68.255749701431,29.2767862889799,43.8938975686491
NA,"BLLF3",NA,"-","chrEBV",35.6747113476032,79.4268814336903,54.7584816749625,46.2702860991599,29.1739257966268,136.236614112031,93.607887299113,101.085781886196,-0.758596273573208,0.646776418534749,0.703242456746198,110.310094432447,49.0608572704085,72.0293212061728
NA,"BLRF1",NA,"+","chrEBV",15.093338235011,23.4675949827959,33.5611703529655,61.1959374246156,92.926739941969,72.1712536771695,41.8242261295044,80.0257297710979,-0.0669578250303647,0.228093653412322,0.278068561959602,64.6737365259239,45.2489561874714,52.5332488143911
NA,"BLRF2",NA,"+","chrEBV",21.9714743409305,37.9816317801047,45.0429305610504,25.3632845607403,48.7251356414535,103.554151572448,37.789896055894,44.8965741723666,-0.163055203296149,0.356491676096052,0.413335451327768,62.0802072669028,35.8168913768559,45.6656348356235
NA,"BMRF1",NA,"+","chrEBV",479.937676871404,960.927377936606,685.421022021253,745.053630339723,529.807979239279,3041.41191553638,2211.72162650343,2633.69106372203,-1.88182549912822,0.999906405913607,1,2628.94153525394,680.229537281653,1410.99653652126
NA,"BMRF2",NA,"+","chrEBV",178.305373753318,284.992278787554,299.420521586372,232.892299375769,220.240024594723,961.823356813406,707.427041674766,1008.34371927939,-1.810684802024,0.999858712122053,1,892.531372589188,243.170099619547,486.680576983163
NA,"BNLF2a/b",NA,"-","chrEBV",480.585972757948,649.979283909162,423.027142980176,423.727663245942,335.541812873558,842.570638115019,620.71413004786,603.359277997839,-0.387139359287514,0.0503830957298248,0.0716751700451974,688.881348720239,462.572375153357,547.438240240938
NA,"BNRF1",NA,"+","chrEBV",126.137553660207,109.943721704037,135.143477957544,146.334133668065,175.829754823061,168.977581770796,94.707263473299,213.52708598182,-0.06794217043686,0.00948199108179952,0.0161392366377765,159.070643741972,138.677728362583,146.325071629854
NA,"BORF1",NA,"+","chrEBV",179.611221419,167.623517061818,111.294439613561,285.200253684944,403.449005594736,426.49293184095,236.265327715152,710.813465501896,-0.368375481014745,0.49632865206109,0.555286652301145,457.857241685999,229.435687474812,315.093770304007
NA,"BORF2",NA,"+","chrEBV",133.005256577905,187.480661419722,167.823166233328,308.331375190315,239.522684801735,618.906468170986,443.569340032273,875.118007306676,-1.48663872998887,0.968277065914203,0.997678191397428,645.864605169979,207.232628844601,371.719619966618
NA,"BRLF1",NA,"-","chrEBV",133.002698164934,259.578429707348,189.905644841382,165.739170801769,117.598513151638,364.700312101479,220.295580313407,181.206862668117,-0.220773003655071,0.117405415550107,0.154139867651128,255.400918361001,173.164891333414,204.003401468759
NA,"BRRF1",NA,"+","chrEBV",45.2703815841876,65.8613035866403,39.7451223265482,71.6520922283782,96.1235980037925,202.828954601513,102.599861740366,123.568143216474,-0.7779594152956,0.65080344747642,0.707030063066672,142.998986519451,63.7304995459094,93.4561821609875
NA,"BRRF2",NA,"+","chrEBV",57.6004250214662,51.396049176937,84.7928109884498,128.396499018654,135.999857005005,208.648704774531,154.461135561693,198.032877596118,-0.605196173031871,0.52527626990441,0.584044951255668,187.047572644114,91.6371282421024,127.416044892857
NA,"BSLF1",NA,"-","chrEBV",75.4078705725423,110.843553000693,101.578511092735,100.045087346193,92.7678589669269,656.422162562491,371.853808391122,456.556695225463,-2.29663895146909,0.999999659811348,1,494.944222059692,96.1285761958181,245.684443394771
NA,"BSRF1",NA,"+","chrEBV",10.9808838690552,22.5809995959657,15.0136784484918,34.322688730867,62.7208011019298,25.9272213966042,16.9204492778536,40.7036450979582,0.00789245455843567,0.102532327918611,0.136511539058703,27.8504385908053,29.1238103492619,28.6462959398407
NA,"BTRF1",NA,"+","chrEBV",9.6007991472079,16.2328426574775,23.8477378260326,17.9150545054514,23.749964951427,21.9163621779765,5.97848888158167,4.21322204313172,0.0628630431740284,0.376695864988341,0.434010283576272,10.70269103423,18.2692798175193,15.4318090237858
NA,"BZLF1",NA,"-","chrEBV",477.521257299589,840.388036419943,572.303489200006,322.39071280662,270.163740780597,1080.83170720308,815.520125732541,901.312632048413,-0.586248011491271,0.401098368112007,0.459053533628631,932.554821661346,496.553447301351,660.053962686349
NA,"BZLF2",NA,"-","chrEBV",5.49150901051389,0.903662677818316,73.3014460870465,47.7481554964631,34.6222374955637,17.8147477325576,13.9300118481018,8.42008587288767,0.0550616058902393,0.597265029712637,0.654698661315154,13.388281817849,32.4134021534811,25.2789820276191
NA,"EBER1",NA,"+","chrEBV",1.31500937609749,1.86287682342648,5.29550692165372,0,5.22016831332482,11.3594066284071,0.961709822246705,0,-0.0104877779669668,0.419309770122885,0.477561968949179,4.10703881688461,2.7387122869005,3.25183473564454
NA,"EBER2",NA,"+","chrEBV",3.95918431378787,0,2.64878666295819,3.87756253018807,12.5795292370697,17.0250937904148,0.964338091125249,1.4531466710129,-0.0126118885881128,0.379995592712347,0.437252644376199,6.48085951751766,4.61301254880076,5.3134551620696
NA,"EBNA1",NA,"+","chrEBV",343.432857884368,360.10172227098,392.75561483697,816.123335774716,825.84667618406,295.612732471639,161.904213384561,369.585913874288,0.513713309073383,0.49263515097635,0.551681625452471,275.700953243496,547.652041390219,445.670383335198
NA,"EBNA2",NA,"+","chrEBV",2876.6002497411,2911.0435214763,2533.26429713127,4918.51184535394,5715.51065311455,1450.79470035081,926.083879259357,2621.24579032596,0.914397560100716,0.691028779762096,0.745404397371682,1666.04145664538,3790.98611336343,2994.13186709416
NA,"EBNA3A",NA,"+","chrEBV",282.431898808526,335.22242167326,251.7386201506,552.492928377398,631.013378215685,182.798247989827,128.606770078709,297.819336932148,0.581106721566004,0.518896793966356,0.577664964526828,203.074785000228,410.579849445094,332.765450278269
NA,"EBNA3B",NA,"+","chrEBV",452.412738424416,544.220387076732,363.91971640594,913.135698443148,939.387057667372,266.516410006746,163.513945777084,491.704947746893,0.577615433777122,0.562265245652647,0.620692053828905,307.245101176907,642.615119603522,516.851362693541
NA,"EBNA3C",NA,"+","chrEBV",588.165209333864,777.66360334695,721.651694697818,1176.66718570471,1241.50415467946,437.101592023965,264.196121856677,466.399984546352,1.03702036523489,0.747979835285717,0.798522700318246,389.232566142332,901.130369552561,709.168693273725
"ENSG00000000419","DPM1","protein_coding","-","chr20",1285.90564401561,1346.24951792423,1344.59664453935,1108.85268162387,1245.10211263351,1239.37265951529,1367.27749007005,1260.19503464237,-0.0205223106585217,1.11663452038816e-14,1.02932601025073e-12,1288.94839474257,1266.14132014731,1274.69397312054
"ENSG00000000457","SCYL3","protein_coding","-","chr1",735.097193401689,319.837479448066,485.533066204298,678.898697737937,668.332702201035,393.486980351569,517.659266698064,605.777925952961,0.0774585647421467,0.00440072736330448,0.00821679668934697,505.641391000864,577.539827798605,550.577913999452
"ENSG00000000460","FIRRM","protein_coding","+","chr1",713.284165833732,653.801180987625,626.569928321994,631.870962857639,683.51113461636,552.774294085945,611.051627950909,668.932181992088,0.0899486141302423,1.80254774636831e-10,4.25452146506729e-09,610.919368009647,661.80747452347,642.724434580786
"ENSG00000000938","FGR","protein_coding","-","chr1",597.797388694066,1887.0029726043,1629.24641889601,1339.11844635837,1231.33213278742,690.044981041799,666.982516295159,1147.22386184003,0.314898530708249,0.184466876069538,0.230622994248834,834.750453058996,1336.89947186803,1148.59358981464
"ENSG00000001036","FUCA2","protein_coding","-","chr6",712.386345750654,568.103922743647,610.322188310175,525.043970243796,526.519692334212,423.942660341521,368.071872820889,363.747165586576,0.52254045903785,0.0144957448516063,0.0234751258787875,385.253899582995,588.475223876497,512.267227266434
"ENSG00000001084","GCLC","protein_coding","-","chr6",448.725518475475,446.804993945423,342.234505860051,358.469647194861,388.036459362423,447.817399615787,484.508598178642,557.120609458691,-0.231521361517574,0.000134129630192188,0.000389544922019337,496.482202417707,396.854224967647,434.214716511419
"ENSG00000001167","NFYA","protein_coding","+","chr6",1110.390922864,774.678078217106,719.768287306277,983.907562886626,925.356911725579,790.974172284476,834.072699760414,962.072684050451,0.0412461770470875,8.9290007310613e-07,5.52454916588594e-06,862.373185365114,902.820352599918,887.652664886866
"ENSG00000001461","NIPAL3","protein_coding","+","chr1",388.597212217965,319.43084430168,309.516582211582,527.767014753859,429.237537282218,435.397228254166,491.793133620018,691.61411694312,-0.256773833633144,0.0186676342432225,0.0294411954850338,539.601492939101,394.909838153461,449.169208698076
"ENSG00000001497","LAS1L","protein_coding","-","chrX",1322.02016189764,1282.63595742792,1087.00608675609,1106.04391872251,997.405156261808,974.89433952899,1101.67702997791,1505.43063871055,-0.0252499338434481,5.63355434942545e-07,3.71560680387176e-06,1194.00066940582,1159.02225621319,1172.13916116043
"ENSG00000001561","ENPP4","protein_coding","+","chr6",615.595026817776,321.70876438391,378.93261282399,492.015981370891,662.301869536147,452.521711414639,452.61272686006,427.060017957062,0.0685885186386812,0.0011867575808732,0.00258481320916886,444.06481874392,494.110850986543,475.343588895559
"ENSG00000001629","ANKIB1","protein_coding","+","chr7",2554.8210263355,1513.03032209178,1734.29623311957,2539.5902811747,2553.90749378748,1530.82250698137,1691.40012042907,2882.01829376819,0.0456443661809098,0.000655258707733606,0.00154441588311603,2034.74697372621,2179.12907130181,2124.98578471096
"ENSG00000001630","CYP51A1","protein_coding","-","chr7",2988.72692413197,3640.08207293758,4010.73425842411,4188.08668854924,5168.46373210005,3778.23468275383,3082.26819582268,2758.41864390465,0.208187506011709,0.000473076008358967,0.00116473203572207,3206.30717416039,3999.21873522859,3701.87689982801
"ENSG00000001631","KRIT1","protein_coding","-","chr7",1518.05985811163,1210.46616700089,1162.79171104217,1072.89210408773,1611.31554241238,1088.98746710941,1192.35949301693,1672.46612395853,-0.00113626779771576,3.06184800423921e-06,1.58606436219595e-05,1317.93769469496,1315.10507653096,1316.16730834246
"ENSG00000002016","RAD52","protein_coding","-","chr12",244.157097319959,110.986888667758,116.453111693631,197.446669313031,204.299392850928,152.70414464543,180.378473707323,233.503249234763,-0.0369219818180922,0.00710953099802067,0.0125245159844242,188.861955862505,174.668631969061,179.991128429103
"ENSG00000002330","BAD","protein_coding","-","chr11",280.734548821301,279.376569102852,220.008896824813,224.816549661736,134.994826338141,215.097932284557,170.054319939646,241.620798038485,0.0503466630736082,0.00228000076169183,0.00458231226045087,208.924350087563,227.986278149769,220.838055126441
"ENSG00000002549","LAP3","protein_coding","+","chr4",4795.87692619267,4292.91389980022,4094.99167107866,6077.47975674531,5395.69535373948,4591.45735617611,4831.14685294459,5188.06608614383,0.0127696160186665,2.42617619392743e-09,3.79809896470026e-08,4870.22343175484,4931.39152151127,4908.45348785261
"ENSG00000002586","CD99","protein_coding","+","chrX",2111.37417663132,1329.4008471211,1636.33994376836,1568.86361475741,1450.5955501742,881.245353134904,957.82374182868,1074.73629803937,0.650905917887307,0.0842171100841757,0.114310690754255,971.26846433432,1619.31482649048,1376.29744068192
"ENSG00000002726","AOC1","protein_coding","+","chr7",862.123306739878,450.961740915326,301.679115555004,20.9602310872981,44.1443487162558,338.789724533546,420.264648321794,696.642121823821,-0.0266333849372309,0.331418648785365,0.387294681705956,485.232164893054,335.973748602752,391.945654711615
"ENSG00000002822","MAD1L1","protein_coding","-","chr7",458.730639535753,339.438546531525,418.130030651259,277.019455063266,309.647599083327,205.006769609827,219.218535741224,287.137126942744,0.417084168094229,0.0607531017988542,0.084721448809909,237.120810764598,360.593254173026,314.291087894866
"ENSG00000002834","LASP1","protein_coding","+","chr17",4863.42029052009,3920.59937517033,3869.25687056824,4628.18579572114,3953.08580309582,3907.59527362907,4406.51572258152,6170.28734334417,-0.121692182674544,7.03092685711861e-06,3.19903073129761e-05,4828.13277985159,4246.90962701512,4464.8683093288
"ENSG00000002919","SNX11","protein_coding","+","chr17",1940.79462849269,1137.57368124812,1277.12026334135,1563.52265150131,1402.80900338909,789.811874484382,1026.02285681266,1262.97679116575,0.354116070053047,0.0193765431900316,0.0304484820302953,1026.2705074876,1464.36404559451,1300.07896880442
"ENSG00000002933","TMEM176A","protein_coding","+","chr7",615.204714928313,411.621878893436,224.436515622175,13.2809265496168,9.91395817451381,208.680548508415,397.148411591313,531.611884839357,-0.0226627663555586,0.364042500946633,0.421130984049627,379.146948313029,254.891598833611,301.487354888393
"ENSG00000003056","M6PR","protein_coding","-","chr12",4484.3636642262,3649.19039051573,3878.10212064276,3581.8303339851,3737.86122866494,3284.07780580729,3440.16845191776,3926.05554607848,0.0973679939947705,1.95954090336587e-11,6.33711197671387e-10,3550.10060126784,3866.26954760695,3747.70619272978
"ENSG00000003147","ICA1","protein_coding","-","chr7",61.937852030595,126.249029015553,122.358199544163,38.7682892085623,27.5165323245367,43.4861172919938,52.3221432010962,83.2250930962003,0.0473828848581078,0.135766576667576,0.175645851812058,59.6777845297634,75.365980424682,69.4829069640876
"ENSG00000003249","DBNDD1","protein_coding","-","chr16",18.5478116449566,40.5628163704624,70.0211758251439,13.3485929677222,20.0387079733607,50.285429054167,48.3659087608192,74.9904327074039,-0.115483762523715,0.395483888229125,0.453115079222779,57.88059017413,32.5038209563292,42.0201094130045
"ENSG00000003393","ALS2","protein_coding","-","chr2",963.851443434493,663.164362522911,641.582956147076,556.177307887041,554.012258621847,514.886994451884,608.421087443831,740.033909124323,0.0617985253103864,0.000187237290795506,0.000518936307609609,621.113997006679,675.757665722674,655.266289954176
"ENSG00000003400","CASP10","protein_coding","+","chr2",1106.07409099593,829.611988991294,894.403194114191,341.873659327231,344.794459500249,695.263449074489,967.006954399193,1175.02652166662,-0.123067980761844,0.0843818131264109,0.11451494172386,945.765641713433,703.351478585778,794.256789758649
"ENSG00000003402","CFLAR","protein_coding","+","chr2",10333.5242943289,7764.97899820174,7998.09227852531,5288.00581603342,5936.63038769376,5066.92302611873,7133.12453300688,9712.12313678839,0.0147714642954325,0.000206968965922083,0.000568509076501602,7304.056898638,7464.24635495663,7404.17530883715
"ENSG00000003436","TFPI","protein_coding","-","chr2",0,0.686052849512531,0,0,4.23469118309466,33.2960468894389,52.6794743348335,76.0940289806995,-6.40352205272309,0.999999231510848,1,54.0231834016573,0.984148806521437,20.8737867796974
"ENSG00000003509","NDUFAF7","protein_coding","+","chr2",438.015175782788,524.501740157893,389.696340581916,328.583201504536,430.501303512534,484.041501259839,511.548450252973,521.472444064958,-0.171261290478074,0.000113969781802331,0.00033846885732113,505.68746519259,422.259552307933,453.545019639679
"ENSG00000003756","RBM5","protein_coding","+","chr3",5406.74628558517,3057.68435047743,2678.69703856088,3815.6087463231,4456.45751616647,3068.75813835551,3277.88609509024,5219.01875643258,0.00470348287276833,0.00018011651512582,0.000502771588597514,3855.22099662611,3883.03878742261,3872.60711587392
"ENSG00000003989","SLC7A2","protein_coding","+","chr8",469.220203684197,175.822690349154,170.092761998045,0,2.03317657840713,22.9762516343709,41.7725118687522,67.5090185677806,0.0306087160020896,0.697232911965919,0.750851412049031,44.0859273569679,163.433766521961,118.678326835088
"ENSG00000004059","ARF5","protein_coding","+","chr7",1355.39736707325,1244.16896627394,1240.90440901428,1132.02427425564,963.411800165802,930.61864479724,1014.0651383759,1336.39927774589,0.0771282521929543,1.5636106992373e-06,8.91197198440654e-06,1093.69435363968,1187.18136335658,1152.12373471274
"ENSG00000004139","SARM1","protein_coding","+","chr17",823.301345892467,559.953489421527,591.075910960231,515.421887844666,441.726470510156,466.389885634909,456.325545355942,728.632880541908,0.0427718669563116,0.000420956482319751,0.00105234626062723,550.449437177586,586.295820925809,572.853427020226
"ENSG00000004142","POLDIP2","protein_coding","-","chr17",2229.71969068907,1869.93073853862,1547.51477981263,2076.6140065856,1771.01691462777,1644.86507237077,1733.27790970629,1986.27939105902,0.0607914731338124,1.81678141865256e-08,1.99148502510913e-07,1788.14079104536,1898.95922605074,1857.40231292372
"ENSG00000004399","PLXND1","protein_coding","-","chr3",74.8698090873452,33.644343087108,31.3887799346486,0.154119113213305,4.2972460552328,28.957700608433,29.4794750590749,24.3303163217565,0.00332048306212427,0.226703624280809,0.276517954725508,27.5891639964215,28.8708594555096,28.3902236583515
"ENSG00000004455","AK2","protein_coding","-","chr1",5142.55345090264,6162.82083368141,6134.68001717306,4622.44667316646,4115.56134678607,5138.60710835808,5613.61443280385,5537.51287623875,-0.035140841224034,2.36307034239453e-08,2.49904828350612e-07,5429.91147246689,5235.61246434193,5308.47459238879
"ENSG00000004468","CD38","protein_coding","+","chr4",297.298902319174,538.179332756366,650.648328501638,821.819931009436,802.612175203728,732.51985028684,2484.72970741493,2947.59846330731,-1.47484250949483,0.949243731121506,0.982042803131802,2054.94934033636,622.111733958068,1159.42583634993
"ENSG00000004478","FKBP4","protein_coding","+","chr12",2160.1958081201,1664.19441874742,1623.65597448476,1369.40848061696,1294.04969894082,1109.67769589056,1121.8722937743,1261.70912221788,0.362197189667299,0.00472629328508835,0.00874932249976744,1164.41970396092,1622.30087618201,1450.5954365991
"ENSG00000004487","KDM1A","protein_coding","+","chr1",2186.8394646861,2236.16193621836,2152.9128200582,2137.81393783579,2017.2422285401,1633.01301847086,1813.95299687025,2253.75572641042,0.13714167369206,4.68294226830429e-09,6.41957905562509e-08,1900.24058058384,2146.19407746771,2053.96151613626
"ENSG00000004534","RBM6","protein_coding","+","chr3",2811.55312741143,2141.82848488154,2205.93486757485,2941.84608392716,3466.5960946836,2489.45572855792,3007.96618198793,4410.20631222971,-0.156543761168166,0.00164624515602111,0.00345572745948344,3302.54274092519,2713.55173169571,2934.42336015677
"ENSG00000004700","RECQL","protein_coding","-","chr12",3196.93507566711,2417.63826488797,2544.76260623958,3053.09470009216,3423.79798633119,2406.72866941579,2565.16149403813,2626.50034270521,0.154979616922959,3.77210686669167e-07,2.62971077373415e-06,2532.79683538638,2927.2457266436,2779.32739242214
"ENSG00000004766","VPS50","protein_coding","+","chr7",712.472180683998,529.941009486209,441.175285379625,556.830567115758,702.908622760692,512.371035713681,718.862099742061,718.206483516688,-0.0767271455145177,0.000126017370736924,0.000369467908644419,649.813206324143,588.665533085256,611.595910549839
"ENSG00000004777","ARHGAP33","protein_coding","+","chr19",205.181017262594,113.891275685066,130.85738324086,162.350148906808,189.000531767445,96.5082215958712,96.5579153325034,635.424682872833,-0.125164269953856,0.355723304586313,0.412513247501842,276.163606600402,160.256071372555,203.721397082997
"ENSG00000004779","NDUFAB1","protein_coding","-","chr16",1073.92962434316,1279.51629507493,1151.44142849923,936.631325924521,1013.97286789501,1055.187809279,1102.68083401719,1041.07132740404,0.0242670626893177,7.29364989703503e-11,1.94060816692248e-09,1066.31332356674,1091.09830834737,1081.80393905464
"ENSG00000004864","SLC25A13","protein_coding","-","chr7",905.143631465771,911.158345503225,1025.81177182983,568.949399240412,560.685795807237,643.741829921762,786.139151118756,900.996614338459,0.0154345027783387,0.000148076509476654,0.000424989383781119,776.959198459659,794.349788769296,787.828317403182
"ENSG00000004866","ST7","protein_coding","+","chr7",1192.92070356594,1171.53487431064,1143.8509846353,759.055978628732,881.151510796149,837.260504835116,958.915315583972,1046.64750439556,0.0714764540950411,1.25281861425676e-05,5.18809604425325e-05,947.607774938216,1029.70281038735,998.917172093926
