"ENSEMBL","SYMBOL","gene_type","strand","chrom","WT_Bulk_c3-1","WT_Latent_c3-1","WT_Bulk_c3-2","WT_Latent_c3-2","WT_Bulk_c3-3","WT_Latent_c3-3","WT_Bulk_c4-1","WT_Latent_c4-1","WT_Bulk_c4-2","WT_Latent_c4-2","log2FoldChange","pvalue","padj","WT_Latent_groupMean","WT_Bulk_groupMean","baseMean"
NA,"BDLF1",NA,"-","chrEBV",14826.6231761278,27.1333985054201,29567.1822468345,38.8504482845456,8166.29903848148,109.000368979694,7984.34902137335,100.224375643925,10002.7719663629,249.993017059719,6.93888803431247,5.31453951407234e-25,1.76755331838618e-22,105.040321694661,14109.445089836,7107.24270576533
NA,"BDLF2",NA,"-","chrEBV",9338.27660104814,15.0766322981941,17767.340913111,20.925265521895,4821.94736631325,96.3531458684824,4546.89078190525,77.4094318269114,4419.84477826096,100.965777915292,6.96341719473137,1.21152808394081e-41,9.78568540943051e-39,62.1460506861549,8178.86008812771,4120.50306940693
NA,"BDLF3",NA,"-","chrEBV",5068.45856091511,18.1165341646306,9236.59368414745,22.9699310753517,2795.82065078444,74.9696543891741,2553.15286922378,37.4840853709816,2676.82042300418,38.8362522209822,6.79474176045261,7.31584988836638e-56,2.06819076344118e-52,38.4752914442241,4466.16923761499,2252.32226452961
NA,"BDLF3.5",NA,"-","chrEBV",3288.88152974483,104.002118620599,4325.29200217422,206.175907412813,1362.36535492627,39.9009062757888,958.587976300477,96.964801550762,1311.31035235197,72.756580058666,4.3333126850242,6.36093992120649e-21,1.75437825924398e-18,103.960062783726,2249.28744309955,1176.62375294164
NA,"BdRF1",NA,"+","chrEBV",7173.59254257546,22.6286329697352,13881.0769715326,42.8899323806078,2396.97753879698,47.6981489773691,2711.87484508738,44.0018515174636,2888.40993444578,54.0623541606969,7.03860727524765,8.72157205393761e-53,1.97247073571853e-49,42.2561840011745,5810.38636648765,2926.32127524441
NA,"BFLF1",NA,"-","chrEBV",1081.07549654311,10.5525380851003,1186.3190166421,13.9477603916714,320.199199839252,28.2238151639433,403.681536118323,16.2966751311432,383.244719192746,32.8665426020835,4.95839649632572,2.6870621478241e-27,1.12538143583685e-24,20.3774662747883,674.903993667107,347.640729970947
NA,"BFLF2",NA,"-","chrEBV",2745.70337849893,63.354850573558,4467.14068343759,124.662677692516,1475.65391861584,90.5269828721663,853.445715183507,101.855921553414,940.676354034915,66.9804208005448,4.46566154835698,4.16516143966668e-26,1.47186392374221e-23,89.4761706984399,2096.52400995416,1093.0000903263
NA,"BFRF0.5",NA,"+","chrEBV",6152.71391708421,203.488798152154,5798.04453235809,197.221987948998,1706.78166632838,207.291937788659,1893.72143144003,272.153552439638,2121.53353111282,266.397638325049,3.87466092873534,2.95371458012686e-26,1.07743885393789e-23,229.3107829309,3534.55901566471,1881.9348992978
NA,"BFRF1",NA,"+","chrEBV",2967.42536498854,0,6329.82311862212,5.97670373152032,977.616916441828,0,817.346585900069,2.44449495101788,1307.09721537086,0,10.2434280324205,7.80740714000125e-23,2.32331999839827e-20,1.68423973650764,2479.86184026468,1240.7730400006
NA,"BFRF3",NA,"+","chrEBV",2413.53003869067,21.1378400072664,4647.72282477386,18.9780241134679,1010.31903401608,21.4207937061051,858.724400369898,21.1866267161528,992.892462491196,28.2491010109215,6.41964420445781,2.63211697393868e-45,3.30710874903318e-42,22.1944771107827,1984.63775206834,1003.41611458956
NA,"BGLF2",NA,"-","chrEBV",4425.98174274357,46.7511185588823,8635.4174857877,94.7073962655091,2094.50301354208,63.2673961857427,1832.29425509966,53.7796048604603,2055.19022309844,43.4608889398052,5.91597807748868,1.89363163492235e-44,1.94665332070017e-41,60.3932809620799,3808.67734405429,1934.53531250818
NA,"BGLF3",NA,"-","chrEBV",1546.18448225675,10.5505868442091,2420.13859940709,33.862768787962,721.984902365012,5.8391011246963,631.291616449378,22.8152255646994,853.266171788672,28.1621863612891,5.844762397043,5.5224887345957e-35,3.67342956534166e-32,20.2459737365712,1234.57315445338,627.409564094976
NA,"BGLF3.5",NA,"-","chrEBV",857.185172270737,13.5661414475868,1569.6954203627,0,457.415740477852,5.83923680415398,383.052642725547,0,453.35868221595,0,7.24375337121379,1.14800832004554e-10,2.23822035915085e-08,3.88107565034815,744.141531610557,374.011303630453
NA,"BGLF4",NA,"-","chrEBV",567.880744053967,3.01477015299328,823.80265645911,121.528709219648,665.49897719104,61.312405651281,293.125426678475,62.7420582856568,408.912956567926,41.0774243002848,3.03397523029022,1.1903902510306e-08,2.10327077478968e-06,57.9350735219728,551.844152190104,304.889612856038
NA,"BGLF5",NA,"-","chrEBV",532.797206516272,99.5211604545102,835.697129120552,128.573830556432,440.41406963555,120.690070705319,224.694098373261,103.484623692497,221.509319821627,93.9471471600028,1.90281996039397,3.72251868149695e-08,6.47603711544116e-06,109.243366513752,451.022364693452,280.132865603602
NA,"BGRF1/BDRF1",NA,"+","chrEBV",910.065109500889,10.5534657256126,1157.60721937262,9.96413568296082,380.300829718693,16.5454105284781,331.719627494652,26.0747439273386,404.757758265647,27.0016813226425,5.05418654110108,4.0611579986918e-30,2.18683688805747e-27,18.0278874374065,636.890108870501,327.458998153954
NA,"BHLF1",NA,"-","chrEBV",74844.0129818697,315.058325984401,128917.917590393,275.951454982023,21311.4618824714,949.86847989614,21718.7754378181,1497.66307001363,48171.110371596,762.929507023384,6.14414842023135,5.05872537955579e-22,1.46677093825684e-19,760.294167579916,58992.6556528297,29876.4749102048
NA,"BHRF1",NA,"+","chrEBV",8792.68640687471,2877.66271533081,9802.06346349546,3726.93046617228,5513.08002766624,4745.15169285728,6174.78783004867,5144.92522995434,8399.19028336353,6025.37926584489,0.603419201993083,0.00081899413573904,0.125151157931582,4504.00987403192,7736.36160228972,6120.18573816082
NA,"BILF1",NA,"-","chrEBV",446.835668126361,6.0331912241479,425.204691387404,24.928398964972,121.99636842628,13.6273304192124,115.903495584507,2.44453584059694,155.297945388268,0,4.49653567897462,1.88518920783988e-10,3.55295326037555e-08,9.40669128978585,253.047633782564,131.227162536175
NA,"BILF2-tPT2A-mScarlet-I",NA,"-","chrEBV",6986.04330864206,16.587048410957,10481.4662605664,21.9277322630521,2019.99031891639,38.9324068338398,2619.89594252716,37.4826310554252,2770.10556916735,46.9745099233353,7.20067310475084,4.78374854332452e-57,2.70473142639568e-53,32.3808656973219,4975.50027996388,2503.9405728306
NA,"BKRF2",NA,"+","chrEBV",6669.92926143586,57.2955534329026,11510.1224245813,53.814590954929,3286.44805019926,82.7292409730652,2594.12416894969,102.669565306693,3113.80318741593,254.796440588542,5.54027098881666,4.09721162229845e-31,2.31656345124755e-28,110.261078251226,5434.88541851641,2772.57324838382
NA,"BKRF3",NA,"+","chrEBV",1915.16354097373,122.142548048373,5341.31606111484,299.020836298544,1240.52190634131,214.129014371582,1228.59027681588,204.524861129886,1275.15740605901,18.7902239950346,3.4948231384413,1.01767394613446e-10,2.01892227769974e-08,171.721496768684,2200.14983826095,1185.93566751482
NA,"BKRF4",NA,"+","chrEBV",8546.34942001951,105.638863130764,16186.121113463,265.479356786147,4836.55791359851,271.612029082852,3889.54370618179,157.26773318174,3822.8428702772,166.994970691062,5.20399889187942,8.6810225248358e-38,6.54433351405621e-35,193.398590574513,7456.283004708,3824.84079764126
NA,"BLLF1",NA,"-","chrEBV",23925.6395021623,46.7368381189785,36545.4515209087,34.8745506536443,9666.28151901741,194.651961501304,10041.469259214,149.929783016393,12474.750662178,150.270572537899,7.26632794366223,2.44274315116464e-52,4.60375659222829e-49,115.292741165644,18530.7184926961,9323.00561693087
NA,"BLLF2",NA,"-","chrEBV",2809.37092713664,22.6574028834584,6174.84178335635,36.9839909773373,1320.99273896556,39.9260085070854,1578.35289736247,31.7813576698837,1860.52692867718,29.4489276770996,6.35926829841334,3.41145739348271e-56,1.28589200685008e-52,32.1595375429729,2748.81705509964,1390.48829632131
NA,"BLLF3",NA,"-","chrEBV",464.57133549969,39.2357863714362,712.33231102694,87.8222539551847,339.120712124167,60.3584062632076,185.866024564174,50.5211195685092,157.675011416872,31.750458305642,2.62867571674289,6.32783883138709e-10,1.17303609025123e-07,53.9376048927959,371.913078926368,212.925341909582
NA,"BLRF1",NA,"+","chrEBV",2359.0709053011,16.6000644863436,4555.18128473907,25.9482593239542,1259.59831735637,36.9935526690324,1120.56112704799,66.8183812843163,1292.25113698528,101.13428379513,5.32493041376606,6.50512979555634e-28,2.94240030912604e-25,49.4989083117552,2117.33255428596,1083.41573129886
NA,"BLRF2",NA,"+","chrEBV",2456.73632212589,24.1791610817824,5451.12994207705,42.0214294822994,1720.78638246239,49.679033698233,1086.94466241174,27.7099926448888,1270.14389803166,53.0601308074621,5.86710542255111,2.59379824510573e-43,2.44422254630463e-40,39.3299495429331,2397.14824142175,1218.23909548234
NA,"BMRF1",NA,"+","chrEBV",5167.02385635062,527.653203395732,5936.77707797485,1062.10994620949,3077.35833888068,755.241119185945,1711.71880069052,813.205218947855,1638.24748105756,576.38870269805,2.10529514288423,1.17495831361918e-09,2.14297235651704e-07,746.919638087414,3506.22511099085,2126.57237453913
NA,"BMRF2",NA,"+","chrEBV",1954.43282440044,196.060039880023,2984.73017787256,315.045240605262,1273.75594384326,329.967138021013,775.477973125014,254.23109683252,780.667531016194,239.637142632125,2.43113880843264,3.38536754000866e-12,7.41790979032424e-10,266.988131594189,1553.8128900515,910.400510822842
NA,"BNLF2a/b",NA,"-","chrEBV",1699.92808416972,528.811992729266,3117.01117413216,719.026496925794,1115.62029966748,466.512099639206,757.498516521347,462.877329939117,945.064812823937,365.350817099698,1.3992809418155,1.32371397825727e-05,0.0022341130844975,508.515747266616,1527.02457746293,1017.77016236477
NA,"BNRF1",NA,"+","chrEBV",6928.56851686436,138.666919449278,11077.292933839,121.510574011766,2128.29374404804,148.897713233125,2686.98615641973,159.706647161262,3340.02905569675,191.273174296248,5.04291916831137,2.68000785941042e-37,1.89409555463831e-34,152.011005630336,5232.23408137358,2692.12254350196
NA,"BORF1",NA,"+","chrEBV",9486.45426397609,197.4536693234,10821.906412082,185.260087938161,2432.34796418427,122.622363404613,2907.23043135132,311.265178028872,3847.91869835331,438.887915510986,4.46535163299237,3.0851443058705e-24,9.96766051736675e-22,251.097842841206,5899.1715539894,3075.1346984153
NA,"BORF2",NA,"+","chrEBV",7552.77046995999,146.22478509601,9408.57193488961,207.216263400282,2535.56917879172,184.913479057667,2151.52939504319,336.526132337256,3406.2006390685,260.574593294052,4.38797370886306,1.74723202777375e-28,8.23237490419398e-26,227.091050637053,5010.9283235506,2619.00968709383
NA,"BPLF1",NA,"-","chrEBV",2405.09197857037,10.5491157744854,2503.31486634433,0.995734095683601,478.0182629672,12.6508802104284,805.89142475898,0.814826188550293,809.482401461571,9.38510078747094,7.60243655856393,1.76084305594034e-34,1.10620073758741e-31,6.87913141132373,1400.35978682049,703.619459115907
NA,"BRLF1",NA,"-","chrEBV",1576.60226361312,146.220325466705,1857.22469468189,286.900344915662,555.184129660405,209.242375455492,517.897275526046,180.892826358585,619.414248404304,127.932933034373,2.28801406070727,1.73455691166894e-09,3.11339199319878e-07,190.237761046163,1025.26452237715,607.751141711658
NA,"BRRF1",NA,"+","chrEBV",534.893041211793,49.7834412527436,734.187083863237,72.814229036034,271.813544145592,43.8045344742793,282.951611026301,78.2255314951998,370.435074097101,104.6005596425,2.55006581434676,1.50531328264697e-13,3.54626720836915e-11,69.8456591801514,438.856070868805,254.350865024478
NA,"BRRF2",NA,"+","chrEBV",2173.23600175882,63.3321544736514,3268.77258733002,56.8124456356204,954.381853234546,93.4376872028873,1083.01470108544,140.152433929463,1318.62873594224,147.968835934911,4.05635300997089,2.49963952453015e-26,9.42197458112896e-24,100.340711435307,1759.60677587021,929.973743652759
NA,"BSLF1",NA,"-","chrEBV",1157.19856338808,82.8979179344772,1546.47728170498,122.504645765486,536.332359853456,111.916278810062,486.504913638955,109.187167931656,505.518962305122,100.915461463928,2.91749420235925,2.33373694137042e-17,5.99770393932199e-15,105.484294381122,846.406416178119,475.945355279621
NA,"BSRF1",NA,"+","chrEBV",487.218690348677,12.0795901774343,689.735972500077,24.9731450292635,167.793197490793,16.5526100803893,218.030768447135,37.4839276827498,270.369148083406,68.2746888453665,3.36278279093895,1.01681305991521e-11,2.12928186694836e-09,31.8727923630407,366.629555374017,199.251173868529
NA,"BTRF1",NA,"+","chrEBV",1087.18161940823,10.5566273749922,1309.05488041353,17.9443429894317,376.740770258379,26.2802486175426,340.58158578502,19.5562161934634,396.549069295715,25.8412794290074,5.04107662080943,1.40920292980391e-29,6.92837683922722e-27,20.0357429208874,702.021585032174,361.028663976531
NA,"BVLF1",NA,"-","chrEBV",703.990559229541,1.50831422586052,518.526004718508,6.98007762702001,155.186969719487,7.78707003790877,181.48981831378,1.62969101859446,338.811389646677,1.17491088689656,6.48451278990356,1.12026562769504e-26,4.36826335102605e-24,3.81601275925606,379.600948325599,191.708480542427
NA,"BVRF1",NA,"+","chrEBV",340.194007676653,1.50778716636655,330.786430039022,6.97603784553408,114.810588791947,3.89314770657235,158.198986380221,22.0006248901019,92.4112924413089,18.7870408751046,4.07094015659206,1.04926162713368e-11,2.15728190538685e-09,10.6329276967359,207.28026106583,108.956594381283
NA,"BVRF2",NA,"+","chrEBV",883.698038859468,3.01542948614586,1188.4509382829,5.97898548371727,243.072676131348,15.5723774434566,272.370307788085,20.3709222418313,222.600909380194,11.7409106986326,5.480839875501,1.39231134106541e-21,3.9360641611919e-19,11.3357250707567,562.0385740884,286.687149579578
NA,"BXLF2",NA,"-","chrEBV",2683.19176459514,24.120907179527,2997.65167599063,0.996324668071464,870.016309220206,7.78595568655235,936.789036737678,8.9631798275229,1045.70166816649,14.0865013968227,7.21714620948433,6.74329444915408e-42,5.86562874084879e-39,11.1905737516993,1706.67009094203,858.930332346864
NA,"BXRF1",NA,"+","chrEBV",335.279916632949,7.53790629302902,492.248031735192,10.9598668844219,93.2804729282025,17.5184818173054,68.3248717128201,12.2225234834331,172.695011511712,30.5216254304265,3.6947531182181,4.45550175327538e-11,8.99693104036393e-09,15.7520807817232,232.365660904175,124.058870842949
NA,"BZLF1",NA,"-","chrEBV",710.099273890643,525.204720275445,1421.94206117215,929.246528144542,799.375904936949,630.850973842309,360.019810335838,352.019986241136,409.939742067944,294.03308696576,0.00728477887971353,0.285844885681612,0.9708126458314,546.271059093838,740.275358480705,643.273208787271
NA,"BZLF2",NA,"-","chrEBV",5113.84757327332,6.04183156554429,7539.51435585959,0.999535984266131,2010.17588382002,80.8265289337986,2001.6921749032,52.1533729000188,2378.81818689492,37.6933967318412,6.50263017340639,2.74837329091473e-14,6.6124691858859e-12,35.5429332230938,3808.80963495021,1922.17628408665
NA,"EBNA1",NA,"+","chrEBV",1587.91194366063,376.93020996181,2537.60944229917,397.337427463478,817.864276979831,432.022114087335,1189.38709584546,889.249820926762,1529.99872389592,896.915974052281,1.14072686077133,0.000116716935908534,0.0188547873036243,598.491109298333,1532.5542965362,1065.52270291727
NA,"EBNA2",NA,"+","chrEBV",4356.29271783624,3162.41022627578,3967.00062193057,3217.38153419776,2363.31317090566,2791.15315196704,5519.21274154052,5368.1087003353,7081.94104471715,6217.65988157917,0.00469951801888047,0.593863385775091,0.9708126458314,4151.34269887101,4657.55205938603,4404.44737912852
NA,"EBNA3A",NA,"+","chrEBV",1532.48223878136,310.481920994657,1587.75152283967,370.485149725188,530.947527823899,277.355569437603,896.602424876308,602.973439813871,1163.34241199633,686.427017693272,1.14047318012855,0.000106880144407574,0.0175159517820413,449.544619532918,1142.22522526351,795.884922398216
NA,"EBNA3B",NA,"+","chrEBV",739.812940615956,497.327363347821,1007.12229713712,601.447206262239,419.725836151893,400.938340633076,1130.55273486449,996.533126195761,1567.6905254218,1021.84572879462,0.00987107308820749,0.200885041788696,0.9708126458314,703.618353046704,972.980866838253,838.299609942478
NA,"EBNA3C",NA,"+","chrEBV",932.381574828959,646.575541791871,973.582860226148,859.462413150253,676.237866323186,795.082233709889,1211.3823284244,1284.16985399913,1527.32143897121,1350.52102242775,0.00389964589221451,0.693391554230917,0.9708126458314,987.162213015779,1064.18121375478,1025.67171338528
"ENSG00000000419","DPM1","protein_coding","-","chr20",1400.50985067144,1412.83870870362,1408.36454293586,1487.0453662438,1224.10205219499,1480.60761456879,1286.29763847199,1209.50097163018,1000.97763275237,1353.69767732966,-0.019331594040364,0.307321159574837,0.9708126458314,1388.73806769521,1264.05034340533,1326.39420555027
"ENSG00000000457","SCYL3","protein_coding","-","chr1",631.883866980671,794.102459070773,485.189862949162,347.357199826113,405.026156322437,525.672261665217,587.614052496569,728.090961463472,627.584460694113,714.426770077386,-0.00799721870799695,0.463981906489526,0.9708126458314,621.929930420592,547.45967988859,584.694805154591
"ENSG00000000460","FIRRM","protein_coding","+","chr1",725.907587246065,785.271616404945,579.379554311863,723.632714111257,508.539651965233,691.339445911825,605.007503453291,690.612767473845,542.582606410306,744.622477400993,-0.0633410163913944,0.0266486507888933,0.9708126458314,727.095804260573,592.283380677351,659.689592468962
"ENSG00000000938","FGR","protein_coding","-","chr1",657.943992906391,650.029721195691,1885.00325628588,2062.84672329783,1390.49136661807,1775.53995039776,1343.87881152187,1445.59647649431,1375.99106836443,1324.91386434336,-0.00327965295017758,0.697503725086601,0.9708126458314,1451.78534714579,1330.66169913933,1391.22352314256
"ENSG00000001036","FUCA2","protein_coding","-","chr6",581.307745938527,786.334894465593,680.210059755636,630.42717332356,542.019482298138,675.173819043179,641.369156335629,575.355838802113,438.563896137172,575.095291067005,-0.0158767754845381,0.31755150372173,0.9708126458314,648.47740334029,576.69406809302,612.585735716655
"ENSG00000001084","GCLC","protein_coding","-","chr6",610.760579289898,488.402185992568,446.374522771769,488.911242829628,285.812031698474,373.323302569185,461.178466803315,387.345136496259,409.374594883648,417.929084305453,0.00193527367096708,0.857053936512685,0.981639746097979,431.182190438619,442.700039089421,436.94111476402
"ENSG00000001167","NFYA","protein_coding","+","chr6",1038.88895990026,1200.5164068062,893.258064377566,842.03208045309,762.808349839288,779.918779111152,939.658901671479,1056.0765115852,874.332453826316,989.998875044434,-0.0112478691763811,0.492132341972237,0.9708126458314,973.708530600016,901.789345922982,937.748938261499
"ENSG00000001461","NIPAL3","protein_coding","+","chr1",378.402128296356,432.884115727832,303.522912676295,357.737109359771,336.265275710173,345.557531820339,540.362445929094,583.664260211358,476.474200444746,473.15441300412,-0.00544495505575193,0.640221906277375,0.9708126458314,438.599486024684,407.005392611333,422.802439318009
"ENSG00000001497","LAS1L","protein_coding","-","chrX",1473.04030161285,1469.88679932896,1358.26705405001,1433.72017462075,879.340382067501,1211.27362254855,1131.17961462275,1220.86339124253,999.496644310985,1097.36385490532,-0.0117203939099121,0.431933977103252,0.9708126458314,1286.62156852922,1168.26479933282,1227.44318393102
"ENSG00000001561","ENPP4","protein_coding","+","chr6",623.551180409296,676.735539900281,349.847178290901,355.551036793074,364.130288560403,417.494097052232,613.316565262441,536.972419332574,548.097436290975,720.465342514893,-0.00426651287656344,0.669886686990621,0.9708126458314,541.44368711861,499.788529762803,520.616108440707
"ENSG00000001629","ANKIB1","protein_coding","+","chr7",2355.55586318126,2878.84998789319,1812.32929389693,1714.04160591546,1825.43939503704,1958.60251104909,2568.85655306032,2840.99910942716,2873.0471803672,2847.71778052544,-0.00595398681243156,0.639849303843467,0.9708126458314,2448.04219896207,2287.04565710855,2367.54392803531
"ENSG00000001630","CYP51A1","protein_coding","-","chr7",3142.68376236465,3292.46445796036,3482.81693329062,4031.44936950243,3524.47886293343,4428.15913706736,4665.18908125562,4580.35785386795,4079.41000198663,5634.16503003991,-0.0200752307501272,0.209499429440369,0.9708126458314,4393.3191696876,3778.91572836619,4086.1174490269
"ENSG00000001631","KRIT1","protein_coding","-","chr7",1766.14721046622,1658.85211056911,1253.51958665261,1329.80084052442,1186.07057367264,1273.45960475332,1414.00011688155,1163.92155273866,1348.95068963594,1742.33877033948,-0.00408140852445262,0.815229986902009,0.976304736654052,1433.674575785,1393.73763546179,1413.70610562339
"ENSG00000002016","RAD52","protein_coding","-","chr12",234.771450806146,265.885905008471,145.214115966005,121.510221816355,170.740835701282,127.098824132074,152.073411699015,213.46400932751,177.487514123758,220.153842192187,-0.00337437847368431,0.722027194866681,0.971496173397651,189.622560495319,176.057465659241,182.84001307728
"ENSG00000002330","BAD","protein_coding","-","chr11",330.383133639371,314.6498715617,267.493279292474,314.801541542123,202.172083098931,247.136227128482,187.247097018716,250.15481244955,197.768031703532,149.720769913573,-0.00402312289587778,0.69211004462024,0.9708126458314,255.292644519086,237.012724950605,246.152684734845
"ENSG00000002549","LAP3","protein_coding","+","chr4",4442.88960703556,5267.0844822659,4558.23144196956,4739.90467557657,3577.64715018047,4507.33409660155,5690.11767381437,6626.35445976615,5146.19772846737,5863.85073758377,-0.0221746510189627,0.212584722946846,0.9708126458314,5400.90569035879,4683.01672029347,5041.96120532613
"ENSG00000002586","CD99","protein_coding","+","chrX",2070.81111066009,2320.20713417586,1426.62556432005,1468.69859040227,1499.2834284844,1802.18577298967,1465.64340611523,1711.57380457836,1475.97269235145,1577.39741315501,-0.0228592207220898,0.348845160495333,0.9708126458314,1776.01254306023,1587.66724038624,1681.83989172324
"ENSG00000002726","AOC1","protein_coding","+","chr7",856.383493606116,960.167478765661,520.30863433935,504.931516600266,273.80392503818,336.734275914462,21.9801339180863,23.175150356621,33.1129235582144,48.6503479938742,-0.000342176479353243,0.903636081123062,0.986400023266513,374.731753926177,341.117822091989,357.924788009083
"ENSG00000002822","MAD1L1","protein_coding","-","chr7",388.687762827212,481.160796087672,400.037969860943,357.938834801323,314.074535522074,439.550035391897,275.80192157073,288.464015513794,266.484877507082,321.390795323068,-0.011628951476784,0.358790954661798,0.9708126458314,377.700895423551,329.017413457608,353.359154440579
"ENSG00000002834","LASP1","protein_coding","+","chr17",4827.77915594821,5338.33682848107,4474.02495152098,4326.45121763356,3383.66696516343,4256.53496790629,4912.27903150211,5043.40498354442,3749.2557390104,4293.71923202195,-0.0141068467721862,0.392876818824233,0.9708126458314,4651.68944591746,4269.40116862902,4460.54530727324
