"ENSEMBL","SYMBOL","gene_type","strand","chrom","WT_Latent_c3-1","WT_Early_c3-1","WT_Latent_c3-2","WT_Early_c3-2","WT_Latent_c3-3","WT_Early_c3-3","WT_Latent_c4-1","WT_Early_c4-1","WT_Latent_c4-2","WT_Early_c4-2","log2FoldChange","pvalue","padj","WT_Latent_groupMean","WT_Early_groupMean","baseMean"
NA,"BFRF3",NA,"+","chrEBV",24.2132808585734,23928.624170512,21.8165254098455,31923.2868133111,23.9062272499225,24085.8437721177,24.2385857755001,13034.9267893711,31.9474462306181,11670.2152174134,9.67962870997995,6.55588024881626e-195,6.91049377136587e-192,25.2244131048919,20928.579352545,10476.901882825
NA,"BGLF1",NA,"-","chrEBV",0,2102.21621404312,0,9672.82958358278,0,6712.86182849022,0,5608.08058060593,7.97344983838383,3972.38219406103,11.6103596047805,2.15500332820909e-25,8.09173043736542e-25,1.59468996767677,5613.67408015661,2807.63438506215
NA,"BGLF2",NA,"-","chrEBV",53.5982287717802,44589.2046357465,108.964212817617,53241.5594822113,70.6676817622883,43053.9717919122,61.5784095371537,28014.6856369271,49.1921178001938,26264.5031098192,9.12502561829235,2.26457720615125e-219,3.28222158816547e-216,68.8001301378066,39032.7849313233,19550.7925307305
NA,"BGLF3",NA,"-","chrEBV",12.1010025863151,27045.7001660596,38.977031435459,25677.2046505218,6.5248898633619,20786.4856324222,26.1349655980499,13836.8212314535,31.8896379289966,12389.5766441166,9.72032425848355,3.44237712700767e-147,1.24732383711419e-144,23.1255054824365,19947.1576649148,9985.14158519859
NA,"BGLF3.5",NA,"-","chrEBV",15.5587604590739,18917.3116142294,0,27351.5313757835,6.5246495980831,18836.7776902257,0,12532.0746662535,0,9481.08873816753,11.8351776224485,2.92859214269941e-31,1.51458634677073e-30,4.41668201143141,17423.7568169319,8714.08674947168
NA,"BGLF4",NA,"-","chrEBV",3.45752381754941,47225.2284282613,139.872203154692,52578.0914800768,68.5080776832817,43841.7060706867,71.8657834003466,23891.1341654082,46.5106769492443,21171.6842714787,9.05147283989027,5.05169536696729e-43,4.71234173612114e-42,66.0428530010229,37741.5688831823,18903.8058680917
NA,"BGLF5",NA,"-","chrEBV",114.108344399818,21053.0636462667,147.943576209624,19141.7805602205,134.820510148309,18742.5735842416,118.503240490502,11736.4511697929,106.346708462214,8929.92350496749,6.98425086424068,6.51980826124853e-148,2.60679919962679e-145,124.344475942093,15920.7584930978,8022.55148451997
NA,"BGRF1/BDRF1",NA,"+","chrEBV",12.1018611895213,10274.4846857558,11.4666947850628,10811.1197162003,18.4848981591976,11922.6168182125,29.8627324981033,6655.42121048544,30.5693605075624,6111.15224769683,8.75790569079475,4.05676624747308e-158,1.95992519331043e-155,20.4971094278895,9154.95893567017,4587.72802254903
NA,"BHLF1",NA,"-","chrEBV",361.315666481222,1158962.8012521,317.592382192812,1238694.58712246,1061.30878642804,1012276.31612488,1715.38805423511,1475021.5699348,863.810993220289,1127073.71714588,10.4165193513577,1.48973387177251e-169,9.09129697010647e-167,863.883176511495,1202405.79831603,601634.840746269
NA,"BHRF1",NA,"+","chrEBV",3298.94607530805,139953.256470202,4287.73734483757,128068.032344658,5299.90248418345,125834.697587285,5890.69888126148,52956.3334111291,6819.58895209904,56169.9590846684,4.25550651864595,5.4500265460802e-42,4.8312735322477e-41,5119.37474753792,100596.455779589,52857.9152635633
NA,"BILF1",NA,"-","chrEBV",6.91613524136648,8269.96861211388,28.6782291116807,6465.82700673565,15.2198237895169,3843.86844369622,2.79875720287376,1704.26790373869,0,1387.13803626057,8.47171189326123,5.13393983604147e-22,1.6123519067958e-21,10.7225890690876,4334.214000509,2172.46829478905
NA,"BILF2-tPT2A-mScarlet-I",NA,"-","chrEBV",19.0181134949571,42216.1152159184,25.2309497921673,32060.5443616909,43.4902623223615,26633.5151449225,42.9220859199948,30438.9410374872,53.1739672356967,26675.6507394184,9.71739036186451,2.35223499099783e-267,5.45483294412398e-264,36.7670757530355,31604.9532998874,15820.8601878202
NA,"BKRF2",NA,"+","chrEBV",65.6974006035834,45300.4784119331,61.9254067990407,64308.3455325796,92.4205947826636,68948.0801257857,117.576741436786,39268.4154407375,288.442404775486,37027.1427885037,8.63558402734706,3.28460722042251e-117,6.56638288289638e-115,125.212509679512,50970.4924599079,25547.8524847937
NA,"BKRF3",NA,"+","chrEBV",140.042935287636,53572.5225003049,344.062418647534,59587.2069675373,239.195056002117,37803.5136818328,234.203167551398,25729.3967388309,21.2698618771008,22756.6241084096,7.62229410084241,7.18880537286195e-62,1.74381167988147e-60,195.754687873157,39889.8527993831,20042.8037436281
NA,"BKRF4",NA,"+","chrEBV",121.050414937546,67785.0773225401,305.291615725288,98572.8436515398,303.231291238425,88400.660065907,179.984298425934,56871.0783015156,188.922828344201,53731.2707337969,8.36579873403433,4.61508061405251e-184,3.82227569428135e-181,219.696089734279,73072.1860150599,36645.9410523971
NA,"BLLF1",NA,"-","chrEBV",53.5939749782813,82923.8870973025,40.1334799576859,91540.2266163562,217.469260379259,100863.96966035,171.710551320163,87674.2020632358,170.125363278858,92307.6331356574,9.43336402983539,2.02086972494757e-144,6.69485270307629e-142,130.606525982849,91061.9837145804,45596.2951202816
NA,"BLLF2",NA,"-","chrEBV",25.9464313161143,9394.73047920731,42.5033183048547,12104.1557332752,44.5457066403078,9663.04250604776,36.3489927474951,6261.91300031172,33.2947282584516,5984.33862090367,7.86120881383412,1.51135516670293e-173,1.09526019737003e-170,36.5278354534447,8681.63606794913,4359.08195170129
NA,"BLLF3",NA,"-","chrEBV",44.9610149158407,23007.19413177,100.995001698556,25075.8746579841,67.3866645209765,13988.8552393172,57.8201401185659,6881.91890973952,35.9204878639012,5678.49023076661,7.88465544838678,2.29533959923016e-85,1.59368039838764e-83,61.416661823568,14926.4666339155,7493.94164786953
NA,"BLRF1",NA,"+","chrEBV",19.0221089370297,19213.0172251488,29.8399901757684,30196.4734550706,41.3006970650127,28828.00656738,76.4710878802712,20529.8176544412,114.415740505608,17906.9262042446,8.65936202997695,7.47561169359123e-120,1.66691764590751e-117,56.209924912738,23334.848221257,11695.5290730849
NA,"BLRF2",NA,"+","chrEBV",27.6794084244958,19900.6483354164,48.2756304888082,31589.4138410081,55.4078332075055,32442.254729543,31.6814036422819,19455.7519019112,59.9683880066901,18794.0564796937,9.07549366439165,8.47459162388363e-221,1.40375556969901e-217,44.6025327539563,24436.4250575145,12240.5137951342
NA,"BMRF1",NA,"+","chrEBV",605.087072882597,285062.843551333,1222.30708294463,288742.519636101,843.795829226513,190478.746629582,931.369220829568,92703.3482939678,652.56419137619,75641.3052466695,7.74431490769659,6.54684453998149e-103,9.60894461279562e-101,851.0246794519,186525.752671531,93688.3886754914
NA,"BMRF2",NA,"+","chrEBV",224.768838137301,75723.9137337722,362.46117503921,80083.025879222,368.553173844722,57962.7555584181,291.090554879154,30070.2368469648,271.23119017761,22335.6560117318,7.42472537307173,5.69133296863996e-110,9.84940384647469e-108,303.620986415599,53235.1176060218,26769.3692962187
NA,"BNLF2a/b",NA,"-","chrEBV",605.468191214001,24404.3055050675,826.183444443157,24545.2885762215,520.397737956625,16809.8903409488,529.307900280849,9710.72053982905,412.989112224514,9074.6541480731,4.83110551915712,3.94115486866391e-53,6.34690148641084e-52,578.869277223829,16908.971822028,8743.92054962591
NA,"BNRF1",NA,"+","chrEBV",159.042364118057,57021.7249228185,139.860663603115,60212.3147091232,166.383568545908,53425.7925726861,182.942822935408,42026.5195090143,216.587058733867,34009.1936929489,8.14492323893401,1.32524448678393e-273,3.84155245606491e-270,172.963295587271,49339.1090813182,24756.0361884527
NA,"BOLF1",NA,"-","chrEBV",5.18592269973571,15455.9101390048,13.7545374626414,9021.58199086668,9.7880618677369,7789.73160361961,16.803006913425,6864.28161704486,35.8698826862783,5521.87258565207,9.06043977747554,6.63180333395829e-118,1.37313856530797e-115,16.2802823259635,8930.67558723761,4473.47793478179
NA,"BORF1",NA,"+","chrEBV",226.463700411572,241882.7942726,213.234176575348,161544.039576455,137.020492648683,132336.355749847,356.546647537686,114740.023139034,496.964648978423,94949.2398368933,9.02182015240385,1.18175829416256e-152,5.48099496832595e-150,286.045933230342,149090.490514966,74688.2682240982
NA,"BORF2",NA,"+","chrEBV",167.692420156167,237644.954899551,238.483224875,202931.829256396,206.60625332501,143121.22567556,385.446107148172,107718.065797429,295.027835138616,84938.6692107729,9.20987908775271,2.977652969466e-188,2.65583739853525e-185,258.651168128593,155270.948967942,77764.8000680353
NA,"BPLF1",NA,"-","chrEBV",12.1005634713061,17580.4039872213,1.14623712533238,12446.8783968528,14.1381547336251,9255.45000748111,0.933484138541607,9164.29542904869,10.6283772078129,7848.56044196524,10.5247242874067,7.20521921307784e-127,1.77754291011995e-124,7.78936333532361,11259.1176525138,5633.45350792458
NA,"BRLF1",NA,"-","chrEBV",167.691090169319,32614.9516448217,330.198327466166,25847.1906516235,233.794524247692,19305.6589312639,207.193446731166,14254.86222256,144.85152831506,12681.2374551414,6.56515519736662,4.13120592511831e-101,5.7025396073508e-99,216.745783385881,20940.7801810821,10578.762982234
NA,"BRRF1",NA,"+","chrEBV",57.0609747675689,10931.0377747448,83.7552588453172,10364.2743566291,48.9165470966963,7497.16145145222,89.5478625783385,4423.50924926354,118.365943431255,3976.05464298201,6.51694575176268,2.66863968979666e-83,1.70015808808749e-81,79.5293173438351,7438.40749501434,3758.96840617909
NA,"BRRF2",NA,"+","chrEBV",72.6145519646661,13433.3591123263,65.3708965975751,14098.4430074196,104.376788791945,14926.2383371645,160.491661356539,11075.2239522562,167.497427009133,10709.8811594532,6.78917650144648,3.714278861083e-128,9.36240508570813e-126,114.070265143972,12848.629113724,6481.34968943396
NA,"BSLF1",NA,"-","chrEBV",95.0794402818102,34207.7498180549,141.005842974626,31152.5183062968,125.060081289254,25119.9029756631,125.073995548946,16929.7455729859,114.27183123049,14590.3583047914,7.64637860074118,2.0716272048578e-172,1.33447319112923e-169,120.098238265025,24400.0549955584,12260.0766169117
NA,"BSRF1",NA,"+","chrEBV",13.8366334072079,5203.92533990352,28.7073451352356,5006.71621110463,18.4725636142103,4200.49354516129,42.8820712987144,2799.37401363229,77.2105146254609,2311.63652034693,6.70761192522801,8.09978482848267e-68,2.6756981506056e-66,36.2218256161658,3904.42912602973,1970.32547582295
NA,"BTRF1",NA,"+","chrEBV",12.102802984684,15692.8415316098,20.6457132060046,14046.8410834587,29.3543651658339,14962.6070339418,22.3922652516081,6151.78765676929,29.2491511527533,6489.69046124277,8.93491744791034,1.93017629770676e-144,6.58246887409114e-142,22.7488595521768,11468.7535534045,5745.75120647833
NA,"BVLF1",NA,"-","chrEBV",1.72903869538045,10651.7862965271,8.02998427927346,6550.74182281169,8.69699895743265,4584.54469647577,1.86582361942684,5523.52148917464,1.32970804634829,4511.0474768611,10.4307282294174,2.64911667462077e-113,4.72561659111197e-111,4.33031071957234,6364.32835637006,3184.32933354481
NA,"BVRF1",NA,"+","chrEBV",1.72888177721902,4314.84593429757,8.02741358744728,3657.88733420968,4.3491920663254,3131.51478331001,25.1949035117449,2470.66746425883,21.2677779674932,1931.8010800161,7.91290016999557,2.43403690197356e-78,1.28870583919559e-76,12.113633782046,3101.34331921844,1556.72847650024
NA,"BVRF2",NA,"+","chrEBV",3.45772039367422,10809.5872893105,6.88033762617122,10239.7308923831,17.3971483728093,6887.21511725566,23.3294131352535,5373.25393307451,13.2917132104629,4825.67022184212,9.12495819326909,1.19836917216373e-126,2.89481053150801e-124,12.8712665476742,7627.09149077318,3819.98137866043
NA,"BXLF2",NA,"-","chrEBV",27.6610094114333,34630.0699345369,1.14661290938537,34387.5671612754,8.6989886901374,26804.1508017289,10.2657084387912,19927.2335838585,15.9483593536722,17496.7143104204,11.0728369687463,5.70470698126041e-169,3.30730387238572e-166,12.7441357606839,26649.147158364,13330.9456470623
NA,"BXRF1",NA,"+","chrEBV",8.64410205101762,2178.26112426349,12.6129300584694,2219.12583738528,19.5725796708748,1695.23209579112,13.9985309026474,1366.46789309216,34.5553497173988,1255.09326162909,6.56924174522381,3.01616699919011e-84,1.99842607746339e-82,17.8766984800816,1742.83604243223,880.356370456156
NA,"BZLF1",NA,"-","chrEBV",601.802827173807,5706.36671956764,1068.55801712316,6186.82359004564,704.262935198872,4576.24887400159,402.851841692207,2019.56321968324,332.629137424895,1888.81445519837,2.6240911828286,1.40571605215446e-12,2.71609358852374e-12,622.020951722588,4075.56337169929,2348.79216171094
NA,"BZLF2",NA,"-","chrEBV",6.91897613444853,12158.1911790802,1.14871742623973,8802.17097210434,90.1798687642174,12106.3107127769,59.6496703951988,10573.4287760636,42.6164213277663,12337.1381578606,7.96358869229961,2.09116011934486e-24,7.46980948361172e-24,40.1027308095741,11195.4479595771,5617.77534519335
NA,"EBER1",NA,"+","chrEBV",1.66574942275377,6.7505919130419,2.38079330798307,14.7844193498354,6.54990930577132,3.84977062064591,0,0.734350182615204,6.46006730007059,2.48861893834957,0.2969942600981,0.561579039010229,0.581280928166721,3.41130386731575,5.7215502008976,4.56642703410668
NA,"EBER2",NA,"+","chrEBV",5.01425174194098,6.77077239703533,0,12.8948449916248,3.27562607326844,4.62319474630507,4.86923281985336,6.58128920695661,15.5645481380618,14.3490653081506,0.348494370427311,0.5075652358849,0.527633038379543,5.74473175462491,9.04383333001448,7.39428254231969
NA,"EBNA1",NA,"+","chrEBV",435.864465773452,19294.9699929897,461.096207708109,15351.5708573327,486.719725252435,13517.6184466327,1026.99122544197,9733.36430737819,1023.95473780047,8994.14955675782,4.23767239911863,6.13870786422973e-41,5.15411424226964e-40,686.925272395288,13378.3346322182,7032.62995230675
NA,"EBNA2",NA,"+","chrEBV",3626.9175277386,6264.62138458454,3703.08427953308,4417.29963868731,3118.78612385306,2783.61215015269,6148.84017608186,3509.75513967567,7040.19874214318,3484.79761480114,-0.193811298283059,0.482165960269179,0.502265233071704,4727.56536986996,4092.01718558027,4409.79127772511
NA,"EBNA3A",NA,"+","chrEBV",356.113196361421,17408.4009267959,426.446065934409,13830.6948625341,309.935336062396,12335.0228141472,690.720525855276,6964.10359189507,777.292724617256,6719.31041340858,4.43465326082319,3.47732313377694e-41,2.94518347232605e-40,512.101569766152,11451.5065217562,5981.80404576115
NA,"EBNA3B",NA,"+","chrEBV",570.458689705289,3643.4425019173,692.342375359307,2425.41687805039,448.065891668086,2223.2500072073,1141.63168458398,2301.98723572556,1157.19263800201,2300.69189172198,1.6260684074486,1.24251087417138e-08,1.97679933946449e-08,801.938255863735,2578.95770292451,1690.44797939412
NA,"EBNA3C",NA,"+","chrEBV",741.611212965239,2956.04480003746,989.294194628065,2362.77110651961,888.487896499153,2414.5114190307,1471.06517564238,1200.1059698187,1529.31464418164,1100.20875728395,0.777920329774901,0.00937520088035565,0.0110137238305698,1123.95462478329,2006.72841053808,1565.34151766069
"ENSG00000000419","DPM1","protein_coding","-","chr20",1748.40581947896,503.218630742331,1846.78115032633,398.692577995487,1785.13920659278,461.767202050092,1494.88680536828,387.849784225035,1653.90220079232,418.150854066035,-1.95318041903561,2.51074367078926e-27,1.03749368719891e-26,1705.82303651173,433.935809815796,1069.87942316377
"ENSG00000000457","SCYL3","protein_coding","-","chr1",982.322037140128,202.709457509944,431.21633901007,132.437083101341,633.541194016337,103.326807567405,899.5295084518,92.7996451432891,872.516299427208,87.8626853700019,-2.57304442430389,5.84310056137881e-17,1.40328813192186e-16,763.825075609109,123.827135738396,443.826105673753
"ENSG00000000460","FIRRM","protein_coding","+","chr1",859.99611623303,228.330832819343,795.309809161388,200.292400059678,737.650054107406,187.541408217013,755.376764146084,85.6234706002603,805.102573237684,118.754929770822,-2.22071774298188,7.93778056509027e-16,1.79797940324715e-15,790.687063377119,164.108608293423,477.397835835271
"ENSG00000000938","FGR","protein_coding","-","chr1",701.859102221297,124.462753334846,2235.24554898747,213.480682491982,1867.79678027035,93.3723163455443,1558.89273132999,139.084051156381,1412.35167751362,114.85366446942,-3.45413583611435,1.40467962226618e-27,5.88412580208684e-27,1555.22916806455,137.050693559635,846.13993081209
"ENSG00000001036","FUCA2","protein_coding","-","chr6",781.752386166586,67.6613498142143,628.981900383961,79.0035573008813,653.972840164196,52.8605605699242,571.282105484797,26.0618049910465,564.468825679125,43.6730728172203,-3.53874209502106,1.13306648180536e-32,6.30115388802547e-32,640.091611575733,53.8520690986573,346.971840337195
"ENSG00000001084","GCLC","protein_coding","-","chr6",523.445154402261,89.9471362266963,525.853980758449,81.2244212227167,389.817323671314,45.0630047351327,414.614151160805,50.9583210560296,442.216215199489,37.2931018440409,-2.86965525356244,1.97694803861455e-22,6.36211837572458e-22,459.189365038464,60.8971970169233,260.043281027693
"ENSG00000001167","NFYA","protein_coding","+","chr6",1077.96438937746,648.226217021567,758.76363647929,507.246069781791,682.288644990492,413.679265316231,947.074463694752,302.440704647018,877.626035904556,314.079024847685,-0.946939169524137,0.000215162799296876,0.000276249879066248,868.74343408931,437.134256322858,652.938845206084
"ENSG00000001460","STPG1","protein_coding","-","chr1",15.2462622243944,32.0418827813207,20.3849413001104,16.676455440627,19.3581406206173,51.0068557013362,34.4342334085244,17.7869345792515,22.7641495138004,46.2022421258404,0.416386708798583,0.336399266397117,0.355273658245248,22.4375454134894,32.7428741256752,27.5902097695823
"ENSG00000001461","NIPAL3","protein_coding","+","chr1",477.113044974977,74.8350585530883,395.690106085789,40.9939944742173,371.067104899534,76.8324286808094,642.488221704212,54.8869898219598,514.862212958379,74.3989948114391,-2.85680318743505,5.37617580093429e-25,1.98209088749867e-24,480.244138124578,64.3894932683028,272.31681569644
"ENSG00000001497","LAS1L","protein_coding","-","chrX",1826.12345587502,405.727135791785,1787.52530507211,385.131380801511,1466.12485616761,228.824127703079,1514.8364452786,188.603685158473,1345.96999842193,159.257801297179,-2.48974752639509,1.59251260234339e-18,4.12906610558398e-18,1588.11601216305,273.508826150406,930.81241915673
"ENSG00000001561","ENPP4","protein_coding","+","chr6",776.190121323307,81.0402588997957,409.253717087558,32.5765867607163,466.532515002229,39.5929912367538,615.111058136208,46.9132535353695,815.831939304954,60.7571054294609,-3.51681534748801,3.42804873628726e-29,1.56304463614828e-28,616.583870170851,52.1760391724193,334.379954671635
"ENSG00000001617","SEMA3F","protein_coding","+","chr3",0,44.7967867743992,0,29.9404908837208,0,23.5527660331492,2.31440988762462,53.8028116246034,2.07992111615115,16.6977842801785,4.52188327669849,2.3072838848243e-07,3.4417800906391e-07,0.878866200755154,33.7581279192102,17.3184970599827
"ENSG00000001626","CFTR","protein_coding","+","chr7",65.2689790030206,84.230558594098,100.282850763761,121.022982698627,153.587588652033,59.4220395629546,12.3304356436467,38.8519622624967,4.17377393522496,34.1356356578283,0.00275556637603716,0.99896726194761,0.99896726194761,67.1287255995374,67.532635755201,67.3306806773692
"ENSG00000001629","ANKIB1","protein_coding","+","chr7",3240.45505550013,450.517691554122,1936.1985192329,418.60054007622,2147.90824803784,370.39836892538,3193.82042189523,598.060187964737,3164.62603870923,468.594274322994,-2.53482526870914,1.99380015132587e-27,8.2771617453002e-27,2736.60165667507,461.234212568691,1598.91793462188
"ENSG00000001630","CYP51A1","protein_coding","-","chr7",3681.3170559494,205.830609091453,4523.60728000867,75.8753942008318,4823.78340448813,107.114322518446,5114.8625335195,144.012823832983,6219.42413104946,143.215008470386,-5.14784729694322,9.68216469835048e-81,5.58530844166039e-79,4872.59888100303,135.20963162282,2503.90425631293
