Protein_ID,Localizations,Signals,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome
ENST00000064780.7,Cell membrane,Signal peptide|Transmembrane domain,0.17800000309944153,0.11819999665021896,0.2476000040769577,0.8195000290870667,0.10189999639987946,0.015200000256299973,0.2775000035762787,0.5110999941825867,0.4142000079154968,0.08240000158548355
ENST00000072644.7,Endoplasmic reticulum|Lysosome/Vacuole|Golgi apparatus,Signal peptide|Transmembrane domain,0.12439999729394913,0.12030000239610672,0.065700002014637,0.4526999890804291,0.17030000686645508,0.019899999722838402,0.7978000044822693,0.7922999858856201,0.7660999894142151,0.16699999570846558
ENST00000075430.11,Nucleus,Nuclear localization signal,0.40540000796318054,0.8343999981880188,0.06880000233650208,0.23199999332427979,0.18050000071525574,0.00860000029206276,0.11710000038146973,0.042399998754262924,0.09440000355243683,0.09870000183582306
ENST00000082468.11,Cell membrane,Signal peptide|Transmembrane domain,0.2289000004529953,0.13429999351501465,0.09780000150203705,0.84579998254776,0.01850000023841858,0.004399999976158142,0.3140999972820282,0.1923000067472458,0.18709999322891235,0.030899999663233757
ENST00000083182.8,Cytoplasm|Nucleus,Nuclear export signal,0.6973999738693237,0.5703999996185303,0.05730000138282776,0.2808000147342682,0.16249999403953552,0.007899999618530273,0.11349999904632568,0.19789999723434448,0.20900000631809235,0.053300000727176666
ENST00000084795.9,Cytoplasm|Nucleus,Nuclear localization signal,0.6054999828338623,0.6794000267982483,0.019300000742077827,0.12600000202655792,0.09889999777078629,0.15800000727176666,0.3603000044822693,0.04569999873638153,0.04839999973773956,0.0066999997943639755
ENST00000085079.11,Cytoplasm,Nuclear export signal,0.5683000087738037,0.22470000386238098,0.05920000001788139,0.38179999589920044,0.1371999979019165,0.007300000172108412,0.2863999903202057,0.5210000276565552,0.5530999898910522,0.05810000002384186
ENST00000085219.10,Cell membrane,Signal peptide|Transmembrane domain,0.24089999496936798,0.09440000355243683,0.12790000438690186,0.8769999742507935,0.05939999967813492,0.004000000189989805,0.1753000020980835,0.28200000524520874,0.27469998598098755,0.07180000096559525
ENST00000156471.10,Nucleus,Nuclear localization signal,0.42559999227523804,0.5924000144004822,0.045499999076128006,0.23389999568462372,0.1965000033378601,0.01940000057220459,0.10760000348091125,0.1615999937057495,0.10329999774694443,0.00839999970048666
ENST00000157812.7,Cytoplasm|Nucleus,Nuclear export signal,0.6205999851226807,0.6115000247955322,0.0203000009059906,0.2110999971628189,0.09449999779462814,0.01640000008046627,0.13860000669956207,0.37070000171661377,0.18729999661445618,0.10970000177621841
ENST00000158526.9,Nucleus,,0.43849998712539673,0.5561000108718872,0.3345000147819519,0.07760000228881836,0.48350000381469727,0.0044999998062849045,0.13420000672340393,0.1062999963760376,0.15279999375343323,0.09650000184774399
ENST00000158771.9,Endoplasmic reticulum|Golgi apparatus,Transmembrane domain,0.16329999268054962,0.12860000133514404,0.04349999874830246,0.20550000667572021,0.17890000343322754,0.01730000041425228,0.835099995136261,0.3603000044822693,0.7124999761581421,0.03880000114440918
ENST00000159111.9,Nucleus,Nuclear localization signal,0.2669999897480011,0.9398999810218811,0.031599998474121094,0.10520000010728836,0.057500001043081284,0.00930000003427267,0.04490000009536743,0.02329999953508377,0.03420000150799751,0.007400000002235174
ENST00000160262.10,Cell membrane,Signal peptide|Transmembrane domain,0.2433999925851822,0.13220000267028809,0.18440000712871552,0.8808000087738037,0.04740000143647194,0.003599999938160181,0.2840999960899353,0.3946000039577484,0.37299999594688416,0.057500001043081284
ENST00000161863.9,Cytoplasm|Nucleus,Nuclear localization signal,0.5529999732971191,0.5077999830245972,0.041999999433755875,0.17949999868869781,0.13580000400543213,0.013199999928474426,0.21850000321865082,0.10159999877214432,0.1266999989748001,0.02250000089406967
ENST00000163678.11,Cytoplasm|Nucleus,,0.48019999265670776,0.5580000281333923,0.24040000140666962,0.21780000627040863,0.4221000075340271,0.07810000330209732,0.10939999669790268,0.09279999881982803,0.03739999979734421,0.07460000365972519
ENST00000164305.10,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.10679999738931656,0.1776999980211258,0.039000000804662704,0.21729999780654907,0.27880001068115234,0.006300000008195639,0.8673999905586243,0.22840000689029694,0.5853999853134155,0.02800000086426735
ENST00000169551.11,Mitochondrion,Mitochondrial transit peptide,0.11460000276565552,0.10199999809265137,0.032099999487400055,0.03709999844431877,0.9297999739646912,0.05119999870657921,0.1177000030875206,0.016100000590085983,0.10000000149011612,0.03519999980926514
ENST00000170168.9,Nucleus,Nuclear localization signal|Nuclear export signal,0.3652999997138977,0.8531000018119812,0.03799999877810478,0.10090000182390213,0.06849999725818634,0.00279999990016222,0.05169999971985817,0.09359999746084213,0.0997999981045723,0.012600000016391277
ENST00000170564.7,Nucleus,Nuclear localization signal,0.2775000035762787,0.8870000243186951,0.04600000008940697,0.0868000015616417,0.037300001829862595,0.005100000184029341,0.09160000085830688,0.05290000140666962,0.10159999877214432,0.006399999838322401
ENST00000171111.10,Cytoplasm|Nucleus,Nuclear export signal,0.6100000143051147,0.5723000168800354,0.025800000876188278,0.2232999950647354,0.19020000100135803,0.00559999980032444,0.2004999965429306,0.40130001306533813,0.2653999924659729,0.03460000082850456
ENST00000171757.3,Cell membrane,Transmembrane domain,0.14399999380111694,0.08990000188350677,0.04050000011920929,0.8902000188827515,0.08820000290870667,0.03620000183582306,0.3061000108718872,0.305400013923645,0.13850000500679016,0.03530000150203705
ENST00000174618.5,Nucleus,Nuclear export signal,0.42320001125335693,0.771399974822998,0.0340999998152256,0.11379999667406082,0.1111999973654747,0.002199999988079071,0.04820000007748604,0.11599999666213989,0.14710000157356262,0.015300000086426735
ENST00000176763.10,Cytoplasm,Nuclear localization signal|Nuclear export signal,0.661899983882904,0.4546999931335449,0.04500000178813934,0.5309000015258789,0.1738000065088272,0.006800000090152025,0.10610000044107437,0.24690000712871552,0.2653999924659729,0.006500000134110451
ENST00000177648.13,Cytoplasm,Nuclear export signal,0.7584999799728394,0.3019999861717224,0.0731000006198883,0.2207999974489212,0.19439999759197235,0.00989999994635582,0.2257000058889389,0.3416000008583069,0.3073999881744385,0.09019999951124191
ENST00000179259.6,Cytoplasm|Nucleus,Nuclear export signal,0.7692999839782715,0.5644999742507935,0.0203000009059906,0.1103999987244606,0.5583000183105469,0.030500000342726707,0.10819999873638153,0.04149999842047691,0.12150000035762787,0.04439999908208847
ENST00000187762.7,Endoplasmic reticulum,,0.2743000090122223,0.33730000257492065,0.035999998450279236,0.1469999998807907,0.24040000140666962,0.04500000178813934,0.8683000206947327,0.14720000326633453,0.22210000455379486,0.2003999948501587
ENST00000193322.8,Cell membrane|Lysosome/Vacuole,Signal peptide|Transmembrane domain,0.24660000205039978,0.10790000110864639,0.19220000505447388,0.6621000170707703,0.05550000071525574,0.018400000408291817,0.3718999922275543,0.7764000296592712,0.47699999809265137,0.04039999842643738
ENST00000194214.10,Cytoplasm,Nuclear export signal,0.6851000189781189,0.49950000643730164,0.03290000185370445,0.18400000035762787,0.08169999718666077,0.003000000026077032,0.2581000030040741,0.314300000667572,0.30799999833106995,0.019200000911951065
ENST00000198536.7,Cell membrane,Signal peptide|Transmembrane domain,0.17299999296665192,0.07029999792575836,0.22630000114440918,0.9035999774932861,0.03449999913573265,0.0026000000070780516,0.1615000069141388,0.33000001311302185,0.2012999951839447,0.1615000069141388
ENST00000198939.6,Nucleus,Nuclear localization signal,0.3212999999523163,0.7488999962806702,0.06499999761581421,0.14569999277591705,0.03700000047683716,0.009399999864399433,0.2825999855995178,0.03480000048875809,0.10660000145435333,0.0035000001080334187
ENST00000200457.9,Cytoplasm,Nuclear export signal,0.7825000286102295,0.4058000147342682,0.027799999341368675,0.3260999917984009,0.11789999902248383,0.004100000020116568,0.09160000085830688,0.18649999797344208,0.1696999967098236,0.02319999970495701
ENST00000202677.12,Cytoplasm|Lysosome/Vacuole,Nuclear export signal,0.5673999786376953,0.2619999945163727,0.022199999541044235,0.42649999260902405,0.17790000140666962,0.01269999984651804,0.3619999885559082,0.592199981212616,0.5210999846458435,0.017000000923871994
ENST00000202834.11,Lysosome/Vacuole,Transmembrane domain,0.1348000019788742,0.2303999960422516,0.05779999867081642,0.3384000062942505,0.06849999725818634,0.025699999183416367,0.43779999017715454,0.7141000032424927,0.641700029373169,0.013399999588727951
ENST00000203629.3,Cell membrane,Signal peptide|Transmembrane domain,0.2808000147342682,0.13439999520778656,0.2515999972820282,0.8392999768257141,0.04490000009536743,0.0027000000700354576,0.3894999921321869,0.3767000138759613,0.31209999322891235,0.08470000326633453
ENST00000203630.10,Cytoplasm|Nucleus,,0.5853999853134155,0.6837000250816345,0.14659999310970306,0.2232999950647354,0.5214999914169312,0.0017000000225380063,0.2660999894142151,0.30090001225471497,0.04399999976158142,0.2475000023841858
ENST00000205402.10,Mitochondrion,Mitochondrial transit peptide,0.14489999413490295,0.08330000191926956,0.018799999728798866,0.1412000060081482,0.9039000272750854,0.07289999723434448,0.054099999368190765,0.030799999833106995,0.035599999129772186,0.1145000010728836
ENST00000206020.8,Cytoplasm|Nucleus,Nuclear localization signal,0.5504000186920166,0.7372000217437744,0.13439999520778656,0.13050000369548798,0.09049999713897705,0.0015999999595806003,0.06260000169277191,0.040300000458955765,0.17499999701976776,0.00800000037997961
ENST00000206542.9,Cytoplasm,Nuclear export signal,0.7926999926567078,0.4388999938964844,0.06679999828338623,0.14790000021457672,0.33079999685287476,0.03629999980330467,0.10189999639987946,0.21649999916553497,0.2535000145435333,0.0877000018954277
ENST00000209873.9,Endoplasmic reticulum,,0.3885999917984009,0.4823000133037567,0.025499999523162842,0.20489999651908875,0.17170000076293945,0.015799999237060547,0.600600004196167,0.2994000017642975,0.3224000036716461,0.030799999833106995
ENST00000209875.9,Nucleus,Nuclear localization signal,0.40630000829696655,0.9200999736785889,0.1282999962568283,0.10010000318288803,0.09269999712705612,0.004100000020116568,0.04490000009536743,0.06469999998807907,0.1062999963760376,0.00019999999494757503
ENST00000209884.5,Cytoplasm|Nucleus,Nuclear export signal,0.6327999830245972,0.5972999930381775,0.02810000069439411,0.22470000386238098,0.15379999577999115,0.0071000000461936,0.09040000289678574,0.33219999074935913,0.20440000295639038,0.14100000262260437
ENST00000210060.12,Cytoplasm|Nucleus,Nuclear export signal,0.6230999827384949,0.5681999921798706,0.0284000001847744,0.20669999718666077,0.4413999915122986,0.00279999990016222,0.20839999616146088,0.08169999718666077,0.08569999784231186,0.0430000014603138
ENST00000211998.10,Cytoplasm|Cell membrane,Nuclear export signal,0.6039999723434448,0.2402999997138977,0.052000001072883606,0.704800009727478,0.16110000014305115,0.010200000368058681,0.09440000355243683,0.2125999927520752,0.19850000739097595,0.020099999383091927
ENST00000212355.9,Cell membrane,Signal peptide|Transmembrane domain,0.20190000534057617,0.1242000013589859,0.4875999987125397,0.7950999736785889,0.038100000470876694,0.021400000900030136,0.3158000111579895,0.3617999851703644,0.3874000012874603,0.02419999986886978
ENST00000215115.5,Nucleus,Nuclear localization signal,0.31279999017715454,0.9064000248908997,0.08089999854564667,0.17569999396800995,0.19769999384880066,0.0034000000450760126,0.07209999859333038,0.0502999983727932,0.03629999980330467,0.003700000001117587
ENST00000215375.7,Mitochondrion,Mitochondrial transit peptide,0.08320000022649765,0.12370000034570694,0.03629999980330467,0.17739999294281006,0.9451000094413757,0.003800000064074993,0.030500000342726707,0.09610000252723694,0.0714000016450882,0.027899999171495438
ENST00000215570.8,Cytoplasm|Mitochondrion,Peroxisomal targeting signal,0.522599995136261,0.37279999256134033,0.07259999960660934,0.07989999651908875,0.7347000241279602,0.05090000107884407,0.15109999477863312,0.11190000176429749,0.4684000015258789,0.11810000240802765
ENST00000215574.9,Cytoplasm|Nucleus,Nuclear export signal,0.7023000121116638,0.5995000004768372,0.034299999475479126,0.13359999656677246,0.20919999480247498,0.006500000134110451,0.25999999046325684,0.225600004196167,0.27649998664855957,0.027499999850988388
ENST00000215587.11,Cytoplasm|Nucleus,,0.5121999979019165,0.555899977684021,0.057500001043081284,0.0471000000834465,0.5738999843597412,0.0052999998442828655,0.15330000221729279,0.029400000348687172,0.08699999749660492,0.013799999840557575
ENST00000215659.13,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.6596999764442444,0.6898000240325928,0.03500000014901161,0.17100000381469727,0.15649999678134918,0.01209999993443489,0.19859999418258667,0.15320000052452087,0.14959999918937683,0.03200000151991844
ENST00000215730.12,Cytoplasm|Lysosome/Vacuole,Nuclear export signal,0.5270000100135803,0.20679999887943268,0.03060000017285347,0.4514999985694885,0.438400000333786,0.01080000028014183,0.32600000500679016,0.6320000290870667,0.5192000269889832,0.09269999712705612
ENST00000215790.12,Cytoplasm,Nuclear export signal,0.6503999829292297,0.3206999897956848,0.06589999794960022,0.5067999958992004,0.21130000054836273,0.0044999998062849045,0.163100004196167,0.4133000075817108,0.29660001397132874,0.11379999667406082
ENST00000215794.8,Cytoplasm|Nucleus,,0.6262999773025513,0.5027999877929688,0.0502999983727932,0.13259999454021454,0.44620001316070557,0.005400000140070915,0.23810000717639923,0.26579999923706055,0.17389999330043793,0.010300000198185444
ENST00000215829.8,Cytoplasm|Nucleus,Nuclear localization signal,0.5533000230789185,0.6776999831199646,0.10909999907016754,0.08209999650716782,0.15950000286102295,0.011900000274181366,0.14319999516010284,0.07289999723434448,0.065700002014637,0.0019000000320374966
ENST00000215862.8,Nucleus,Nuclear localization signal,0.3950999975204468,0.9059000015258789,0.0681999996304512,0.08950000256299973,0.07329999655485153,0.013799999840557575,0.08579999953508377,0.06080000102519989,0.04910000041127205,0.008999999612569809
ENST00000215941.9,Cytoplasm,Nuclear export signal,0.5853999853134155,0.4828999936580658,0.05339999869465828,0.35850000381469727,0.2361000031232834,0.006200000178068876,0.15839999914169312,0.24480000138282776,0.29440000653266907,0.01850000023841858
ENST00000215957.10,Cytoplasm,Nuclear localization signal,0.7221999764442444,0.4115000069141388,0.05900000035762787,0.4797999858856201,0.1395999938249588,0.015699999406933784,0.18050000071525574,0.2662000060081482,0.3109000027179718,0.00800000037997961
ENST00000215980.10,Cytoplasm,Nuclear export signal,0.675599992275238,0.3578000068664551,0.1080000028014183,0.2630000114440918,0.24120000004768372,0.00279999990016222,0.3458999991416931,0.52920001745224,0.3702000081539154,0.12530000507831573
ENST00000216019.11,Cytoplasm|Nucleus,Nuclear localization signal,0.7135000228881836,0.6531999707221985,0.1324000060558319,0.13920000195503235,0.12600000202655792,0.007799999788403511,0.11479999870061874,0.06069999933242798,0.03959999978542328,0.003700000001117587
ENST00000216034.6,Endoplasmic reticulum|Golgi apparatus,Transmembrane domain,0.2418999969959259,0.16680000722408295,0.05689999833703041,0.27950000762939453,0.5784000158309937,0.01850000023841858,0.862500011920929,0.30649998784065247,0.6908000111579895,0.3100999891757965
ENST00000216044.10,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.7454000115394592,0.5814999938011169,0.017100000753998756,0.27140000462532043,0.13459999859333038,0.006399999838322401,0.17409999668598175,0.061900001019239426,0.2535000145435333,0.08150000125169754
ENST00000216068.9,Cytoplasm,Nuclear localization signal,0.6029000282287598,0.3797999918460846,0.1362999975681305,0.24490000307559967,0.19689999520778656,0.02370000071823597,0.2603999972343445,0.2678000032901764,0.3456000089645386,0.002199999988079071
ENST00000216099.13,Cytoplasm,,0.6212000250816345,0.4625999927520752,0.22349999845027924,0.13040000200271606,0.06679999828338623,0.021400000900030136,0.3109000027179718,0.2549000084400177,0.20829999446868896,0.10130000114440918
ENST00000216106.6,Nucleus,Nuclear localization signal,0.22709999978542328,0.9675999879837036,0.029899999499320984,0.10769999772310257,0.03220000118017197,0.006399999838322401,0.058800000697374344,0.03449999913573265,0.04690000042319298,0.0013000000035390258
ENST00000216122.9,Nucleus,Nuclear localization signal|Nuclear export signal,0.4729999899864197,0.7324000000953674,0.024900000542402267,0.12939999997615814,0.1501999944448471,0.01899999938905239,0.11969999969005585,0.14630000293254852,0.10369999706745148,0.061500001698732376
ENST00000216160.11,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.7064999938011169,0.5368000268936157,0.052299998700618744,0.4320000112056732,0.11060000211000443,0.008999999612569809,0.21459999680519104,0.18619999289512634,0.3587000072002411,0.02500000037252903
ENST00000216181.11,Cytoplasm,Nuclear localization signal|Nuclear export signal,0.7594000101089478,0.20649999380111694,0.03830000013113022,0.4032999873161316,0.1673000007867813,0.006399999838322401,0.05339999869465828,0.17270000278949738,0.3043999969959259,0.023399999365210533
ENST00000216218.8,Cytoplasm,Nuclear export signal,0.6765999794006348,0.41830000281333923,0.08619999885559082,0.15410000085830688,0.27079999446868896,0.013399999588727951,0.1987999975681305,0.2206999957561493,0.40630000829696655,0.044199999421834946
ENST00000216254.9,Mitochondrion,Mitochondrial transit peptide,0.14949999749660492,0.125,0.027899999171495438,0.12189999967813492,0.9175000190734863,0.008299999870359898,0.11580000072717667,0.07039999961853027,0.0754999965429306,0.014399999752640724
ENST00000216259.8,Cytoplasm,Nuclear export signal,0.7200000286102295,0.47110000252723694,0.08810000121593475,0.3287999927997589,0.4142000079154968,0.002300000051036477,0.15889999270439148,0.12620000541210175,0.1648000031709671,0.030300000682473183
ENST00000216277.13,Nucleus,Nuclear localization signal,0.46720001101493835,0.7386999726295471,0.08940000087022781,0.155799999833107,0.15839999914169312,0.0026000000070780516,0.23970000445842743,0.13019999861717224,0.14190000295639038,0.23899999260902405
ENST00000216373.10,Cytoplasm,Nuclear localization signal|Nuclear export signal,0.6848999857902527,0.3093999922275543,0.04809999838471413,0.542900025844574,0.10320000350475311,0.013100000098347664,0.18279999494552612,0.44850000739097595,0.2809999883174896,0.007000000216066837
ENST00000216392.8,Cytoplasm,Nuclear localization signal,0.7050999999046326,0.27070000767707825,0.11490000039339066,0.3833000063896179,0.2393999993801117,0.015699999406933784,0.08959999680519104,0.19259999692440033,0.06909999996423721,0.026000000536441803
ENST00000216416.9,Cell membrane|Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.14480000734329224,0.13289999961853027,0.025599999353289604,0.6280999779701233,0.1145000010728836,0.0015999999595806003,0.7239000201225281,0.3725000023841858,0.545799970626831,0.0017000000225380063
ENST00000216442.12,Cytoplasm,,0.48260000348091125,0.39160001277923584,0.07810000330209732,0.2167000025510788,0.3208000063896179,0.01209999993443489,0.1673000007867813,0.287200003862381,0.12929999828338623,0.021800000220537186
ENST00000216456.6,Lysosome/Vacuole,Signal peptide|Transmembrane domain,0.14579999446868896,0.08429999649524689,0.011900000274181366,0.44609999656677246,0.14180000126361847,0.012000000104308128,0.5929999947547913,0.6783000230789185,0.578499972820282,0.03869999945163727
ENST00000216554.8,Cytoplasm,Nuclear localization signal,0.7702000141143799,0.358599990606308,0.09749999642372131,0.16459999978542328,0.19429999589920044,0.010300000198185444,0.2303999960422516,0.22949999570846558,0.29339998960494995,0.010300000198185444
ENST00000216714.8,Nucleus,Nuclear localization signal,0.4553999900817871,0.7897999882698059,0.12399999797344208,0.04529999941587448,0.1712000072002411,0.008500000461935997,0.0210999995470047,0.036400001496076584,0.07989999651908875,0.0007999999797903001
ENST00000216727.9,Cytoplasm|Nucleus,Nuclear localization signal,0.5846999883651733,0.699400007724762,0.10869999974966049,0.16089999675750732,0.10289999842643738,0.0026000000070780516,0.09359999746084213,0.12280000001192093,0.19580000638961792,0.006300000008195639
ENST00000216774.11,Cytoplasm,Nuclear export signal,0.5927000045776367,0.35089999437332153,0.07460000365972519,0.14800000190734863,0.3702999949455261,0.01080000028014183,0.3653999865055084,0.3450999855995178,0.46369999647140503,0.0625
ENST00000216780.9,Mitochondrion,Mitochondrial transit peptide,0.36419999599456787,0.17110000550746918,0.05119999870657921,0.1964000016450882,0.7820000052452087,0.0006000000284984708,0.16410000622272491,0.21299999952316284,0.20880000293254852,0.01979999989271164
ENST00000216799.9,Cytoplasm|Nucleus,Nuclear export signal,0.5644000172615051,0.633400022983551,0.0421999990940094,0.11219999939203262,0.2280000001192093,0.003000000026077032,0.3864000141620636,0.2214999943971634,0.18629999458789825,0.017799999564886093
ENST00000216832.9,Nucleus,Nuclear localization signal,0.2680000066757202,0.9332000017166138,0.1324000060558319,0.14650000631809235,0.05290000140666962,0.029200000688433647,0.08259999752044678,0.022199999541044235,0.0674000009894371,0.015200000256299973
ENST00000216877.10,Cell membrane|Lysosome/Vacuole,Signal peptide|Transmembrane domain,0.3151000142097473,0.08529999852180481,0.1200999990105629,0.8241000175476074,0.05999999865889549,0.005499999970197678,0.26330000162124634,0.6711000204086304,0.43209999799728394,0.09730000048875809
ENST00000217455.9,Peroxisome,Peroxisomal targeting signal,0.439300000667572,0.2978000044822693,0.00570000009611249,0.044599998742341995,0.27810001373291016,0.0003000000142492354,0.24869999289512634,0.09520000219345093,0.0608999989926815,0.984000027179718
ENST00000217652.8,Cytoplasm|Nucleus,Nuclear localization signal,0.7477999925613403,0.5311999917030334,0.048700001090765,0.23520000278949738,0.17880000174045563,0.01360000018030405,0.36149999499320984,0.09870000183582306,0.19840000569820404,0.0012000000569969416
