"ENSEMBL","SYMBOL","gene_type","strand","chrom","WT_Latent_c3-1","WT_Early_c3-1","WT_Latent_c3-2","WT_Early_c3-2","WT_Latent_c3-3","WT_Early_c3-3","WT_Latent_c4-1","WT_Early_c4-1","WT_Latent_c4-2","WT_Early_c4-2","log2FoldChange","pvalue","padj","WT_Latent_groupMean","WT_Early_groupMean","baseMean"
"ENSG00000006704","GTF2IRD1","protein_coding","+","chr7",0,76.673133099205,3.08141355947051,96.4650937739844,0,71.5259393565985,1.42798597644483,20.2676318131593,2.87187384111765,14.037608391243,4.96374258508113,3.00731476364644e-10,1.03463437801188e-09,1.4762546754066,55.7938812868381,28.6350679811223
"ENSG00000006715","VPS41","protein_coding","-","chr7",40.3899756738874,21.7821400850014,24.6513084757641,19.958295263583,32.5236289944137,20.8617323123412,42.8395792933448,19.7850691509413,48.8218552990001,24.3318545448211,-0.761382889837052,0.0131521125719143,0.0186918494431668,37.845269547282,21.3438182713376,29.5945439093098
"ENSG00000007047","MARK4","protein_coding","+","chr19",3.36583130615728,33.1088529292022,12.3256542378821,29.9374428953745,41.3937096292538,37.998155283193,4.28395792933448,25.0932584353401,11.4874953644706,30.8827384607345,0.939418302543354,0.0293062188951263,0.0398493098391047,14.5713296934196,31.4040896007688,22.9877096470942
"ENSG00000007080","CCDC124","protein_coding","+","chr19",8.4145782653932,59.2474210312039,10.7849474581468,99.7914763179149,14.7834677247335,72.2710012248964,27.1317335524517,22.6804451242497,5.7437476822353,31.8185790201507,1.91915395690991,2.59023346242996e-05,4.97950053553346e-05,13.3716949365921,57.1617845436831,35.2667397401376
"ENSG00000007237","GAS7","protein_coding","-","chr17",15.1462408777078,30.494996119002,6.16282711894103,27.4426559874266,5.9133870898934,34.2728459417035,4.28395792933448,24.128133110904,7.17968460279413,25.2676951042373,1.75763052883834,2.04003830802745e-05,3.96844882600423e-05,7.73721952373416,28.3212652526547,18.0292423881944
"ENSG00000007341","ST7L","protein_coding","-","chr1",16.8291565307864,47.0494225836031,15.4070677973526,32.4322298033224,29.566935449467,35.7629696782993,12.8518737880034,14.4768798665424,17.2312430467059,18.716811188324,0.586761400195402,0.114905800226591,0.143223540627961,18.3772553224631,29.6876626240182,24.0324589732406
"ENSG00000007384","RHBDF1","protein_coding","-","chr16",952.53025964251,747.563047717249,1086.19827971336,566.316628104167,887.00806348401,475.349471974061,1242.347799507,290.502722655284,786.893432466236,258.291994398871,-1.01129278612789,0.00118480513286598,0.00190578819076738,990.995566962622,467.604772969926,729.300169966274
"ENSG00000007944","MYLIP","protein_coding","+","chr6",77.4141200416174,11.3267128442007,67.7910983083513,4.98957381589575,76.8740321686142,11.9209898927664,75.6832567515758,5.79075194661695,81.848404471853,5.61504335649719,-3.22559372142695,1.4037065255508e-19,1.35955375972496e-18,75.9221823484024,7.92861437119541,41.9253983597989
"ENSG00000008323","PLEKHG6","protein_coding","+","chr12",23.560819143101,365.939953428024,7.70353389867628,286.068898778023,5.9133870898934,251.830911484691,8.56791585866896,87.8264045236905,4.30781076167648,104.814142654614,4.36377272999365,4.41736423310033e-18,3.6119314879317e-17,10.0106933504032,219.296062173808,114.653377762106
"ENSG00000008516",NA,NA,NA,NA,0,31.366281722402,1.54070677973526,29.9374428953745,7.39173386236675,19.3716085757454,4.28395792933448,12.064066555452,1.43593692055883,15.4413692303673,2.61369329760886,5.93114498251696e-06,1.22158678775097e-05,2.93046709839906,21.6361537958682,12.2833104471337
"ENSG00000008952","SEC62","protein_coding","+","chr3",5.04874695923592,230.019399297615,16.9477745770878,243.657521342909,11.8267741797868,201.166704440433,14.2798597644483,140.425734705461,10.0515584439118,166.579619576083,4.00271750007466,2.67110299189527e-26,5.69757881662529e-25,11.6309427848941,196.3697958725,104.000369328697
"ENSG00000009335","UBE3C","protein_coding","+","chr7",8.4145782653932,21.7821400850014,1.54070677973526,20.7898908995656,1.47834677247335,21.6067941806391,0,21.7153197998136,7.17968460279413,14.037608391243,2.24419239036653,2.07229204285728e-05,4.02799713243178e-05,3.72266328407919,19.9863506712525,11.8545069776659
"ENSG00000010030","ETV7","protein_coding","-","chr6",30.2924817554155,42.6929945666028,36.9769627136462,34.9270167112702,26.6102419045203,34.2728459417035,137.086653738703,35.7096370041379,91.8999629157648,53.3429118867233,-0.590044124421518,0.120813957868145,0.149902194562752,64.57326060561,40.1890812220875,52.3811709138488
"ENSG00000010072","SPRTN","protein_coding","+","chr1",112.755348756269,226.534256884015,135.582196616703,139.708066845081,78.3523789410875,107.288909034898,128.518737880034,85.8961538748181,89.0280890746472,83.2898097880416,0.212211569252522,0.500412324916426,0.550947680888687,108.847350253748,128.543439285371,118.695394769559
"ENSG00000010244","ZNF207","protein_coding","+","chr17",1154.48013801195,407.761662391227,659.42250172669,227.857204259239,1144.24040189437,274.182767533628,1773.55858274448,335.863612903783,1911.2320412638,412.705686702543,-1.92495118084486,2.68993377839631e-09,8.17646537596798e-09,1328.58673312826,331.674186758084,830.13045994317
"ENSG00000010310","GIPR","protein_coding","+","chr19",70.6824574293029,87.1285603400057,138.663610176173,75.6752028744188,103.484274073134,62.5851969370237,119.950822021365,69.4890233594034,101.951521359677,66.44467971855,-0.532001901236298,0.0465613007884806,0.0615050462219402,106.94653701193,72.2645326458803,89.6055348289054
"ENSG00000011007","ELOA","protein_coding","+","chr1",20.1949878369437,61.861277841404,18.4884813568231,35.7586123472528,16.2618144972068,41.7234646246825,22.8477756231172,16.4071305154147,12.9234322850294,36.4977818172317,0.966645116796582,0.00903893284395413,0.0131198238261654,18.1432983198241,38.4496534291972,28.2964758745106
"ENSG00000011198","ABHD5","protein_coding","+","chr3",1.68291565307864,219.563972056814,10.7849474581468,177.129870464299,4.43504031742005,210.852508728306,4.28395792933448,140.908297367679,8.61562152335295,179.68138740791,4.87514072468454,1.00299420591072e-28,2.92898188940357e-27,5.96049657626658,185.627207205002,95.7938518906341
"ENSG00000011332","DPF1","protein_coding","-","chr19",6.73166261231456,45.306851376803,6.16282711894103,34.9270167112702,4.43504031742005,39.4882790197888,2.85597195288965,25.5758210975582,2.87187384111765,17.7809706289078,2.6724736084433,6.98084627191316e-08,1.77267245393406e-07,4.61147516853659,32.6157877668656,18.6136314677011
"ENSG00000011454","RABGAP1","protein_coding","+","chr9",35.3412287146514,297.979676362819,58.5468576299398,372.554844920216,29.566935449467,353.159325573205,44.2675652697896,106.646348350196,25.8468645700589,108.557504892279,2.57000129729745,3.66488957822122e-10,1.23999643246574e-09,38.7138903267813,247.779540019743,143.246715173262
"ENSG00000011478","QPCTL","protein_coding","+","chr19",85.8286983070106,139.405696544009,73.9539254272923,122.244558489446,53.2204838090406,77.4864343029817,139.942625691593,91.6869058214351,107.695269041912,90.7765342633712,0.158300125577028,0.597057271174761,0.646614342689487,92.1282004553697,104.320025884249,98.2241131698091
"ENSG00000012048","BRCA1","protein_coding","-","chr17",43.7558069800446,41.8217089632027,18.4884813568231,59.874885790749,20.6968548146269,40.2333408880867,39.9836073404552,14.4768798665424,57.437476822353,16.3772097897835,-0.0624404359746132,0.867713267256986,0.893202116903646,36.0724454628606,34.5568050596728,35.3146252612667
"ENSG00000012174","MBTPS2","protein_coding","+","chrX",33.6583130615728,7.84157043060051,35.4362559339109,9.97914763179149,29.566935449467,6.70555681468111,48.5515231991241,5.79075194661695,40.2062337756471,13.1017678318268,-2.00419090013942,4.92940658261134e-08,1.26351456083026e-07,37.4838522839444,8.68375893110337,23.0838056075239
"ENSG00000012817","KDM5D","protein_coding","-","chrY",520.0209368013,467.00908342243,523.840305109987,322.659106761258,334.106370578977,313.671046553416,425.539820980558,140.425734705461,450.884193055471,227.409255938136,-0.563968398272896,0.06478135238096,0.0837242662752871,450.878325305259,294.23484547614,372.5565853907
"ENSG00000019995","ZRANB1","protein_coding","+","chr10",5.04874695923592,191.682832748012,4.62212033920577,172.971892284386,0,202.656828177029,7.13992988222414,131.257044123318,14.3593692055883,135.228960835641,4.64248782984253,3.39224417347048e-24,5.47445720889677e-23,6.23403327725082,166.759511633677,86.496772455464
"ENSG00000020129","NCDN","protein_coding","+","chr1",201.949878369437,735.365049269648,106.308767801733,282.742516234092,144.877983702388,168.383982235326,171.358317173379,132.222169447754,133.542133611971,126.338475521187,0.806423381659865,0.0424246114965491,0.0563746327199539,151.607416131782,289.010438541601,220.308927336691
"ENSG00000022840","RNF10","protein_coding","+","chr12",21.8779034900223,815.523324782453,27.7327220352346,605.401622995351,26.6102419045203,558.051339355128,34.2716634346759,484.492912866952,25.8468645700589,468.856120267515,4.38246434386863,1.9453328292552e-44,2.51152706850685e-42,27.2678790869024,586.46506405348,306.866471570191
"ENSG00000023892","DEF6","protein_coding","+","chr6",53.8533008985165,15.683140861201,30.8141355947051,23.2846778075135,26.6102419045203,22.351856048937,112.810892139141,15.4420051909785,50.2577922195589,20.1205720274483,-1.38807378840158,0.000255577510262838,0.00044748867428604,54.8692725512884,19.3764503872157,37.122861469252
"ENSG00000023902","PLEKHO1","protein_coding","+","chr1",918.871946580937,137.663125337209,517.677477991046,99.7914763179149,546.988305815139,84.1919911176629,773.968399233096,59.3552074528238,732.327829485001,70.1880419562148,-2.90204911978213,4.34796421658712e-21,5.07883629680391e-20,697.966791821044,90.2379684363651,394.102380128705
"ENSG00000023909","GCLM","protein_coding","-","chr1",3.36583130615728,224.791685677215,3.08141355947051,143.034449389011,4.43504031742005,106.5438471666,39.9836073404552,130.291918798881,15.7953061261471,159.560815380462,3.36394325613353,3.3571542752665e-11,1.31551109220906e-10,13.33223972993,152.844543282434,83.0883915061819
"ENSG00000025293","PHF20","protein_coding","+","chr20",42.072891326966,53.1484218074035,44.6804966123224,50.7273337949401,70.9606450787208,66.3105062785132,71.3992988222413,17.8548185020689,41.6421706962059,23.3960139854049,-0.321134858075425,0.359551589268251,0.411371291266333,54.1511005072913,42.2874188736661,48.2192596904787
"ENSG00000026103","FAS","protein_coding","+","chr10",90.8774452662466,5.22771362040034,61.6282711894103,5.82116945187837,76.8740321686142,8.94074241957482,81.3952006573551,7.23843993327119,94.7718367568825,8.42256503474578,-3.42411953473039,7.8260502894372e-23,1.12264920233856e-21,81.1093572077017,7.1301260919741,44.1197416498379
"ENSG00000026751","SLAMF7","protein_coding","+","chr1",99.2920235316398,83.6434179264054,98.6052339030564,70.6856290585231,85.7441128034543,77.4864343029817,205.629980608055,55.4947061550791,175.184304308177,49.1316293693504,-0.915689369065968,0.00349040125461652,0.00535122142348396,132.891131030876,67.2883633624679,100.089747196672
"ENSG00000027869","SH2D2A","protein_coding","-","chr1",1.68291565307864,10.4554272408007,36.9769627136462,14.9687214476872,29.566935449467,17.1364229708517,25.7037475760069,14.9594425287605,25.8468645700589,12.6338475521187,-0.664625395133129,0.0921471618740089,0.11699637064024,23.9554851924515,14.0307723480438,18.9931287702476
"ENSG00000028116","VRK2","protein_coding","+","chr2",915.50611527478,115.009699648807,753.40561529054,75.6752028744188,424.285523699851,84.9370529859607,1032.43386096961,73.3495246571481,947.718367568825,69.2522013967986,-3.23622432574075,5.16080263909812e-26,1.06381923308468e-24,814.669896560721,83.6447363126267,449.157316436674
"ENSG00000028137","TNFRSF1B","protein_coding","+","chr1",5.04874695923592,76.673133099205,7.70353389867628,66.5276508786099,14.7834677247335,63.3302588053216,31.4156914817862,74.7972126438023,30.1546753317353,66.44467971855,1.83345828416473,2.6493596820094e-06,5.64628957425636e-06,17.8212230792334,69.5545870290978,43.6879050541656
"ENSG00000029363","BCLAF1","protein_coding","-","chr6",131.267420940134,250.058968175816,124.797249158556,174.635083556351,121.224435342815,166.89385849873,201.346022678721,162.141054505275,162.260872023147,156.753293702213,0.274445825587409,0.29859417773049,0.347462769436856,148.179200028674,182.096451687677,165.137825858176
"ENSG00000031003","FAM13B","protein_coding","-","chr5",245.705685349481,226.534256884015,187.966227127701,205.404122087708,175.923265924329,278.653138743415,399.836073404552,175.652809047381,426.473265405971,223.197973420763,-0.341413568069122,0.253168264920781,0.297424211614309,287.180903442407,221.888460036656,254.534681739532
"ENSG00000031691","CENPQ","protein_coding","+","chr6",8.4145782653932,86.2572747366056,21.5698949162936,111.433815221672,10.3484274073134,137.836445635112,19.9918036702276,72.3843993327119,11.4874953644706,71.123882515631,2.64058516831938,3.3180512069941e-12,1.44568021505445e-11,14.3624399247397,95.8071634883464,55.084801706543
"ENSG00000031698","SARS1","protein_coding","+","chr1",16.8291565307864,66.2177058584043,15.4070677973526,44.0745687070791,19.2185080421535,75.251248698088,25.7037475760069,30.401447719739,17.2312430467059,34.6261006983993,1.29192479140215,0.000359711279996711,0.000622704142436084,18.8779445986011,50.114214336342,34.4960794674715
"ENSG00000033327","GAB2","protein_coding","-","chr11",21.8779034900223,101.069129994407,6.16282711894103,114.760197765602,17.7401612696802,84.9370529859607,42.8395792933448,61.2854581016961,28.7187384111765,61.765476921469,1.72798030330099,7.91339090213495e-06,1.60958108482065e-05,23.467841916633,84.7634631538269,54.1156525352299
"ENSG00000035681","NSMAF","protein_coding","-","chr8",45.4387226331233,67.9602770652044,50.8433237312635,63.2012683346795,20.6968548146269,37.2530934148951,42.8395792933448,24.128133110904,43.0781076167648,30.8827384607345,0.11303581783466,0.741154859670978,0.782294694824832,40.5793176178246,44.6851020772835,42.6322098475541
"ENSG00000035928","RFC1","protein_coding","-","chr4",31.9753974084942,90.6137027536059,26.1920152554994,128.065727941324,42.8720564017271,119.209898927664,29.9877055053414,49.7039542084622,14.3593692055883,79.5464475503768,1.58341725034228,8.99287486477575e-06,1.81709407275905e-05,29.0773087553301,93.4279462762866,61.2526275158083
"ENSG00000036549","ZZZ3","protein_coding","-","chr1",40.3899756738874,19.1682832748012,26.1920152554994,18.2951039916177,50.2637902640939,17.1364229708517,52.8354811284586,5.79075194661695,33.026549172853,7.48672447532958,-1.49413844038568,0.00010493799366151,0.00019081756742156,40.5415622989584,13.5754573318434,27.0585098154009
"ENSG00000038210","PI4K2B","protein_coding","+","chr4",294.510239288762,306.69253239682,201.832588145319,244.489116978892,198.098467511429,233.949426645541,548.346614954814,167.931806451892,462.371688419942,204.949082512147,-0.506034997612948,0.109306868353114,0.136522274984821,341.031919664053,231.602392997058,286.317156330556
"ENSG00000039123","MTREX","protein_coding","+","chr5",429.143491535053,158.57397981881,272.70510001314,98.1282850459497,174.444919151855,75.251248698088,351.284550205427,62.7331460883503,334.573302490206,98.2632587387008,-1.58564713155246,1.04715879706749e-06,2.34368661423956e-06,312.430272679137,98.5899836779798,205.510128178558
"ENSG00000040487","SLC66A1","protein_coding","+","chr1",40.3899756738874,63.6038490482041,29.2734288149699,61.5380770627142,26.6102419045203,40.2333408880867,29.9877055053414,18.337381164287,10.0515584439118,12.1659272724106,0.426522718677663,0.288957407294102,0.337208620405534,27.2625820685261,39.1757150871405,33.2191485778333
"ENSG00000041880","PARP3","protein_coding","+","chr3",1.68291565307864,107.168129218207,9.24424067841154,71.5172246945057,2.9566935449467,32.7827222051077,8.56791585866896,21.2327571375955,4.30781076167648,20.1205720274483,3.02958692010736,7.48349566877528e-08,1.89052676369781e-07,5.35191529935646,50.5642810565728,27.9580981779646
"ENSG00000046651","OFD1","protein_coding","+","chrX",40.3899756738874,117.623556459008,29.2734288149699,125.570941033376,36.9586693118337,104.308661561706,105.670962256917,95.0648444569617,73.2327829485001,97.3274181792845,0.833926819552196,0.0125203629960048,0.0178560758309301,57.1051638012217,107.979084338067,82.5421240696445
"ENSG00000047230","CTPS2","protein_coding","-","chrX",20.1949878369437,80.1582755128052,24.6513084757641,69.8540334225404,13.3051209522601,57.3697638589384,11.4238878115586,29.9188850575209,28.7187384111765,47.259948250518,1.41768255970794,0.000127010405407463,0.00022925424905409,19.6588086975406,56.9121812204646,38.2854949590026
"ENSG00000048405","ZNF800","protein_coding","-","chr7",57.2191322046738,97.5839875808064,55.4654440704692,54.8853119748532,62.0905644438807,68.5456918834069,88.5351305395793,27.5060717464305,80.4124675512942,35.5619412578155,-0.252239851567852,0.446977702114533,0.500403284640828,68.7445477619794,56.8166008886625,62.780574325321
"ENSG00000048544","MRPS10","protein_coding","-","chr6",582.288815965209,692.672054703045,545.410200026281,484.82025577787,665.256047613007,482.80009065704,514.074951520138,302.084226548518,356.112356298589,311.634906285594,-0.209347823282626,0.466663797751091,0.519621559638414,532.628474284645,454.802306794413,493.715390539529
"ENSG00000049249","TNFRSF9","protein_coding","-","chr1",77.4141200416174,77.5444187026051,147.907850854585,97.296689409967,313.40951576435,78.2314961712796,8.56791585866896,11.5815038932339,5.7437476822353,11.2300867129944,-0.518218124869377,0.333147957769841,0.384751384373549,110.608630040291,55.176838978016,82.8927345091536
"ENSG00000049541","RFC2","protein_coding","-","chr7",70.6824574293029,67.9602770652044,64.7096847488808,46.569355615027,42.8720564017271,41.7234646246825,89.9631165160241,16.4071305154147,77.5405937101766,16.8451300694916,-0.780598979170433,0.0345826577019081,0.0465021564476553,69.1535817612223,37.901071577964,53.5273266695932
"ENSG00000050426","LETMD1","protein_coding","+","chr12",30.2924817554155,27.0098537054018,35.4362559339109,19.958295263583,29.566935449467,21.6067941806391,58.5474250342379,10.1338159065797,40.2062337756471,9.82632587387008,-1.05758234849668,0.00336340710611629,0.00517918244275158,38.8098663897357,17.7070169860147,28.2584416878752
"ENSG00000050730","TNIP3","protein_coding","-","chr4",25.2437347961796,43.5642801700028,55.4654440704692,36.5902079832355,66.5256047613007,40.2333408880867,1.42798597644483,9.16869058214351,10.0515584439118,3.74336223766479,-0.140359257432199,0.778993677096831,0.817783498235661,31.7428656096612,26.6599763722267,29.2014209909439
"ENSG00000051180","RAD51","protein_coding","+","chr15",62.2678791639097,245.702540158816,73.9539254272923,191.266996276004,44.3504031742005,133.366074425324,71.3992988222413,54.529580830643,74.6687198690589,67.8484405576743,0.97055619308337,0.00915361132018376,0.0132784202060383,65.3280452913405,138.542726449692,101.935385870516
"ENSG00000053371","AKR7A2","protein_coding","-","chr1",575.557153352895,346.771670153223,385.176694933814,281.079324962127,337.063064123924,260.026592035968,388.412185592993,77.2100259548927,333.137365569647,101.070780416949,-0.826115119811284,0.0219697884382105,0.0303958776305303,403.869292714655,213.231678704632,308.550485709643
"ENSG00000053372","MRTO4","protein_coding","+","chr1",43.7558069800446,486.177366697232,57.0061508502045,396.671118363712,23.6535483595736,385.942047778313,77.1112427280207,343.584615499273,28.7187384111765,352.811890899907,3.02956678348995,1.78429037684757e-19,1.69645902883996e-18,46.049097465804,393.037407847687,219.543252656746
"ENSG00000053501","USE1","protein_coding","+","chr19",23.560819143101,23.5247112918015,21.5698949162936,29.9374428953745,10.3484274073134,19.3716085757454,28.5597195288965,8.68612791992543,20.1031168878236,10.7621664332863,-0.167772831444697,0.649789510862734,0.697258823336083,20.8283955766856,18.4564114232266,19.6424034999561
"ENSG00000053770","AP5M1","protein_coding","+","chr14",1.68291565307864,29.6237105156019,3.08141355947051,18.2951039916177,0,19.3716085757454,2.85597195288965,10.6163785687977,5.7437476822353,19.1847314680321,2.6040495104766,7.42221268626728e-06,1.51344037567861e-05,2.67280976953482,19.418306623959,11.0455581967469
"ENSG00000054523","KIF1B","protein_coding","+","chr1",124.535758327819,162.059122232411,40.0583762731167,93.1387112300539,62.0905644438807,96.8580428787272,92.8190884689138,49.2213915462441,57.437476822353,66.44467971855,0.269836208636617,0.437199164427574,0.49037473723861,75.3882528672167,93.5443895211972,84.4663211942069
"ENSG00000054654","SYNE2","protein_coding","+","chr14",63.9507948169883,1970.84803489093,57.0061508502045,1440.32364152191,41.3937096292538,914.935974269823,304.161012982748,1181.31339710986,267.084267223941,1258.23763213508,3.07482604295493,9.76783061309865e-11,3.55496861927759e-10,146.719187100627,1353.13173598552,749.925461543073
"ENSG00000054967","RELT","protein_coding","+","chr11",1329.50336593213,336.316242912422,973.726684792682,307.690385313571,648.9942331158,180.304972128092,1525.08902284308,138.495484056589,1285.16354390015,171.726742652872,-2.27482827279818,1.05052112359499e-11,4.34557894802446e-11,1152.49537011677,226.906765412709,689.701067764738
"ENSG00000056558","TRAF1","protein_coding","-","chr9",3725.97525591611,4225.73517649028,3540.54417983162,2740.93921619873,3441.59128631796,2352.90538008477,2187.67451591348,1184.20877308317,1608.24935102588,1185.24206850061,-0.269605254640889,0.429104198951984,0.482840642215237,2900.80691780101,2337.80612287151,2619.30652033626
"ENSG00000056586","RC3H2","protein_coding","-","chr9",20.1949878369437,106.296843614807,6.16282711894103,111.433815221672,5.9133870898934,108.779032771494,19.9918036702276,35.7096370041379,12.9234322850294,47.259948250518,2.51804227842357,1.63878180067067e-08,4.52695017685265e-08,13.037287600207,81.8958553725256,47.4665714863663
"ENSG00000059378","PARP12","protein_coding","-","chr7",3.36583130615728,33.1088529292022,6.16282711894103,28.2742516234092,2.9566935449467,40.2333408880867,28.5597195288965,39.5701383018825,12.9234322850294,42.1128251737289,1.58660583754453,0.000330085514269934,0.000573035928169956,10.7937007567942,36.6598817832619,23.726791270028
"ENSG00000060069","CTDP1","protein_coding","+","chr18",0,104.554272408007,4.62212033920577,99.7914763179149,5.9133870898934,96.1129810104293,4.28395792933448,48.2562662218079,1.43593692055883,36.4977818172317,4.40038655042407,1.655194938124e-14,9.16522163254665e-14,3.25108045579849,77.0425555550781,40.1468180054383
"ENSG00000060237","WNK1","protein_coding","+","chr12",319.753974084942,67.9602770652044,251.135205096847,49.8957381589575,156.704757882175,67.0555681468111,379.844269734324,53.0818928439887,462.371688419942,71.5918027953391,-2.27331472786057,1.03046272789594e-12,4.71590498419543e-12,313.961979043646,61.9170558020602,187.939517422853
"ENSG00000060558","GNA15","protein_coding","+","chr19",30.2924817554155,486.177366697232,33.8955491541756,204.572526451726,47.3070967191472,178.069786523198,27.1317335524517,97.477657768052,31.5906122522942,115.5763090879,2.55262526380014,1.06393813191325e-09,3.45216962643281e-09,34.0434946866968,216.374729305622,125.209111996159
"ENSG00000061656","SPAG4","protein_coding","+","chr20",26.9266504492582,608.15735117324,32.3548423744404,395.007927091747,48.7854434916205,341.983397548737,65.687354916462,189.164563589487,57.437476822353,261.099516077119,2.87156250914489,1.12925371584247e-14,6.44199852316647e-14,46.2383536108268,359.082551096066,202.660452353446
"ENSG00000062716","VMP1","protein_coding","+","chr17",37.0241443677301,46.178136980203,73.9539254272923,28.2742516234092,70.9606450787208,24.5870416538307,102.814990304028,18.337381164287,64.6171614251471,27.1393762230697,-1.19740525673707,0.000386363387297436,0.000665087290554815,69.8741733205836,28.9032375289599,49.3887054247718
"ENSG00000063245","EPN1","protein_coding","+","chr19",8.4145782653932,106.296843614807,3.08141355947051,56.5485032468185,4.43504031742005,39.4882790197888,1.42798597644483,67.5587727105311,1.43593692055883,70.1880419562148,4.08526202227307,2.80185707248519e-14,1.51386682793087e-13,3.75899100785748,68.016088109632,35.8875395587447
"ENSG00000064115","TM7SF3","protein_coding","-","chr12",38.7070600208087,22.6534256884015,29.2734288149699,28.2742516234092,10.3484274073134,23.8419797855328,22.8477756231172,13.0291918798881,40.2062337756471,22.4601734259887,-0.316990387345086,0.363577727631667,0.415396444285272,28.2765851283713,22.0518044806441,25.1641948045077
"ENSG00000064300","NGFR","protein_coding","+","chr17",1.68291565307864,47.0494225836031,4.62212033920577,44.9061643430617,4.43504031742005,31.2925984685119,1.42798597644483,22.6804451242497,0,23.3960139854049,3.60835525300623,2.61964847126548e-09,7.98260583852699e-09,2.43361245722986,33.8649289009663,18.1492706790981
"ENSG00000064547","LPAR2","protein_coding","-","chr19",6.73166261231456,99.3265587876065,4.62212033920577,68.1908421505752,10.3484274073134,68.5456918834069,11.4238878115586,41.5003889507548,7.17968460279413,42.1128251737289,2.86082431267368,3.83372765197555e-11,1.48799587504684e-10,8.0611565546373,63.9352613892145,35.9982089719259
"ENSG00000064995","TAF11","protein_coding","-","chr6",117.804095715505,907.008313139459,95.5238203435859,532.22120702888,76.8740321686142,529.738988359808,82.8231866338,417.899265480857,100.515584439118,512.372706280368,2.56092416070496,5.56708991594331e-18,4.47740051272424e-17,94.7081438601245,579.848096057874,337.278119958999
"ENSG00000065135","GNAI3","protein_coding","+","chr1",1566.79447301621,733.622478062848,1135.50089666488,544.695141568619,1059.97463586339,516.327874730446,2206.23833360726,486.423163515824,1375.62756989535,498.803018168833,-1.3460206699015,1.18727834356659e-06,2.63565047671389e-06,1468.82718180942,555.974335209314,1012.40075850937
