"ENSEMBL","SYMBOL","gene_type","strand","chrom","WT_Latent_c3-1","WT_Late_c3-1","WT_Latent_c3-2","WT_Late_c3-2","WT_Latent_c3-3","WT_Late_c3-3","WT_Latent_c4-1","WT_Late_c4-1","WT_Latent_c4-2","WT_Late_c4-2","log2FoldChange","pvalue","padj","WT_Latent_groupMean","WT_Late_groupMean","baseMean"
"ENSG00000001629","ANKIB1","protein_coding","+","chr7",3.33931394549292,19.535791270494,4.66388537314826,17.9514380009696,4.62507719200726,6.35232143988102,5.84875082853193,6.80665602743926,7.3539917129218,6.26531592862567,0.874714009207818,0.0771309171951741,0.210889596381742,5.16620381042043,11.3823045334819,8.27425417195117
"ENSG00000001631","KRIT1","protein_coding","-","chr7",1.66965697274646,5.06483477383177,9.32777074629652,7.02447573950984,3.0833847946715,2.82325397328045,0,1.13444267123988,0,6.26531592862567,0.37785859280308,0.471680999036602,0.67990741377814,2.8161625027429,4.46246461729752,3.63931356002021
"ENSG00000002330","BAD","protein_coding","-","chr11",0,2.89419129933244,0,0.780497304389982,3.0833847946715,1.41162698664023,1.46218770713298,0.567221335619938,0,0,0.0842163351407954,0.858288104237704,NA,0.909114500360897,1.13070738519652,1.01991094277871
"ENSG00000002549","LAP3","protein_coding","+","chr4",0,9.40612172283043,4.66388537314826,8.5854703482898,7.70846198667876,10.5872023998017,0,4.53777068495951,10.2955883980905,3.13265796431283,0.43252567507257,0.39354813343912,0.611290280051002,4.53358715158351,7.24984462403885,5.89171588781118
"ENSG00000002586","CD99","protein_coding","+","chrX",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"ENSG00000002726","AOC1","protein_coding","+","chr7",0,4.34128694899866,0,3.12198921755993,9.25015438401451,2.82325397328045,0,5.67221335619938,0,3.65476762503164,0.562984757315044,0.307550079598341,0.526975232542542,1.8500308768029,3.92270222421401,2.88636655050846
"ENSG00000002834","LASP1","protein_coding","+","chr17",0,5.78838259866488,0,7.80497304389982,1.54169239733575,7.05813493320113,0,4.53777068495951,1.47079834258436,5.22109660718806,2.53442136004589,0.00357223943126847,0.021388870209486,0.602498147984023,6.08207157358268,3.34228486078335
"ENSG00000002919","SNX11","protein_coding","+","chr17",18.366226700211,1.44709564966622,12.4370276617287,6.24397843511986,15.4169239733575,10.5872023998017,27.7815664355266,2.83610667809969,22.0619751387654,2.08843864287522,-1.84956800573409,0.00033293621798155,0.00316422581569665,19.2127439819179,4.64056436111254,11.9266541715152
"ENSG00000003056","M6PR","protein_coding","-","chr12",3.33931394549292,7.2354782483311,7.77314228858043,7.02447573950984,6.16676958934301,15.5278968530425,5.84875082853193,7.94109869867914,1.47079834258436,6.26531592862567,0.631053072486989,0.18942610299918,0.385779789193759,4.91975499890653,8.79885309363765,6.85930404627209
"ENSG00000003147","ICA1","protein_coding","-","chr7",0,0.72354782483311,4.66388537314826,1.56099460877996,10.7918467813503,0,1.46218770713298,0.567221335619938,0,1.04421932143761,-1.14293320618265,0.0779712613219891,0.212697723192935,3.3835839723263,0.779196618134125,2.08139029523021
"ENSG00000003393","ALS2","protein_coding","-","chr2",0,7.95902607316421,4.66388537314826,7.80497304389982,6.16676958934301,4.23488095992068,0,4.53777068495951,0,6.26531592862567,1.01305006621785,0.0855764177934151,0.226005448696355,2.16613099249825,6.16039333811398,4.16326216530612
"ENSG00000003400","CASP10","protein_coding","+","chr2",0,0.72354782483311,0,2.34149191316995,6.16676958934301,2.11744047996034,4.38656312139894,0.567221335619938,0,0.522109660718806,-0.332322169792193,0.516974749860199,0.7167858426383,2.11066654214839,1.25436224286043,1.68251439250441
"ENSG00000003402","CFLAR","protein_coding","+","chr2",0,1.44709564966622,0,3.12198921755993,0,1.41162698664023,0,0,0,0,0.585274829171287,0.319563414512408,NA,0,1.19614237077327,0.598071185386637
"ENSG00000003509","NDUFAF7","protein_coding","+","chr2",10.0179418364788,11.5767651973298,7.77314228858043,13.2684541746297,12.333539178686,21.1744047996034,8.77312624279789,9.64276270553895,11.7663867406749,5.22109660718806,0.201093028078177,0.631522452251789,0.798634767316747,10.1328272574436,12.176696696858,11.1547619771508
"ENSG00000003989","SLC7A2","protein_coding","+","chr8",1.66965697274646,2.89419129933244,10.8823992040126,4.68298382633989,6.16676958934301,4.23488095992068,0,4.53777068495951,0,2.61054830359403,0.0139817452530034,0.979361309278655,0.991885111187589,3.74376515322041,3.79207501482931,3.76792008402486
"ENSG00000004059","ARF5","protein_coding","+","chr7",3.33931394549292,1.44709564966622,4.66388537314826,2.34149191316995,6.16676958934301,4.23488095992068,0,0,4.41239502775308,0,-0.652662277930672,0.238471883993375,0.44992789547506,3.71647278714745,1.60469370455137,2.66058324584941
"ENSG00000004142","POLDIP2","protein_coding","-","chr17",1.66965697274646,0.72354782483311,0,0.780497304389982,0,0,1.46218770713298,0,0,0,-0.196203590753605,0.565198234398988,NA,0.626368935975888,0.300809025844618,0.463588980910253
"ENSG00000004455","AK2","protein_coding","-","chr1",1.66965697274646,1.44709564966622,1.55462845771609,14.8294487834097,3.0833847946715,6.35232143988102,0,5.67221335619938,0,0.522109660718806,1.3677921980417,0.0486209305338012,0.152808638820518,1.26153404502681,5.76463777797502,3.51308591150091
"ENSG00000004468","CD38","protein_coding","+","chr4",5.00897091823938,7.95902607316421,15.5462845771609,7.02447573950984,12.333539178686,2.82325397328045,5.84875082853193,6.23943469181932,0,3.65476762503164,-0.338086557270454,0.480718300255909,0.68847901230141,7.74750910052364,5.54019162056109,6.64385036054236
"ENSG00000004478","FKBP4","protein_coding","+","chr12",0,6.51193042349799,1.55462845771609,8.5854703482898,0,8.46976191984136,0,1.13444267123988,0,0.522109660718806,2.62216584278364,0.00612396483453124,0.0327280429377514,0.310925691543217,5.04474300471757,2.67783434813039
"ENSG00000004487","KDM1A","protein_coding","+","chr1",10.0179418364788,2.17064347449933,12.4370276617287,5.46348113072987,15.4169239733575,9.88138890648159,1.46218770713298,6.80665602743926,0,5.22109660718806,-0.266934323309572,0.582922253324682,0.763098222534129,7.86681623573959,5.90865322926762,6.88773473250361
"ENSG00000004534","RBM6","protein_coding","+","chr3",3.33931394549292,12.3003130221629,18.655541492593,15.6099460877996,30.833847946715,16.9395238396827,11.6975016570639,5.67221335619938,13.2371850832592,6.78742558934447,-0.354881167245184,0.412337811973299,0.630176656034665,15.5526780250248,11.4618843790378,13.5072812020313
"ENSG00000004700","RECQL","protein_coding","-","chr12",3.33931394549292,0.72354782483311,3.10925691543217,2.34149191316995,6.16676958934301,4.23488095992068,8.77312624279789,0,0,0.522109660718806,-0.857554913916189,0.140900214052227,0.317274708215261,4.2776933386132,1.56440607172851,2.92104970517085
"ENSG00000004766","VPS50","protein_coding","+","chr7",0,3.61773912416555,0,6.24397843511986,1.54169239733575,1.41162698664023,1.46218770713298,2.83610667809969,0,1.04421932143761,1.15461470035003,0.0802137529991365,0.216148451585796,0.600776020893747,3.03073410909259,1.81575506499317
"ENSG00000004777","ARHGAP33","protein_coding","+","chr19",20.0358836729575,0.72354782483311,9.32777074629652,0,9.25015438401451,1.41162698664023,5.84875082853193,0.567221335619938,8.82479005550616,0.522109660718806,-3.67852484540852,4.96450471644322e-06,9.07358708174546e-05,10.6574699374613,0.644901161562416,5.65118554951187
"ENSG00000004779","NDUFAB1","protein_coding","-","chr16",0,2.17064347449933,3.10925691543217,0,0,1.41162698664023,2.92437541426596,0.567221335619938,2.94159668516872,1.04421932143761,-0.335740527904021,0.514205854244006,0.714614803870398,1.79504580297337,1.03874222363942,1.4168940133064
"ENSG00000004864","SLC25A13","protein_coding","-","chr7",11.6875988092252,7.95902607316421,9.32777074629652,17.9514380009696,26.2087707547078,8.46976191984136,0,6.80665602743926,0,6.26531592862567,0.00566572474850088,0.992988830394821,0.998950379390402,9.4448280620459,9.49043959000802,9.46763382602696
"ENSG00000004897","CDC27","protein_coding","-","chr17",16.6965697274646,6.51193042349799,6.21851383086435,24.9759137404794,7.70846198667876,6.35232143988102,8.77312624279789,3.97054934933957,16.178781768428,4.17687728575044,-0.211734966661898,0.641954616222018,0.806175564557883,11.1150907112467,9.19751844778969,10.1563045795182
"ENSG00000004961","HCCS","protein_coding","+","chrX",0,3.61773912416555,0,3.90248652194991,1.54169239733575,0.705813493320113,0,0.567221335619938,0,2.08843864287522,1.02997516766973,0.100047873068585,0.251904358612813,0.30833847946715,2.17633982358615,1.24233915152665
"ENSG00000005007","UPF1","protein_coding","+","chr19",0,9.40612172283043,40.4203399006182,13.2684541746297,6.16676958934301,9.88138890648159,2.92437541426596,5.67221335619938,5.88319337033744,6.78742558934447,-0.199249364368059,0.681459436560534,0.831652551375372,11.0789356549129,9.00312074989711,10.041028202405
"ENSG00000005020","SKAP2","protein_coding","-","chr7",13.3572557819717,5.06483477383177,40.4203399006182,5.46348113072987,4.62507719200726,1.41162698664023,1.46218770713298,2.26888534247975,0,4.17687728575044,-1.20521117742022,0.0449370056195953,0.144528567527275,11.972972116346,3.67714110388641,7.82505661011622
"ENSG00000005022","SLC25A5","protein_coding","+","chrX",6.67862789098583,0,4.66388537314826,2.34149191316995,1.54169239733575,0,0,0,2.94159668516872,0.522109660718806,-1.35677543408556,0.0515219705556995,0.159188819298234,3.16516046932771,0.57272031477775,1.86894039205273
"ENSG00000005059","MCUB","protein_coding","+","chr4",0,0,0,0,0,2.11744047996034,2.92437541426596,0,0,0,-0.0729953225921151,0.809225755806586,NA,0.584875082853193,0.423488095992068,0.50418158942263
"ENSG00000005100","DHX33","protein_coding","-","chr17",0,0,0,0,0,0,2.92437541426596,0,0,0,-0.289696843255101,0.449231041709949,NA,0.584875082853193,0,0.292437541426596
"ENSG00000005156","LIG3","protein_coding","+","chr17",11.6875988092252,6.51193042349799,17.1009130348769,17.1709406965796,0,15.5278968530425,5.84875082853193,11.3444267123988,11.7663867406749,15.6632898215642,0.39460968706311,0.382515092334903,0.601095145097705,9.2807298826618,13.2436969014166,11.2622133920392
"ENSG00000005175","RPAP3","protein_coding","-","chr12",0,0.72354782483311,0,0,0,0,0,0,0,0,0.117762901160575,0.834467350978132,NA,0,0.144709564966622,0.072354782483311
"ENSG00000005187","ACSM3","protein_coding","+","chr16",0,0.72354782483311,3.10925691543217,0.780497304389982,0,1.41162698664023,0,1.70166400685981,0,3.13265796431283,0.454541807865284,0.368868971633714,0.588499541626814,0.621851383086435,1.54999881740719,1.08592510024681
"ENSG00000005189","REXO5","protein_coding","+","chr16",1.66965697274646,0.72354782483311,0,0,0,0.705813493320113,0,2.26888534247975,0,0,0.212931338741408,0.68123039517497,NA,0.333931394549292,0.739649332126595,0.536790363337943
"ENSG00000005194","CIAPIN1","protein_coding","-","chr16",5.00897091823938,2.89419129933244,7.77314228858043,1.56099460877996,0,2.11744047996034,0,0.567221335619938,5.88319337033744,1.56632898215642,-0.626572755300928,0.252946331588052,0.467704656695105,3.73306131543145,1.74123534116982,2.73714832830064
"ENSG00000005238","ATOSB","protein_coding","-","chr9",6.67862789098583,20.2593390953271,6.21851383086435,18.7319353053596,16.9586163706933,16.9395238396827,1.46218770713298,3.40332801371963,7.3539917129218,2.08843864287522,0.455548520034295,0.356997350764345,0.575099334683053,7.73438750251965,12.2845129793928,10.0094502409562
"ENSG00000005243","COPZ2","protein_coding","-","chr17",3.33931394549292,1.44709564966622,4.66388537314826,3.12198921755993,0,3.52906746660057,11.6975016570639,1.13444267123988,0,4.17687728575044,-0.310809167636026,0.54738545208088,0.739540520705193,3.94014019514101,2.68189445816341,3.31101732665221
"ENSG00000005302","MSL3","protein_coding","+","chrX",13.3572557819717,2.89419129933244,4.66388537314826,5.46348113072987,10.7918467813503,4.94069445324079,1.46218770713298,6.23943469181932,2.94159668516872,1.56632898215642,-0.443618137378481,0.367192884472008,0.586849973209971,6.64335446575438,4.22082611145577,5.43209028860507
"ENSG00000005339","CREBBP","protein_coding","-","chr16",0,2.89419129933244,6.21851383086435,4.68298382633989,4.62507719200726,4.23488095992068,4.38656312139894,1.13444267123988,0,5.22109660718806,0.141670420541757,0.781556328835912,0.890501511678117,3.04603082885411,3.63351907280419,3.33977495082915
"ENSG00000005379","TSPOAP1","protein_coding","-","chr17",26.7145115639433,1.44709564966622,27.9833122388896,0,18.500308768029,0,46.7900066282554,0,50.0071436478683,0.522109660718806,-6.18904550835046,1.39811821443987e-11,1.00664511439671e-09,33.9990565693971,0.393841062077005,17.1964488157371
"ENSG00000005436","GCFC2","protein_coding","-","chr2",5.00897091823938,10.1296695476635,10.8823992040126,3.12198921755993,10.7918467813503,2.82325397328045,4.38656312139894,4.53777068495951,4.41239502775308,1.56632898215642,-0.488054652771625,0.316468015566491,0.535434135997615,7.09643501055085,4.43580248112397,5.76611874583741
"ENSG00000005448","WDR54","protein_coding","+","chr2",0,0,0,0.780497304389982,6.16676958934301,0.705813493320113,0,0,4.41239502775308,0.522109660718806,-0.910567525491927,0.119156924417667,0.283740030861016,2.11583292341922,0.40168409168578,1.2587585075525
"ENSG00000005471","ABCB4","protein_coding","-","chr7",0,3.61773912416555,0,3.12198921755993,0,0,2.92437541426596,0,4.41239502775308,0,-0.0518852763329404,0.909939802797871,0.958761672887736,1.46735408840381,1.3479456683451,1.40764987837445
"ENSG00000005483","KMT2E","protein_coding","+","chr7",0,10.8532173724966,0,4.68298382633989,0,4.23488095992068,1.46218770713298,7.3738773630592,0,1.56632898215642,3.0736187102514,0.00173253803185463,0.0119203968060423,0.292437541426596,5.74225770079457,3.01734762111058
"ENSG00000005486","RHBDD2","protein_coding","+","chr7",0,0.72354782483311,0,0,0,0,0,0.567221335619938,1.47079834258436,1.56632898215642,0.152096798329771,0.821967209397672,NA,0.294159668516872,0.571419628521893,0.432789648519383
"ENSG00000005700","IBTK","protein_coding","-","chr6",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"ENSG00000005801","ZNF195","protein_coding","-","chr11",0,4.34128694899866,0,0.780497304389982,0,0,0,0.567221335619938,0,2.61054830359403,0.974673184543665,0.145534977871397,NA,0,1.65991077852052,0.829955389260261
"ENSG00000005810","MYCBP2","protein_coding","-","chr13",5.00897091823938,11.5767651973298,0,3.90248652194991,1.54169239733575,4.94069445324079,2.92437541426596,0.567221335619938,0,2.08843864287522,0.71284329145315,0.210174341196042,0.414303845145295,1.89500774596822,4.61512123020312,3.25506448808567
"ENSG00000005812","FBXL3","protein_coding","-","chr13",0,4.34128694899866,4.66388537314826,4.68298382633989,1.54169239733575,7.05813493320113,1.46218770713298,4.53777068495951,0,1.04421932143761,0.880349487720321,0.139671440844173,0.315255867744543,1.5335530955234,4.33287914298736,2.93321611925538
"ENSG00000005884","ITGA3","protein_coding","+","chr17",0,2.89419129933244,0,0.780497304389982,0,4.94069445324079,0,0.567221335619938,0,4.17687728575044,2.57108128879955,0.0255390258763475,0.0956103867891834,0,2.67189633566672,1.33594816783336
"ENSG00000005889","ZFX","protein_coding","+","chrX",1.66965697274646,0,3.10925691543217,1.56099460877996,3.0833847946715,2.11744047996034,1.46218770713298,2.26888534247975,0,2.08843864287522,-0.0861215353862829,0.864899899957908,0.938133444957524,1.86489727799662,1.60715181481906,1.73602454640784
"ENSG00000005893","LAMP2","protein_coding","-","chrX",0,6.51193042349799,3.10925691543217,17.1709406965796,10.7918467813503,11.9988293864419,1.46218770713298,9.07554136991901,0,12.0085221965325,1.48717218638773,0.0135351956297732,0.0598133133595931,3.07265828078308,11.3531528145942,7.21290554768865
"ENSG00000006007","GDE1","protein_coding","-","chr16",1.66965697274646,8.68257389799732,10.8823992040126,9.36596765267978,3.0833847946715,7.05813493320113,5.84875082853193,2.83610667809969,7.3539917129218,1.56632898215642,0.00209728508465826,0.998216619031034,0.99999472286297,5.76763670257686,5.90182242882687,5.83472956570186
"ENSG00000006015","REX1BD","protein_coding","+","chr19",3.33931394549292,6.51193042349799,6.21851383086435,4.68298382633989,3.0833847946715,3.52906746660057,17.5462524855958,0.567221335619938,2.94159668516872,1.04421932143761,-0.703868605047025,0.186823352557889,0.382445966982376,6.62581234835865,3.2670844746992,4.94644841152893
"ENSG00000006025","OSBPL7","protein_coding","-","chr17",0,7.2354782483311,0,0,0,0,0,6.80665602743926,0,0.522109660718806,0.436272923375669,0.213524090547218,0.418937439422123,0,2.91284878729783,1.45642439364892
"ENSG00000006062","MAP3K14","protein_coding","-","chr17",0,0,0,0.780497304389982,0,0.705813493320113,0,1.13444267123988,0,0,0.284235271718709,0.739706873776271,NA,0,0.524150693789994,0.262075346894997
"ENSG00000006125","AP2B1","protein_coding","+","chr17",0,0,0,0,0,0,0,0,0,1.56632898215642,0.187963143563128,0.934822753913711,NA,0,0.313265796431283,0.156632898215642
"ENSG00000006432","MAP3K9","protein_coding","-","chr14",20.0358836729575,7.2354782483311,32.6471976120378,20.2929299141395,41.6256947280653,16.9395238396827,17.5462524855958,5.67221335619938,20.591176796181,6.26531592862567,-1.08128244830724,0.01224228687646,0.0558971329966772,26.4892410589675,11.2810922573957,18.8851666581816
"ENSG00000006451","RALA","protein_coding","+","chr7",0,0,0,0.780497304389982,3.0833847946715,2.11744047996034,0,0,2.94159668516872,1.04421932143761,-0.187049423290562,0.68954052425504,NA,1.20499629596805,0.788431421157587,0.996713858562816
"ENSG00000006453","BAIAP2L1","protein_coding","-","chr7",0,4.34128694899866,10.8823992040126,6.24397843511986,4.62507719200726,11.9988293864419,2.92437541426596,2.83610667809969,4.41239502775308,5.22109660718806,0.272178984195043,0.580914756030669,0.76212490483609,4.56884936760778,6.12825961116964,5.34855448938871
"ENSG00000006530","AGK","protein_coding","+","chr7",0,2.17064347449933,1.55462845771609,3.90248652194991,0,1.41162698664023,7.31093853566491,2.26888534247975,0,1.04421932143761,0.10898681386119,0.831792386814625,0.921083755354147,1.7731133986762,2.15957232940137,1.96634286403878
"ENSG00000006576","PHTF2","protein_coding","+","chr7",0,4.34128694899866,0,4.68298382633989,6.16676958934301,1.41162698664023,5.84875082853193,1.13444267123988,5.88319337033744,0.522109660718806,-0.328250276546356,0.526500841807422,0.72396568670341,3.57974275764248,2.41849001878749,2.99911638821498
"ENSG00000006607","FARP2","protein_coding","+","chr2",0,0,0,0,0,0,2.92437541426596,0,0,5.74320626790686,0.173790245608424,0.67844364800891,NA,0.584875082853193,1.14864125358137,0.866758168217282
"ENSG00000006634","DBF4","protein_coding","+","chr7",5.00897091823938,0.72354782483311,4.66388537314826,5.46348113072987,7.70846198667876,4.23488095992068,5.84875082853193,3.40332801371963,0,2.08843864287522,-0.346905986562548,0.49115675751862,0.696897377770416,4.64601382131966,3.1827353144157,3.91437456786768
"ENSG00000006652","IFRD1","protein_coding","+","chr7",0,5.06483477383177,0,1.56099460877996,0,0,0,2.26888534247975,0,0,0.881703460034419,0.155222142608011,NA,0,1.7789429450183,0.889471472509149
"ENSG00000006695","COX10","protein_coding","+","chr17",3.33931394549292,0.72354782483311,3.10925691543217,0.780497304389982,1.54169239733575,4.23488095992068,0,1.70166400685981,2.94159668516872,1.04421932143761,-0.173958921389243,0.732986294192149,0.861777186695219,2.18637198868591,1.69696188348824,1.94166693608708
"ENSG00000006704","GTF2IRD1","protein_coding","+","chr7",0,8.68257389799732,4.66388537314826,7.02447573950984,9.25015438401451,9.17557541316148,4.38656312139894,4.53777068495951,0,2.61054830359403,0.515292995789602,0.320176735879144,0.538821088994288,3.66012057571234,6.40618880784443,5.03315469177839
"ENSG00000006712","PAF1","protein_coding","-","chr19",21.705540645704,19.535791270494,15.5462845771609,22.6344218273095,16.9586163706933,16.9395238396827,17.5462524855958,17.0166400685982,22.0619751387654,10.4421932143761,-0.106162496401999,0.763949321171679,0.880034066374479,18.7637338435839,17.3137140440921,18.038723943838
"ENSG00000006715","VPS41","protein_coding","-","chr7",8.34828486373229,14.4709564966622,6.21851383086435,7.80497304389982,3.0833847946715,15.5278968530425,0,13.6133120548785,4.41239502775308,3.65476762503164,1.02467099746122,0.0531705623313786,0.163080795308979,4.41251570340425,11.0143812147029,7.71344845905359
"ENSG00000006744","ELAC2","protein_coding","-","chr17",0,1.44709564966622,4.66388537314826,0.780497304389982,6.16676958934301,2.82325397328045,5.84875082853193,0,1.47079834258436,2.08843864287522,-0.772204794922317,0.176775137283385,0.368760075667536,3.63004082672151,1.42785711404238,2.52894897038194
"ENSG00000006757","PNPLA4","protein_coding","-","chrX",0,2.17064347449933,0,4.68298382633989,6.16676958934301,2.82325397328045,0,1.13444267123988,1.47079834258436,4.69898694646925,0.504052989633763,0.355768206437429,0.573606825488802,1.52751358638547,3.10206217836576,2.31478788237562
"ENSG00000006831","ADIPOR2","protein_coding","+","chr12",0,0,0,0,0,0.705813493320113,0,0,0,0,0.116720044186075,0.834467350978132,NA,0,0.141162698664023,0.0705813493320114
"ENSG00000006837","CDKL3","protein_coding","-","chr5",11.6875988092252,11.5767651973298,4.66388537314826,20.2929299141395,18.500308768029,8.46976191984136,2.92437541426596,3.97054934933957,8.82479005550616,2.61054830359403,-0.00255690661772106,0.993624886346513,0.998950379390402,9.32019168403492,9.38411093684885,9.35215131044189
"ENSG00000007080","CCDC124","protein_coding","+","chr19",0,5.06483477383177,15.5462845771609,10.1464649570698,9.25015438401451,16.2337103463626,4.38656312139894,3.40332801371963,5.88319337033744,3.65476762503164,0.0798236783237392,0.8698522664514,0.940195334400634,7.01323909058235,7.70062114320308,7.35693011689272
"ENSG00000007168","PAFAH1B1","protein_coding","+","chr17",3.33931394549292,19.535791270494,12.4370276617287,6.24397843511986,0,12.704642879762,8.77312624279789,5.10499202057945,0,1.04421932143761,0.519384293904719,0.327601178364432,0.547127741185959,4.9098935700039,8.92672478547859,6.91830917774124
"ENSG00000007202","BLTP2","protein_coding","-","chr17",1.66965697274646,0,0,0.780497304389982,1.54169239733575,0.705813493320113,2.92437541426596,0,2.94159668516872,0.522109660718806,-0.925122636114247,0.124386315866692,0.292422710916155,1.81546429390338,0.40168409168578,1.10857419279458
"ENSG00000007237","GAS7","protein_coding","-","chr17",5.00897091823938,8.68257389799732,18.655541492593,3.12198921755993,16.9586163706933,10.5872023998017,10.2353139499309,3.40332801371963,16.178781768428,5.22109660718806,-0.921142494583702,0.0468424762233233,0.148793748003498,13.4074448999769,6.20323802725333,9.80534146361512
"ENSG00000007255","TRAPPC6A","protein_coding","-","chr19",3.33931394549292,3.61773912416555,7.77314228858043,7.02447573950984,4.62507719200726,5.64650794656091,2.92437541426596,3.40332801371963,2.94159668516872,5.22109660718806,0.139403320940549,0.770445095614168,0.883710303994335,4.32070110510306,4.9826294862288,4.65166529566593
"ENSG00000007312","CD79B","protein_coding","-","chr17",0,4.34128694899866,0,0,0,0,1.46218770713298,1.70166400685981,0,0,0.359383815396866,0.450896002756532,NA,0.292437541426596,1.20859019117169,0.750513866299146
"ENSG00000007341","ST7L","protein_coding","-","chr1",0,0.72354782483311,1.55462845771609,3.90248652194991,0,9.88138890648159,0,0,0,1.56632898215642,1.38462487171579,0.0494264145995492,0.154820790863951,0.310925691543217,3.2147504470842,1.76283806931371
"ENSG00000007376","RPUSD1","protein_coding","-","chr16",1.66965697274646,1.44709564966622,0,1.56099460877996,0,0.705813493320113,4.38656312139894,1.13444267123988,1.47079834258436,1.04421932143761,-0.155767960526872,0.7570951114763,0.876209442215143,1.50540368734595,1.17851314888876,1.34195841811735
"ENSG00000007384","RHBDF1","protein_coding","-","chr16",5.00897091823938,0,12.4370276617287,2.34149191316995,4.62507719200726,0.705813493320113,8.77312624279789,1.13444267123988,5.88319337033744,0,-2.73045645359698,0.000458572627480152,0.00406555433915239,7.34547907702213,0.836349615545987,4.09091434628406
"ENSG00000007392","LUC7L","protein_coding","-","chr16",13.3572557819717,21.7064347449933,15.5462845771609,14.8294487834097,18.500308768029,15.5278968530425,7.31093853566491,16.4494187329782,10.2955883980905,13.0527415179701,0.27735349829932,0.465773597732739,0.674805532213674,13.0020752121834,16.3131881264788,14.6576316693311
"ENSG00000007520","TSR3","protein_coding","-","chr16",1.66965697274646,2.17064347449933,7.77314228858043,0.780497304389982,1.54169239733575,2.11744047996034,2.92437541426596,0,2.94159668516872,0.522109660718806,-0.95212393106733,0.112511087999788,0.272689233343246,3.37009275161947,1.11813818391369,2.24411546776658
"ENSG00000007541","PIGQ","protein_coding","+","chr16",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"ENSG00000007545","CRAMP1","protein_coding","+","chr16",0,2.89419129933244,0,0,0,0,0,1.13444267123988,0,0,0.351295851714627,0.558312913278824,NA,0,0.805726794114463,0.402863397057232
